Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Elvis Reyes","SDP",0.0326,0.0719,0.0057,7.41753,0.7831,0.0461,0,0,,1,5.081,1.1608,0.8683,0.82417,0.183,1.0033,0.0241,0.053,0.5092,4.5828,9.0297,0.507525,1.647,0.100216,0.197461,-0.09724463522434235,0.288419,2.1641,0.293413,0.679176,0.393006,,7.66464,-0.0367511,-0.0496535,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Elvis Reyes","sa3024575",821590
"Yeison Silgado",,0.0347,0.0632,0,7.62534,1,0,0,0,,1,5.128,1.1786,0.8917,0.84726,0.178889,1.039,0.0311,0.0494,0.4912,4.4208,9.351,0.472762,1.61,0.0957878,0.202613,-0.10682527720928192,0.291762,2.2176,0.296693,0.674019,0.391999,,7.74349,-0.0368489,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Yeison Silgado","sa3025004",815968
"Mendry Solano",,0.0347,0.0633,0,7.64532,1,0,0,0,,1,5.147,1.1758,0.8942,0.84948,0.175667,1.0578,0.0312,0.0548,0.5015,4.5135,9.5202,0.474097,1.581,0.0974354,0.205518,-0.10808239132165909,0.291444,2.2336,0.297904,0.673855,0.397004,,7.7536,-0.0369571,-0.0470323,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Mendry Solano","sa3024221",816395
"Damian Alcala",,0.0347,0.0633,0,7.62651,1,0,0,0,,1,5.136,1.1917,0.8929,0.84739,0.174667,1.0406,0.0312,0.0493,0.4593,4.1337,9.3654,0.44138,1.572,0.0894276,0.202609,-0.1131814494729042,0.294531,2.2323,0.298064,0.673822,0.408004,,7.7569,-0.0369924,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Damian Alcala","sa3024239",820973
"Enderson Jean","PHI",0.0348,0.0632,0,7.61688,1,0,0,0,,1,5.149,1.1529,0.8903,0.84632,0.177556,1.0795,0.0312,0.0522,0.5396,4.8564,9.7155,0.499861,1.598,0.104797,0.209652,-0.10485529899597168,0.286984,2.2324,0.295546,0.676522,0.384007,,7.75926,-0.0370176,-0.0470323,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Enderson Jean","sa3022478",810080
"Wagner Castillo",,0.0346,0.0633,0,7.66287,1,0,0,0,,1,5.131,1.1888,0.896,0.85143,0.179667,1.0242,0.0311,0.0567,0.4756,4.2804,9.2178,0.464362,1.617,0.0926915,0.19961,-0.10691872239112854,0.293524,2.213,0.297256,0.671436,0.394001,,7.7623,-0.0370501,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Wagner Castillo","sa3018354",802101
"Estarlin Francisco",,0.0347,0.0632,0,7.61643,1,0,0,0,,1,5.141,1.1749,0.8913,0.84627,0.175333,1.0561,0.0312,0.0533,0.4869,4.3821,9.5049,0.461036,1.578,0.0947092,0.205427,-0.1107177734375,0.291423,2.231,0.296663,0.674731,0.400006,,7.76887,-0.0371204,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Estarlin Francisco","sa3023693",820966
"Luciano Romero",,0.0348,0.0631,0,7.58115,1,0,0,0,,1,5.149,1.1773,0.8883,0.84235,0.170111,1.0683,0.0312,0.0529,0.4697,4.2273,9.6147,0.439671,1.531,0.0912216,0.207477,-0.11625558882951736,0.292294,2.2456,0.297282,0.676133,0.415009,,7.77078,-0.0371408,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Luciano Romero","sa3018848",800355
"Roberto Burgos",,0.0347,0.0633,0,7.63623,1,0,0,0,,1,5.149,1.1634,0.8928,0.84847,0.177,1.0706,0.0312,0.0535,0.5182,4.6638,9.6354,0.484028,1.593,0.100641,0.207924,-0.10728298127651215,0.289051,2.234,0.296243,0.675259,0.389997,,7.77204,-0.0371542,-0.0470323,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Roberto Burgos","sa3024878",827694
"Jean Rodriguez","MIL",0.029,0.0808,0.0077,7.71462,0.6075,0.0835,0,0,,1,5.103,1.2017,0.9014,0.85718,0.188333,0.9738,0.0187,0.061,0.4574,4.1166,8.7642,0.469706,1.695,0.0896335,0.190829,-0.10119537264108658,0.295389,2.1755,0.296092,0.666428,0.389996,,7.77307,-0.0371653,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Jean Rodriguez","sa3024779",821177
"Michael Petersen","MIA",1.8229,2.0989,0,4.43413,40,0,0,0.6423,,40,173.085,38.9099,21.031,19.7073,5.85778,15.2902,1.1616,1.6855,36.526,8.21835,3.44029,2.38885,1.318,0.211029,0.0883393,0.12269000709056854,0.249248,1.355,0.290631,0.72108,0.357681,,4.48579,-0.0371756,0.0385115,999,,,,,,,147.79999999999998,3.6949999999999994,149,3.725,7.24,6.09,5.37,4.82,4.36,3.95,3.55,3.13,2.63,5.53,5.22,5.01,4.84,4.68,4.53,4.37,4.19,3.95,"Michael Petersen","20827",656848
"Fraylin Suriel",,0.0348,0.0632,0,7.60293,1,0,0,0,,1,5.157,1.1577,0.8897,0.84477,0.173222,1.088,0.0313,0.054,0.518,4.662,9.792,0.476103,1.559,0.100446,0.210975,-0.11052938550710678,0.288344,2.2457,0.296192,0.676921,0.398002,,7.77703,-0.0372076,-0.0470323,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Fraylin Suriel","sa3018357",803368
"Brailyn Paulino","STL",0.0348,0.0631,0,7.34715,1,0,0,0,,1,5.118,1.1619,0.8614,0.81635,0.164889,1.0309,0.0311,0.062,0.4906,4.4154,9.2781,0.475895,1.484,0.0958578,0.201426,-0.10556858777999878,0.288664,2.1928,0.295883,0.678609,0.402674,,7.57619,-0.0372618,-0.0484581,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Brailyn Paulino","sa3022038",809330
"Jhon Leon","SFG",0.0347,0.0633,0,7.64838,1,0,0,0,,1,5.155,1.1696,0.8947,0.84982,0.175222,1.0759,0.0313,0.0522,0.499,4.491,9.6831,0.463798,1.577,0.0967992,0.20871,-0.11191074550151825,0.290447,2.2455,0.296592,0.675336,0.397996,,7.79932,-0.037446,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Jhon Leon","sa3024525",815217
"Brayan Polanco",,0.0346,0.0633,0,7.65162,1,0,0,0,,1,5.173,1.1759,0.8962,0.85018,0.168556,1.101,0.0314,0.0487,0.488,4.392,9.909,0.443233,1.517,0.094336,0.212836,-0.11849989742040634,0.292273,2.2769,0.299204,0.676508,0.414994,,7.79946,-0.0374474,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Brayan Polanco","sa3021496",807834
"Ericksson De Los Santos","DET",0.0326,0.0715,0.0051,7.48827,0.7939,0.0439,0,0,,1,5.194,1.1416,0.8769,0.83203,0.164333,1.1311,0.025,0.0642,0.5275,4.7475,10.1799,0.46636,1.479,0.101559,0.217771,-0.11621104180812836,0.285493,2.2727,0.295527,0.683334,0.393,,7.80237,-0.0374689,-0.0470228,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Ericksson De Los Santos","sa3021823",814264
"Jhon Cabral","MIA",0.0332,0.0647,0,7.63065,1,0,0,0,,1,5.203,1.1652,0.895,0.84785,0.156667,1.1466,0.0316,0.0539,0.4954,4.4586,10.3194,0.43206,1.41,0.0952143,0.220373,-0.12515855580568314,0.291118,2.3118,0.301016,0.677096,0.431593,,7.7825,-0.037486,-0.0449668,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Jhon Cabral","sa3019299",805093
"Guanchi Martinez",,0.0345,0.0634,0,7.6995,1,0,0,0,,1,5.133,1.1955,0.9,0.8555,0.181667,1.0187,0.0311,0.0565,0.4596,4.1364,9.1683,0.451163,1.635,0.0895383,0.198461,-0.10892265290021896,0.294618,2.2142,0.296743,0.670556,0.392993,,7.8032,-0.0374875,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Guanchi Martinez","sa3022359",815176
"Moises Moreno",,0.0346,0.0634,0,7.67655,1,0,0,0,,1,5.149,1.1804,0.8978,0.85295,0.177333,1.0582,0.0312,0.0524,0.4842,4.3578,9.5238,0.457569,1.596,0.0940377,0.205516,-0.11147794872522354,0.292294,2.2386,0.297041,0.673656,0.397006,,7.80387,-0.0374946,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Moises Moreno","sa3021145",808025
"Tejahari Wilson","BOS",0.0338,0.0641,0,8.01621,1,0,0,0,,1,5.2,1.1958,0.9355,0.89069,0.178111,1.0966,0.0316,0.0564,0.514,4.626,9.8694,0.468721,1.603,0.0988462,0.210885,-0.11203847080469131,0.295478,2.2924,0.303345,0.664156,0.395641,,7.88158,-0.0376285,-0.0441463,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Tejahari Wilson","sa3024250",821124
"Jesus Tapia",,0.0345,0.0634,0,7.69113,1,0,0,0,,1,5.155,1.183,0.8996,0.85457,0.176444,1.0666,0.0313,0.0487,0.4788,4.3092,9.5994,0.448903,1.588,0.0928807,0.206906,-0.11402520537376404,0.292843,2.2496,0.297405,0.674131,0.4,,7.81721,-0.0376372,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Jesus Tapia","sa3024092",821179
"Delvis Heredia","SFG",0.0344,0.0635,0,7.73172,1,0,0,0,,1,5.139,1.1946,0.9034,0.85908,0.182444,1.0299,0.0312,0.0521,0.4669,4.2021,9.2691,0.453345,1.642,0.0908542,0.200409,-0.10955438762903214,0.294454,2.2245,0.297024,0.670923,0.389989,,7.81911,-0.0376575,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Delvis Heredia","sa3024524",815210
"Andres Herrera","COL",0.0345,0.0635,0,7.72335,1,0,0,0,,1,5.147,1.1917,0.9028,0.85815,0.180333,1.0411,0.0312,0.0531,0.4702,4.2318,9.3699,0.451638,1.623,0.0913542,0.202273,-0.11091898381710052,0.294044,2.2328,0.297263,0.671604,0.393997,,7.82167,-0.0376848,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Andres Herrera","sa3024456",820784
"Stanly Alcantara","NYY",0.0358,0.0622,0,7.57467,1,0,0,0,,1,5.192,1.1782,0.8883,0.84163,0.175556,1.0781,0.0315,0.0707,0.4733,4.2597,9.7029,0.439013,1.58,0.0911595,0.207646,-0.11648689210414886,0.291403,2.2563,0.295387,0.68042,0.426675,,7.91716,-0.0377107,-0.0500992,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Stanly Alcantara","sa3022151",811625
"Joey Gerber","NYM",0.9868,0.9741,0,4.23791,20,0,0,0.7138,,20,85.985,18.912,10.074,9.41758,2.90667,7.4811,0.5191,0.8432,18.7402,8.43309,3.3665,2.50501,1.308,0.217947,0.0870047,0.13094260543584824,0.243521,1.31966,0.285739,0.731019,0.362297,,4.39909,-0.0377677,0.0170849,999,,,,,,,79.69999999999999,3.9849999999999994,79,3.95,7.85,6.19,5.21,4.5,3.93,3.43,2.96,2.49,1.97,5.4,5.07,4.85,4.66,4.5,4.34,4.18,3.99,3.75,"Joey Gerber","24591",680702
"Oliver Camilo",,0.0345,0.0635,0,7.71507,1,0,0,0,,1,5.152,1.1763,0.9014,0.85723,0.181333,1.0551,0.0313,0.0563,0.4941,4.4469,9.4959,0.468297,1.632,0.0959045,0.204794,-0.10888973623514175,0.29112,2.2314,0.295666,0.672555,0.385987,,7.83847,-0.0378643,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Oliver Camilo","sa3022019",808295
"Noslen Marquez",,0.0344,0.0635,0,7.72929,1,0,0,0,,1,5.157,1.1917,0.9039,0.85881,0.177778,1.0498,0.0313,0.059,0.4594,4.1346,9.4482,0.437607,1.6,0.0890828,0.203568,-0.11448516696691513,0.294378,2.2415,0.297249,0.67128,0.400996,,7.85385,-0.0380286,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Noslen Marquez","sa3024245",821069
"Eduardo Castillo","CHC",0.0354,0.0626,0,7.50987,1,0,0,0,,1,5.128,1.1476,0.8796,0.83443,0.172222,1.0828,0.0311,0.05,0.5223,4.7007,9.7452,0.482361,1.55,0.101853,0.211154,-0.10930188000202179,0.287245,2.2304,0.295508,0.679037,0.404328,,7.72783,-0.038059,-0.0476288,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Eduardo Castillo","sa3022168",808341
"Jose Ojeda",,0.0344,0.0636,0,7.76799,1,0,0,0,,1,5.147,1.1841,0.9068,0.86311,0.185333,1.0448,0.0312,0.0517,0.4867,4.3803,9.4032,0.465831,1.668,0.0945599,0.202992,-0.1084321141242981,0.292334,2.2289,0.295627,0.67131,0.379011,,7.86057,-0.0381004,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Jose Ojeda","sa3019480",802096
"Alexander Lugo","ARI",0.035,0.063,0,7.52517,1,0,0,0,,1,5.211,1.1694,0.8823,0.83613,0.159,1.1407,0.0316,0.0544,0.4595,4.1355,10.2663,0.402823,1.431,0.0881789,0.218902,-0.13072346150875092,0.291193,2.3101,0.297404,0.683976,0.411992,,7.86844,-0.0381844,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Alexander Lugo","sa3023869",824217
"Raymond Sosa","BAL",0.0345,0.0635,0,7.71408,1,0,0,0,,1,5.171,1.1742,0.9022,0.85712,0.175889,1.0819,0.0314,0.0583,0.4861,4.3749,9.7371,0.449302,1.583,0.094005,0.209225,-0.11521949619054794,0.291307,2.2561,0.296339,0.673631,0.399003,,7.87009,-0.038202,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Raymond Sosa","sa3021516",808136
"Jeiki Beltran",,0.0344,0.0636,0,7.74378,1,0,0,0,,1,5.181,1.1716,0.9054,0.86042,0.175333,1.0966,0.0314,0.0581,0.4974,4.4766,9.8694,0.453584,1.578,0.0960046,0.211658,-0.11565335839986801,0.290987,2.2682,0.297077,0.673742,0.398014,,7.88377,-0.0383481,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Jeiki Beltran","sa3022344",815194
"Hayden Durke","ARI",0.4749,0.5056,0,4.47026,10,0,0,0.6675,,10,44.863,9.4322,5.368,4.96696,1.06111,6.033,0.2722,0.5313,9.6979,8.72811,5.4297,1.60748,0.955,0.216167,0.134476,0.08169092237949371,0.24628,1.54652,0.303965,0.722279,0.451769,,4.54429,-0.0383604,0.0327896,999,,,,,,,41.300000000000004,4.130000000000001,40,4,8.98,6.78,5.53,4.65,3.95,3.36,2.83,2.31,1.74,5.73,5.4,5.17,4.98,4.81,4.64,4.47,4.28,4.03,"Hayden Durke","sa3022733",694492
"Jhoan Lorenzo",,0.0343,0.0636,0,7.75377,1,0,0,0,,1,5.195,1.1845,0.9076,0.86153,0.170222,1.1051,0.0315,0.0579,0.4721,4.2489,9.9459,0.427201,1.532,0.0908758,0.212724,-0.12184794247150421,0.293775,2.2896,0.299225,0.673723,0.414993,,7.89283,-0.0384447,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Jhoan Lorenzo","sa3021799",808680
"Abis Prado","BOS",0.0342,0.0637,0,7.83927,1,0,0,0,,1,5.28,1.1757,0.9178,0.87103,0.154667,1.2185,0.032,0.0533,0.5009,4.5081,10.9665,0.411079,1.392,0.0948674,0.230777,-0.1359090879559517,0.293324,2.3942,0.304547,0.677973,0.421514,,7.9594,-0.0384551,-0.0441463,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Abis Prado","sa3023696",821141
"Carlos Mateo","PIT",0.0276,0.0808,0.0056,7.82676,0.6562,0.0732,0,0,,1,5.232,1.1861,0.9164,0.86964,0.158444,1.1413,0.0208,0.0657,0.4806,4.3254,10.2717,0.421099,1.426,0.0918578,0.218138,-0.12628058344125748,0.294683,2.3274,0.303505,0.670125,0.42368,,7.85471,-0.0384764,-0.0442872,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Carlos Mateo","sa3022011",808102
"Christopher Vasquez","NYY",0.0343,0.0636,0,7.77978,1,0,0,0,,1,5.171,1.1771,0.9088,0.86442,0.181,1.084,0.0314,0.0478,0.4921,4.4289,9.756,0.453967,1.629,0.0951653,0.209631,-0.11446528136730194,0.291419,2.2611,0.295921,0.673557,0.386995,,7.89934,-0.0385142,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Christopher Vasquez","sa3024797",827470
"Alan Marcano","ARI",0.0343,0.0636,0,7.76133,1,0,0,0,,1,5.192,1.1706,0.9076,0.86237,0.174222,1.1122,0.0315,0.0553,0.4998,4.4982,10.0098,0.44938,1.568,0.0962635,0.214214,-0.11795070767402649,0.290868,2.2828,0.297384,0.674485,0.400006,,7.90293,-0.0385525,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Alan Marcano","sa3024558",821081
"Alexander Rivero",,0.0344,0.0636,0,7.74936,1,0,0,0,,1,5.206,1.1744,0.9072,0.86104,0.168556,1.1262,0.0316,0.0586,0.488,4.392,10.1358,0.433316,1.517,0.093738,0.216327,-0.12258931249380112,0.292052,2.3006,0.298945,0.674893,0.415011,,7.90476,-0.0385721,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Alexander Rivero","sa3022378",812750
"Angel Gomez",,0.0342,0.0637,0,7.80579,1,0,0,0,,1,5.171,1.1915,0.9121,0.86731,0.180444,1.0689,0.0314,0.0516,0.4668,4.2012,9.6201,0.436711,1.624,0.0902727,0.206711,-0.11643783003091812,0.294161,2.2604,0.297085,0.671538,0.393999,,7.90881,-0.0386154,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Angel Gomez","sa3068129",830051
"Ricardo Montero","LAD",0.0344,0.0636,0,7.75377,1,0,0,0,,1,5.203,1.1726,0.9073,0.86153,0.170556,1.1144,0.0316,0.0661,0.4901,4.4109,10.0296,0.439788,1.535,0.0941957,0.214184,-0.11998846381902695,0.29151,2.287,0.298064,0.673609,0.410011,,7.91366,-0.038667,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Ricardo Montero","sa3018370",805110
"Juan Sanchez","SFG",0.3709,0.4134,0,4.2837,8,0,0,0.6681,,8,35.305,7.8055,4.1179,3.80773,0.954667,3.7679,0.2142,0.3694,6.8965,7.75856,4.23889,1.83033,1.074,0.195341,0.106724,0.08861634135246277,0.250436,1.44668,0.293819,0.728299,0.428427,,4.51383,-0.0387878,0.00251374,999,,,,,,,32.10000000000001,4.012500000000001,33,4.125,,,,,,,,,,,,,,,,,,,"Juan Sanchez","sa3005444",678738
"Jheifer Ramirez",,0.0343,0.0637,0,7.77033,1,0,0,0,,1,5.219,1.1657,0.9094,0.86337,0.167667,1.1491,0.0317,0.0592,0.505,4.545,10.3419,0.439474,1.509,0.0967618,0.220176,-0.12341444939374924,0.290648,2.3148,0.298988,0.675651,0.413008,,7.9297,-0.0388382,-0.0470323,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Jheifer Ramirez","sa3023852",821649
"Carlos Lopez","CLE",0.0347,0.0632,0,7.6194,1,0,0,0,,1,5.241,1.1423,0.8915,0.8466,0.163222,1.1891,0.0318,0.0548,0.529,4.761,10.7019,0.444874,1.469,0.100935,0.226884,-0.12594925612211227,0.285782,2.3314,0.296252,0.684725,0.388998,,7.93073,-0.0388491,-0.0470323,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Carlos Lopez","sa3024453",815856
"Edward Cedano","ATL",0.0361,0.0618,0,7.67736,1,0,0,0,,1,5.192,1.1811,0.8998,0.85304,0.163444,1.1219,0.0315,0.052,0.513,4.617,10.0971,0.45726,1.471,0.0988059,0.216082,-0.11727656424045563,0.293945,2.303,0.304536,0.676509,0.428498,,7.75561,-0.0388712,-0.0456951,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Edward Cedano","sa3021792",808523
"Stevie Emanuels","ATH",0.3669,0.4175,0,4.84666,8,0,0,0.6366,,8,35.698,7.802,4.5987,4.30814,1.17156,4.3283,0.2166,0.3355,7.258,8.16525,4.86934,1.67687,1.318,0.203317,0.121248,0.0820690244436264,0.2514,1.51629,0.293322,0.717971,0.382531,,4.97334,-0.0388974,-0.0720822,999,,,,,,,32.10000000000001,4.012500000000001,33,4.125,10.09,7.34,5.83,4.79,3.99,3.32,2.73,2.17,1.58,6.08,5.74,5.51,5.31,5.14,4.97,4.8,4.6,4.34,"Stevie Emanuels","sa3014698",669434
"Alejandro De La Cruz","MIA",0.0343,0.0637,0,7.7868,1,0,0,0,,1,5.222,1.1663,0.9112,0.8652,0.168889,1.1519,0.0317,0.0565,0.5028,4.5252,10.3671,0.436496,1.52,0.0962849,0.220586,-0.12430104613304138,0.290587,2.3182,0.298455,0.675872,0.410999,,7.95029,-0.0390578,-0.0470323,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Alejandro De La Cruz","sa3023692",820965
"Kelvin Carmona",,0.0342,0.0638,0,7.80894,1,0,0,0,,1,5.208,1.1746,0.9133,0.86766,0.172444,1.1312,0.0316,0.0536,0.4883,4.3947,10.1808,0.431666,1.552,0.0937596,0.217204,-0.12344469130039215,0.291957,2.3058,0.298043,0.674537,0.406009,,7.95471,-0.0391049,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Kelvin Carmona","sa3022140",808556
"Gabriel De La Cruz","CHC",0.0342,0.0638,0,7.82046,1,0,0,0,,1,5.203,1.1631,0.9135,0.86894,0.178111,1.1244,0.0316,0.0562,0.5138,4.6242,10.1196,0.456955,1.603,0.0987507,0.216106,-0.1173553615808487,0.289156,2.2875,0.295749,0.674143,0.387999,,7.96478,-0.0392123,-0.0470323,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Gabriel De La Cruz","sa3024604",823840
"Jairo Iriarte","CHW",1.073,1.2801,0,4.50701,24,0,0,0.6091,,24,106.148,23.3774,12.939,12.0187,3.16267,11.7397,0.6375,1.4207,21.1025,7.91344,4.40239,1.79753,1.186,0.198803,0.110597,0.08820515125989914,0.251403,1.46321,0.29415,0.722664,0.431633,,4.73476,-0.0392188,-0.052107,999,,,,,,,87.90000000000002,3.662500000000001,88,3.6666666666666665,8.03,6.51,5.59,4.91,4.35,3.85,3.39,2.91,2.36,5.66,5.36,5.16,4.99,4.84,4.7,4.54,4.37,4.14,"Jairo Iriarte","26907",683568
"Nestor Cafe",,0.0342,0.0637,0,7.7922,1,0,0,0,,1,5.233,1.1556,0.9117,0.8658,0.168111,1.1771,0.0318,0.0538,0.5185,4.6665,10.5939,0.440489,1.513,0.0990827,0.224938,-0.12585514038801193,0.288748,2.3327,0.297841,0.677523,0.408999,,7.97628,-0.0393348,-0.0470323,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Nestor Cafe","sa3024592",822616
"Garrett Acton","COL",0.3449,0.4394,0,5.21914,8,0,0,0.6082,,8,35.383,8.2781,4.8966,4.63924,1.44,3.4608,0.2361,0.2928,7.4765,8.41106,3.8934,2.16034,1.62,0.211302,0.0978097,0.11349236220121384,0.261722,1.46736,0.301067,0.70373,0.329259,,5.01361,-0.0394023,-0.0155161,999,,,,,,,35.10000000000001,4.387500000000001,36,4.5,10.56,7.76,6.21,5.13,4.3,3.6,2.97,2.38,1.75,6.43,6.07,5.83,5.63,5.45,5.28,5.1,4.89,4.62,"Garrett Acton","27583",670183
"Casey Legumina","SEA",2.628,2.6664,0,4.02921,54,0,0,6.9721,,54,231.065,50.1039,26.0812,24.1753,7.032,21.1016,1.4194,2.3137,50.5245,8.42075,3.51693,2.39434,1.172,0.218659,0.0913232,0.1273360326886177,0.241291,1.31862,0.286968,0.735394,0.408021,,4.2576,-0.0396326,-0.0373579,999,,,,,,,244.5,4.527777777777778,240,4.444444444444445,6.48,5.52,4.91,4.45,4.06,3.7,3.35,2.99,2.54,5.1,4.81,4.61,4.45,4.3,4.16,4.01,3.85,3.63,"Casey Legumina","25921",668984
"Tommy Ventimiglia",,0.034,0.0639,0,7.87149,1,0,0,0,,1,5.222,1.1723,0.92,0.87461,0.174778,1.1386,0.0317,0.0595,0.4926,4.4334,10.2474,0.432637,1.573,0.0943317,0.218039,-0.12370739877223969,0.291334,2.3109,0.297189,0.673164,0.4,,8.01635,-0.0397618,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Tommy Ventimiglia","sa3019366",702269
"Jommy Hernandez","CHW",0.034,0.0639,0,7.89246,1,0,0,0,,1,5.195,1.1852,0.9215,0.87694,0.182556,1.0969,0.0315,0.0531,0.47,4.23,9.8721,0.42848,1.643,0.0904716,0.211145,-0.12067372351884842,0.293004,2.2821,0.295552,0.671396,0.388014,,8.01836,-0.0397832,-0.0470323,999,,,,,,,1.8000000000000003,1.8000000000000003,2,2,,,,,,,,,,,,,,,,,,,"Jommy Hernandez","sa3024532",816257
"Brahian Rijo",,0.034,0.0639,0,7.89192,1,0,0,0,,1,5.211,1.1689,0.9213,0.87688,0.180556,1.1286,0.0316,0.0543,0.5023,4.5207,10.1574,0.445065,1.625,0.0963923,0.21658,-0.12018806487321854,0.290186,2.2975,0.295448,0.67305,0.384999,,8.02646,-0.0398694,-0.0470323,999,,,,,,,3.8000000000000003,3.8000000000000003,4,4,,,,,,,,,,,,,,,,,,,"Brahian Rijo","sa3022051",814475
