"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","Ros","+/-"
"*02k19*","Oscar Mercado","PHI","OF","4815","FA","31","","0","0","-","0%","0%"
"*06me8*","Abel Mercedes","ATH","RP","4816","FA","23","","0","0","-","0%","0%"
"*06kzd*","Ernesto Mercedes","NYM","RP","4817","FA","22","","0","0","-","0%","0%"
"*062zi*","Jeffrey Mercedes","CLE","2B,3B","4818","FA","21","","0","0","-","0%","0%"
"*05yfj*","Juan Mercedes","SF","SP,RP","4819","FA","25","NYY Wed 8:05PM","0","0","-","1%","0%"
"*05itd*","Manuel Mercedes","SF","SP,RP","4820","FA","23","NYY Wed 8:05PM","0","0","-","1%","0%"
"*06u6f*","Miqueas Mercedes","MIL","SP","4821","FA","19","","0","0","-","1%","0%"
"*05ych*","Yasser Mercedes","MIN","OF","4822","FA","21","","0","0","-","8%","0%"
"*066dn*","Hayden Merda","NYY","RP","4823","FA","25","@SF Wed 8:05PM","0","0","-","0%","0%"
"*06awf*","Luis Merejo","CLE","1B,OF","4824","FA","19","","0","0","-","7%","0%"
"*0668h*","Nick Merkel","MIL","RP","4825","FA","27","","0","0","-","0%","0%"
"*06ytp*","Caden Merritt","ATL","OF","4826","FA","18","","0","0","-","0%","0%"
"*03deo*","Julian Merryweather","MIL","RP","4827","FA","34","","0","0","-","2%","0%"
"*06qt0*","David Mershon","LAA","2B,SS","4828","FA","22","","0","0","-","2%","0%"
"*06um0*","Miguel Mesa","BAL","RP","4830","FA","22","","0","0","-","0%","0%"
"*06qne*","Carson Messina","TOR","RP","4831","FA","19","","0","0","-","3%","0%"
"*06k7q*","Cole Messina","COL","C","4832","FA","22","","0","0","-","5%","0%"
"*04etz*","Skyler Messinger","COL","3B","4833","FA","27","","0","0","-","0%","0%"
"*05y71*","Zach Messinger","NYY","RP","4834","FA","26","@SF Wed 8:05PM","0","0","-","2%","0%"
"*06r4d*","Frankeli Mesta","PIT","3B","4835","FA","18","","0","0","-","0%","0%"
"*05xws*","Brian Metoyer","NYM","RP","4836","FA","29","","0","0","-","0%","0%"
"*072h1*","Sam Mettert","CHC","RP","4837","FA","22","","0","0","-","0%","0%"
"*06qvi*","Danery Meyer","SEA","RP","4838","FA","19","","0","0","-","0%","0%"
"*05yd8*","Chris Meyers","DET","1B,OF","4840","FA","26","","0","0","-","1%","0%"
"*06p7c*","Jose Meza","LAD","1B,OF","4841","FA","22","","0","0","-","0%","0%"
"*06ag7*","Kendal Meza","SEA","RP","4842","FA","20","","0","0","-","0%","0%"
"*05ygs*","Luis Meza","TOR","C","4843","FA","21","","0","0","-","1%","0%"
"*06v2b*","Moises Meza","COL","SP","4844","FA","20","","0","0","-","0%","0%"
"*06rih*","John Michael Faile","CIN","1B","4845","FA","25","","0","0","-","0%","0%"
"*066d4*","Trevin Michael","DET","RP","4846","FA","28","","0","0","-","0%","0%"
"*05un6*","Fredy Michel","MIN","SS","4847","FA","21","","0","0","-","0%","0%"
"*06pid*","Eddie Micheletti Jr.","TOR","OF","4848","FA","24","","0","0","-","2%","0%"
"*066cb*","Ryan Middendorf","MIL","RP","4849","FA","28","","0","0","-","0%","0%"
"*06tf9*","JB Middleton","COL","SP","4850","FA","22","","0","0","-","9%","0%"
"*06hst*","Daniel Mielcarek","LAD","UT","4851","FA","20","","0","0","-","0%","0%"
"*06ux2*","Frank Mieses","CHW","OF","4852","FA","17","","0","0","-","0%","0%"
"*04b10*","Luis Mieses","TEX","OF","4853","FA","25","","0","0","-","1%","0%"
"*070dk*","Starlin Mieses","BAL","OF","4854","FA","17","","0","0","-","1%","0%"
"*06uya*","Jose Miguel Rodriguez","NYY","SP","4855","FA","22","@SF Wed 8:05PM","0","0","-","0%","0%"
"*06c3p*","Yaikel Mijares","CLE","2B,3B","4856","FA","20","","0","0","-","0%","0%"
"*06qx7*","Jordan Mikel","CHW","RP","4857","FA","26","","0","0","-","0%","0%"
"*05jrt*","Matt Mikulski","MIN","RP","4858","FA","26","","0","0","-","2%","0%"
"*06qzg*","Abrahan Milan","CLE","RP","4859","FA","20","","0","0","-","0%","0%"
"*062z7*","Karson Milbrandt","MIA","SP","4860","FA","21","","0","0","-","16%","+1%"
"*064no*","Spencer Miles","TOR","SP","4861","FA","25","","0","0","-","2%","0%"
"*06rme*","Anthony Millan","HOU","OF","4862","FA","17","","0","0","-","1%","0%"
"*06z7r*","Cameron Millar","KC","SP","4863","FA","18","","0","0","-","4%","0%"
"*06yn2*","Cody Miller","ATL","SS","4864","FA","21","","0","0","-","5%","0%"
"*06ekl*","Cole Miller","ATH","SP","4865","FA","20","","0","0","-","4%","0%"
"*05175*","Darrien Miller","MIL","C","4866","FA","24","","0","0","-","0%","0%"
"*06nud*","Gage Miller","MIA","2B,3B","4867","FA","22","","0","0","-","4%","0%"
"*05yc3*","Jacob Miller","MIA","SP","4868","FA","22","","0","0","-","5%","0%"
"*05y4n*","Jake Miller","CLE","RP","4869","FA","25","","0","0","-","1%","0%"
"*066ch*","Jake Miller","DET","SP,RP","4870","FA","24","","0","0","-","5%","0%"
"*066mv*","Janero Miller","MIA","RP","4871","FA","20","","0","0","-","2%","0%"
"*066bu*","Joe Miller","DET","SP","4872","FA","25","","0","0","-","0%","0%"
"*06hw9*","Mason Miller","KC","SP,RP","4873","FA","23","","0","0","-","2%","0%"
"*05ua6*","Noah Miller","LAD","SS","4874","FA","23","","0","0","-","5%","0%"
"*04ppl*","Owen Miller","COL","2B","4875","FA","29","","0","0","-","1%","0%"
"*06lte*","Ryan Miller","COL","RP","4876","FA","29","","0","0","-","0%","0%"
"*06h22*","Simon Miller","CIN","RP","4877","FA","25","","0","0","-","0%","0%"
"*05y7p*","Tyler Miller","BOS","1B","4878","FA","26","","0","0","-","0%","0%"
"*041rc*","Tyson Miller","CHW","RP","4879","FA","30","","0","0","-","3%","0%"
"*06qpg*","Lyle Miller-Green","CHW","1B","4880","FA","25","","0","0","-","0%","0%"
"*072cn*","Rylan Mills","MIL","C","4881","FA","19","","0","0","-","0%","0%"
"*0420t*","Wyatt Mills","LAD","RP","4882","FA","31","","0","0","-","1%","0%"
"*05xoe*","Zane Mills","CHC","RP","4883","FA","25","","0","0","-","1%","0%"
"*064wi*","Brennan Milone","ATH","1B","4884","FA","24","","0","0","-","4%","0%"
"*05tzf*","Camden Minacci","LAA","RP","4885","FA","24","","0","0","-","2%","0%"
"*06oof*","Ryan Minckler","WSH","RP","4886","FA","23","","0","0","-","0%","0%"
"*051he*","Matt Minnick","NYY","SP,RP","4887","FA","29","@SF Wed 8:05PM","0","0","-","0%","0%"
"*06sus*","Maykel Minoso","TOR","C","4888","FA","20","","0","0","-","0%","0%"
"*06fz9*","Hayden Minton","DET","SP","4889","FA","24","","0","0","-","1%","0%"
"*06ya1*","Adolfo Miranda","NYM","OF","4890","FA","19","","0","0","-","1%","0%"
"*06ici*","Nestor Miranda","DET","UT","4891","FA","19","","0","0","-","3%","0%"
"*03db3*","Daniel Missaki","TEX","SP,RP","4892","FA","29","","0","0","-","0%","0%"
"*05y3q*","Blake Mitchell","KC","C","4893","FA","21","","0","0","-","40%","0%"
"*06zlj*","Jase Mitchell","HOU","C","4894","FA","19","","0","0","-","2%","0%"
"*06o0c*","Nick Mitchell","CLE","OF","4895","FA","22","","0","0","-","2%","0%"
"*06zf5*","Robert Mitchell","LAA","SP","4896","FA","20","","0","0","-","1%","0%"
"*06y9v*","Ryan Mitchell","STL","SS","4897","FA","19","","0","0","-","17%","+1%"
"*05yag*","Tucker Mitchell","TEX","C","4898","FA","24","","0","0","-","0%","0%"
"*070dt*","Xavier Mitchell","LAA","SP","4899","FA","19","","0","0","-","2%","0%"
"*0701p*","Justin Mitrovich","MIN","SP","4900","FA","22","","0","0","-","1%","0%"
"*06zbb*","Matt Miura","STL","OF","4901","FA","22","","0","0","-","1%","0%"
"*041yu*","Dalton Moats","TB","SP,RP","4902","FA","30","","0","0","-","0%","0%"
"*05uc1*","Chase Mobley","CLE","SP","4903","FA","19","","0","0","-","7%","+1%"
"*06bsh*","Javier Mogollon","CHW","2B","4904","FA","20","","0","0","-","7%","+1%"
"*06uxz*","Augie Mojica","ARI","RP","4905","FA","21","","0","0","-","0%","0%"
"*066mm*","Raymond Mola","PIT","1B","4906","FA","20","","0","0","-","2%","0%"
"*060gi*","Leosdany Molina","HOU","SS","4907","FA","26","","0","0","-","0%","0%"
"*06gx3*","Mason Molina","STL","SP","4908","FA","22","","0","0","-","3%","0%"
"*06sc1*","Miguel Molina","DET","SP","4909","FA","18","","0","0","-","0%","0%"
"*05u9s*","Ian Moller","TEX","C","4910","FA","23","","0","0","-","2%","0%"
"*06qnr*","Tommy Molsky","KC","RP","4911","FA","22","","0","0","-","0%","0%"
"*06kvj*","Yaki Mondesir","BAL","SP","4912","FA","19","","0","0","-","0%","0%"
"*041xq*","Nate Mondou","SD","1B,2B","4913","FA","30","","0","0","-","0%","0%"
"*06c28*","Yordanny Monegro","BOS","SP","4914","FA","23","","0","0","-","17%","0%"
"*05zyc*","Blake Money","BAL","SP,RP","4915","FA","24","","0","0","-","2%","0%"
"*072hk*","Ricki Moneys","MIL","SS","4916","FA","17","","0","0","-","6%","0%"
"*06gjh*","Sam Mongelli","LAD","2B","4917","FA","24","","0","0","-","1%","0%"
"*06yq7*","Nick Monistere","HOU","SS","4918","FA","22","","0","0","-","2%","0%"
"*05yo2*","Caden Monke","KC","RP","4919","FA","26","","0","0","-","0%","0%"
"*06426*","Jose Monserrate","MIA","OF","4920","FA","21","","0","0","-","0%","0%"
"*06qa4*","Juan Monso","CHC","2B","4921","FA","19","","0","0","-","0%","0%"
"*05yob*","Joseph Montalvo","DET","SP","4922","FA","23","","0","0","-","3%","0%"
"*06v3w*","Omar Montano","MIN","SP","4923","FA","19","","0","0","-","0%","0%"
"*06uod*","Angel Montero","NYM","SP","4924","FA","17","","0","0","-","0%","0%"
"*06sbm*","Daonil Montero","ARI","3B","4925","FA","18","","0","0","-","0%","0%"
"*06icg*","Edgar Montero","ATH","SS","4926","FA","19","","0","0","-","16%","0%"
"*06kxr*","Estivenzon Montero","NYY","OF","4927","FA","19","@SF Wed 8:05PM","0","0","-","0%","0%"
"*06uq3*","Euri Montero","WSH","RP","4928","FA","23","","0","0","-","0%","0%"
"*05re8*","Fidel Montero","CHW","RP","4929","FA","21","","0","0","-","1%","0%"
"*06kv3*","Frederi Montero","MIL","1B,3B","4930","FA","19","","0","0","-","1%","0%"
"*05r5l*","Hans Montero","NYY","1B,2B","4931","FA","22","@SF Wed 8:05PM","0","0","-","2%","0%"
"*0689l*","Jose Montero","CIN","SP","4932","FA","22","","0","0","-","1%","0%"
"*05r5m*","Juan Montero","BOS","C","4933","FA","23","","0","0","-","0%","0%"
"*06sul*","Neurelin Montero","TEX","C","4934","FA","19","","0","0","-","0%","0%"
"*06y2w*","Pedro Montero","MIA","SP","4935","FA","18","","0","0","-","1%","0%"
"*06bkw*","Ricardo Montero","LAD","RP","4936","FA","21","","0","0","-","0%","0%"
"*0637m*","Willy Montero","NYY","OF","4937","FA","21","@SF Wed 8:05PM","0","0","-","1%","0%"
"*06aq9*","Carlos Monteverde","ATL","1B","4939","FA","20","","0","0","-","1%","0%"
"*05yer*","Patrick Monteverde","MIA","RP","4940","FA","28","","0","0","-","3%","0%"
"*05ray*","Benny Montgomery","COL","OF","4941","FA","23","","0","0","-","16%","+1%"
"*05gws*","Carson Montgomery","SD","SP","4942","FA","23","","0","0","-","1%","0%"
"*06onq*","Nick Montgomery","ATL","C","4943","FA","20","","0","0","-","3%","0%"
"*06z0v*","Tayler Montiel","ARI","RP","4944","FA","23","","0","0","-","0%","0%"
"*064og*","Franyerber Montilla","DET","2B,SS","4945","FA","20","","0","0","-","7%","+1%"
"*06z63*","Jose Montilla","KC","C","4946","FA","18","","0","0","-","0%","0%"
"*06cmz*","Jose Monzon","TB","3B","4947","FA","20","","0","0","-","1%","0%"
"*072en*","McLane Moody","PIT","SP","4948","FA","19","","0","0","-","2%","0%"
"*06hsd*","Bernard Moon","CIN","2B","4949","FA","20","","0","0","-","1%","0%"
"*0728p*","Seojun Moon","TOR","SP","4950","FA","18","","0","0","-","5%","0%"
"*05rci*","Alex Mooney","CLE","2B,3B,SS","4951","FA","23","","0","0","-","2%","0%"
"*0603o*","Andrew Moore","SD","RP","4952","FA","26","","0","0","-","2%","0%"
"*06zba*","Ben Moore","WSH","RP","4953","FA","21","","0","0","-","1%","0%"
"*06qhy*","Brock Moore","SEA","RP","4954","FA","25","","0","0","-","2%","0%"
"*066dk*","Brody Moore","STL","2B,SS","4955","FA","25","","0","0","-","0%","0%"
"*066ai*","Cole Moore","PHI","1B","4956","FA","26","","0","0","-","0%","0%"
"*05tzb*","Grayson Moore","CHC","RP","4957","FA","24","","0","0","-","0%","0%"
"*05y7u*","Malcolm Moore","TEX","C","4958","FA","22","","0","0","-","11%","+1%"
"*06qrg*","Mason Moore","CHW","SP","4959","FA","24","","0","0","-","0%","0%"
"*05raq*","Robert Moore","PHI","2B,3B","4960","FA","23","","0","0","-","3%","0%"
"*06ih5*","Wesley Moore","PHI","RP","4961","FA","26","","0","0","-","0%","0%"
"*066o4*","Javier Mora","CHW","2B","4962","FA","22","","0","0","-","0%","0%"
"*0630l*","Nick Morabito","NYM","OF","4963","FA","22","","0","0","-","9%","0%"
"*05yhp*","Accimias Morales","LAD","RP","4964","FA","21","","0","0","-","2%","0%"
"*06how*","Coby Morales","NYY","1B","4965","FA","24","@SF Wed 8:05PM","0","0","-","0%","0%"
"*06rk1*","Jesus Morales","KC","C","4967","FA","18","","0","0","-","0%","0%"
"*04evu*","Karlos Morales","MIL","SP,RP","4968","FA","26","","0","0","-","0%","0%"
"*05uwp*","Michael Morales","SEA","SP","4969","FA","23","","0","0","-","6%","0%"
"*06v2d*","Moises Morales","TEX","RP","4970","FA","21","","0","0","-","0%","0%"
"*05js4*","Yohandy Morales","WSH","1B,3B","4971","FA","24","","0","0","-","18%","+1%"
"*06c7c*","Jefferson Moran","STL","SP","4972","FA","21","","0","0","-","0%","0%"
"*070eh*","Tyson Moran","KC","SS","4973","FA","20","","0","0","-","0%","0%"
"*06aq2*","Francisco Morao","BAL","SP","4974","FA","20","","0","0","-","0%","0%"
"*06v24*","Jhonny Morao","CHW","RP","4975","FA","18","","0","0","-","0%","0%"
"*06hwo*","Zane Morehouse","CLE","RP","4976","FA","26","","0","0","-","0%","0%"
"*06uwj*","Luis Morejon","COL","OF","4977","FA","17","","0","0","-","1%","0%"
"*06vy5*","Albert Morel","LAA","SP","4978","FA","18","","0","0","-","0%","0%"
"*06dq5*","Braylin Morel","TEX","OF","4979","FA","20","","0","0","-","8%","+1%"
"*06r9r*","Darell Morel","PIT","SS","4980","FA","18","","0","0","-","4%","0%"
"*0510b*","Rafael Morel","CHC","OF","4981","FA","24","","0","0","-","2%","0%"
"*06muv*","Luis Morellis","CIN","SP","4982","FA","21","","0","0","-","0%","0%"
"*06z49*","Estevan Moreno","SEA","SS","4983","FA","22","","0","0","-","0%","0%"
"*03ppb*","Gerson Moreno","STL","RP","4984","FA","30","","0","0","-","0%","0%"
"*06v2p*","Johan Moreno","SD","RP","4985","FA","22","","0","0","-","0%","0%"
"*05jqn*","Koen Moreno","CHC","RP","4986","FA","24","","0","0","-","1%","0%"
"*06miq*","Edgar Moreta","NYM","SP","4987","FA","22","","0","0","-","0%","0%"
"*06akv*","Keeler Morfe","BAL","SP","4988","FA","19","","0","0","-","6%","+1%"
"*070br*","Barrett Morgan","BOS","SP","4989","FA","20","","0","0","-","1%","0%"
"*061bp*","Blake Morgan","TB","SP","4990","FA","22","","0","0","-","0%","0%"
"*06kki*","Marcus Morgan","PHI","SP,RP","4991","FA","23","","0","0","-","1%","0%"
"*06hwn*","Tyler Morgan","SD","RP","4992","FA","25","","0","0","-","0%","0%"
"*0657p*","Zach Morgan","SF","C","4993","FA","25","NYY Wed 8:05PM","0","0","-","0%","0%"
"*06ooz*","Alfred Morillo","ARI","RP","4995","FA","24","","0","0","-","0%","0%"
"*06kvc*","Estivel Morillo","CLE","OF","4996","FA","18","","0","0","-","0%","0%"
"*06mmt*","Jirvin Morillo","CIN","C","4997","FA","19","","0","0","-","2%","0%"
"*072cm*","Reed Moring","MIN","SP","4998","FA","21","","0","0","-","0%","0%"
"*05uav*","Cody Morissette","MIA","2B","4999","FA","26","","0","0","-","2%","0%"
"*06328*","PJ Morlando","MIA","OF","5000","FA","20","","0","0","-","21%","0%"
"*06yyl*","Jack Moroknek","WSH","OF","5001","FA","22","","0","0","-","0%","0%"
"*06qqo*","Andrew Morones","KC","RP","5002","FA","25","","0","0","-","0%","0%"
"*066au*","Hueston Morrill","NYY","RP","5003","FA","26","@SF Wed 8:05PM","0","0","-","0%","0%"
"*06dqg*","Kade Morris","ATH","SP","5005","FA","23","","0","0","-","4%","0%"
"*06yof*","Mason Morris","CIN","SP","5006","FA","22","","0","0","-","6%","0%"
"*06uxi*","Zack Morris","COL","RP","5007","FA","24","","0","0","-","0%","0%"
"*06y4i*","Jacob Morrison","MIL","SP","5008","FA","22","","0","0","-","6%","0%"
"*072hs*","MT Morrissey","PHI","RP","5009","FA","24","","0","0","-","0%","0%"
"*066o7*","Felix Morrobel","LAA","2B","5010","FA","20","","0","0","-","3%","0%"
"*05rb7*","Yeison Morrobel","TEX","OF","5011","FA","22","","0","0","-","4%","0%"
"*06qnb*","Cody Morse","LAD","RP","5012","FA","22","","0","0","-","0%","0%"
"*067zi*","Elias Moscoso","BAL","RP","5013","FA","20","","0","0","-","0%","0%"
"*05xxo*","Oddanier Mosqueda","PIT","RP","5014","FA","26","","0","0","-","0%","0%"
"*05w80*","Diego Mosquera","NYM","OF","5015","FA","21","","0","0","-","1%","0%"
"*06kv9*","Eiver Mosquera","MIA","SP","5016","FA","19","","0","0","-","1%","0%"
"*06pk8*","Callan Moss","PIT","1B","5017","FA","22","","0","0","-","5%","+1%"
"*05y9c*","Dean Moss","TB","OF","5018","FA","19","","0","0","-","8%","0%"
"*06gjn*","Jack Moss","CIN","1B","5019","FA","24","","0","0","-","1%","0%"
"*04zia*","Gabe Mosser","SEA","SP","5020","FA","29","","0","0","-","0%","0%"
"*06rtk*","Alberto Mota","TEX","RP","5021","FA","22","","0","0","-","0%","0%"
"*06rtj*","Eliseo Mota","DET","RP","5022","FA","23","","0","0","-","0%","0%"
"*064wd*","Jorgelys Mota","WSH","3B","5023","FA","20","","0","0","-","1%","0%"
"*06qy2*","Jeyson Moya","SF","3B","5024","FA","19","NYY Wed 8:05PM","0","0","-","0%","0%"
"*06qzt*","Jonathan Moya","DET","OF","5025","FA","19","","0","0","-","0%","0%"
"*06hf5*","Josh Moylan","NYY","1B,3B","5026","FA","23","@SF Wed 8:05PM","0","0","-","0%","0%"
"*05tcb*","Frank Mozzicato","KC","SP","5027","FA","22","","0","0","-","17%","+1%"
"*05y3m*","Zander Mueth","PIT","SP","5028","FA","20","","0","0","-","10%","+1%"
"*06rkt*","Armstrong Muhoozi","PIT","OF","5029","FA","18","","0","0","-","1%","0%"
"*06k7v*","Cesar Mujica","PHI","C","5030","FA","18","","0","0","-","0%","0%"
"*05ubs*","Nazier Mule","CHC","SP","5031","FA","21","","0","0","-","6%","0%"
"*05uc2*","Hayden Mullins","BOS","SP","5032","FA","25","","0","0","-","7%","0%"
"*04pkx*","Ismael Munguia","TOR","OF","5033","FA","27","","0","0","-","1%","0%"
"*06zac*","Izeah Muniz","COL","RP","5034","FA","22","","0","0","-","0%","0%"
"*06yta*","Albert Munoz","CHW","RP","5035","FA","17","","0","0","-","0%","0%"
"*072ev*","Derek Munoz","CLE","SP","5036","FA","18","","0","0","-","0%","0%"
"*0637l*","Jean Munoz","SEA","RP","5037","FA","23","","0","0","-","1%","0%"
"*0637f*","Maikol Munoz","SD","SS","5038","FA","22","","0","0","-","0%","0%"
"*072oy*","Ronny Munoz","MIA","SS","5062","FA","17","","0","0","-","1%","0%"
"*05y7h*","Samuel Munoz","LAD","OF","5039","FA","21","","0","0","-","6%","0%"
"*072yg*","Yadier Munoz","CHC","SS","5040","FA","17","","0","0","-","0%","-"
"*05rgo*","Yeuni Munoz","TOR","OF","5041","FA","22","","0","0","-","2%","0%"
"*06yy8*","Jake Munroe","LAA","3B","5042","FA","22","","0","0","-","2%","0%"
"*05yej*","Kristin Munroe","LAA","3B","5043","FA","21","","0","0","-","0%","0%"
"*06hn4*","Aaron Munson","TOR","RP","5044","FA","23","","0","0","-","0%","0%"
"*0515a*","Noah Murdock","PIT","RP","5045","FA","27","","0","0","-","3%","0%"
"*063dp*","Juan Murillo","SD","OF","5046","FA","23","","0","0","-","0%","0%"
"*06hv6*","Chandler Murphy","TB","SP,RP","5047","FA","25","","0","0","-","1%","0%"
"*05ydj*","Hayden Murphy","ARI","RP","5048","FA","22","","0","0","-","0%","0%"
"*066a7*","Kai Murphy","SD","OF","5049","FA","25","","0","0","-","0%","0%"
"*05wbc*","Luke Murphy","LAA","RP","5050","FA","26","","0","0","-","1%","0%"
"*031au*","Patrick Murphy","TEX","RP","5052","FA","30","","0","0","-","1%","0%"
"*05mrt*","Ryan Murphy","STL","RP","5053","FA","26","","0","0","-","3%","0%"
"*066l9*","Shane Murphy","CHW","SP","5054","FA","25","","0","0","-","3%","+1%"
"*05xpz*","Austin Murr","PHI","OF","5055","FA","27","","0","0","-","0%","0%"
"*05y6v*","BJ Murray Jr.","CHC","1B,3B","5056","FA","26","","0","0","-","3%","0%"
"*05uc5*","Ethan Murray","MIL","2B,3B,SS","5057","FA","25","","0","0","-","1%","0%"
"*06ul2*","Zach Murray","CIN","SP","5058","FA","24","","0","0","-","0%","0%"
"*06cq3*","Andruw Musett","BOS","C","5059","FA","20","","0","0","-","1%","0%"
"*06fql*","Tucker Musgrove","SD","SP","5060","FA","23","","0","0","-","4%","0%"
"*04ei3*","Parker Mushinski","COL","RP","5061","FA","30","","0","0","-","1%","0%"
"*06yw8*","Carson Myers","TOR","RP","5063","FA","22","","0","0","-","0%","0%"
"*06qi8*","Kole Myers","LAD","OF","5064","FA","25","","0","0","-","1%","0%"
"*066qu*","Mitch Myers","ATH","RP","5065","FA","27","","0","0","-","0%","0%"
"*06o0o*","Noah Myers","TB","OF","5066","FA","26","","0","0","-","0%","0%"
"*066r5*","Tyler Myrick","SF","RP","5067","FA","27","NYY Wed 8:05PM","0","0","-","0%","0%"
"*06ds8*","Demetrio Nadal","MIL","OF","5068","FA","21","","0","0","-","1%","0%"
"*06qe3*","Raisei Nakamura","MIA","RP","5069","FA","22","","0","0","-","0%","0%"
"*06fr1*","Nate Nankil","ATH","OF","5070","FA","23","","0","0","-","2%","0%"
"*02j2u*","Tyler Naquin","CLE","RP","5071","FA","34","","0","0","-","0%","0%"
"*0512x*","Joe Naranjo","WSH","1B","5072","FA","24","","0","0","-","1%","0%"
"*06rrh*","Brayan Narvaez","SF","SP","5073","FA","21","NYY Wed 8:05PM","0","0","-","0%","0%"
"*043f8*","Omar Narvaez","TEX","C","5074","FA","33","","0","0","-","0%","0%"
"*05wbp*","Nick Nastrini","LAD","SP,RP","5075","FA","25","","0","0","-","7%","0%"
"*066dd*","Samy Natera Jr.","LAA","RP","5076","FA","26","","0","0","-","4%","0%"
"*04ejl*","Packy Naughton","STL","SP,RP","5077","FA","29","","0","0","-","1%","0%"
"*060ve*","Tim Naughton","DET","RP","5078","FA","30","","0","0","-","0%","0%"
"*051wm*","Andrick Nava","MIL","C","5079","FA","24","","0","0","-","0%","0%"
"*06mq3*","Reinold Navarro","PIT","SP","5080","FA","19","","0","0","-","3%","0%"
