Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Peter Burns","LAA",37,118,104,19,16,2,0,1,10,12,11,0,26,3,0,0,3,1,1,0.182692,0.0932203,0.220339,0.423077,0.279661,0.230769,0.240958,0.51043,0.0480769,2.64107,0.233766,,-0.407568,7.03535,-6.90726,49.3525,-0.407568,-0.6,-7.451452791690826,1.5678423643112183,-0.186438,999,,,,,,,58.7,1.586486486,58.7,1.586486486,,,,,,,,,,,,,,,,,,,"Peter Burns","sa3022424",686196
"Nick Podkul",,61,233,203,38,27,5,1,5,23,23,25,0,79,5,0,0,4,1,0,0.187192,0.107296,0.339056,0.316456,0.291846,0.295566,0.269334,0.587412,0.108374,3.97117,0.277311,,-0.176295,19.2598,-8.27092,69.8206,-0.176295,2.9,-8.464087650179863,-1.3805699348449707,-0.186738,999,,,,,,,168.9,2.768852459,168.9,2.768852459,,,,,,,,,,,,,,,,,,,"Nick Podkul","sa3006720",674951
"Cameron Barstad","CLE",71,274,249,49,32,12,0,5,21,29,17,0,110,6,2,0,5,1,0,0.196787,0.0620438,0.40146,0.154545,0.262774,0.305221,0.253781,0.567995,0.108434,2.34822,0.323529,,-0.163092,19.189,-13.1862,60.5487,-0.163092,-3.4,-12.903543904423714,1.633803367614746,-0.188164,999,,,,,,,178.1,2.508450704,178.1,2.508450704,,,,,,,,,,,,,,,,,,,"Cameron Barstad","sa3011350",677319
"Kemp Alderman","MIA",128,526,489,121,83,19,4,15,58,65,28,0,138,5,4,0,11,12,7,0.247444,0.0532319,0.262357,0.202899,0.292776,0.394683,0.298285,0.687459,0.147239,5.26829,0.311765,,-1.23242,55.8433,-6.30765,88.5791,-1.23242,-5.2,-8.352426767349243,-10.998059749603271,-0.189313,999,,,,,,,509.7,3.98203125,509.7,3.98203125,,,,,,,,,,,,,,,,,,,"Kemp Alderman","sa3022562",694580
"Wilmer Flores",,110,407,364,84,57,15,0,12,39,51,33,0,72,6,4,0,10,0,0,0.230769,0.0810811,0.176904,0.458333,0.302211,0.370879,0.296505,0.67309,0.14011,1.125,0.253521,,-0.633761,42.6213,-5.46884,91.0941,-0.633761,0,-4.929790794849396,-10.468107223510742,-0.189985,999,,,,,,,379.7,3.451818181,379.7,3.451818181,,,,,,,,,,,,,,,,,,,"Wilmer Flores","5827",527038
"Jorge Burgos","TOR",101,410,374,75,43,15,2,15,41,57,29,0,119,4,3,0,6,1,1,0.200535,0.0707317,0.290244,0.243697,0.263415,0.371658,0.276572,0.635072,0.171123,3.29424,0.246914,,-0.711245,36.3001,-12.1446,75.6675,-0.711245,4,-12.469520568847656,-3.5323338508605957,-0.193403,999,,,,,,,340,3.366336633,340,3.366336633,,,,,,,,,,,,,,,,,,,"Jorge Burgos","sa3008929",684222
"Corey Rosier","BOS",105,391,349,77,56,15,2,4,44,35,34,0,87,4,2,2,3,15,5,0.22063,0.0869565,0.222506,0.390805,0.29563,0.309456,0.272267,0.605085,0.0888252,5.84655,0.280769,,0.331856,33.2513,-12.9484,67.9023,0.331856,3.4,-14.460028380155563,-0.9099645614624023,-0.195663,999,,,,,,,303.2,2.887619047,303.2,2.887619047,,,,,,,,,,,,,,,,,,,"Corey Rosier","sa3016961",681468
"Quincy Hamilton",,88,367,326,64,40,13,2,9,38,37,34,0,104,4,2,1,5,6,3,0.196319,0.0926431,0.283379,0.326923,0.278689,0.331288,0.271794,0.609977,0.134969,4.85658,0.255814,,-0.543483,31.0693,-12.2946,72.3477,-0.543483,2,-12.504534482955933,-2.045414447784424,-0.196277,999,,,,,,,283.1,3.217045454,283.1,3.217045454,,,,,,,,,,,,,,,,,,,"Quincy Hamilton","sa3017215",680810
"Fenwick Trimble","MIA",81,344,306,66,46,14,2,4,29,34,29,0,76,6,1,2,2,15,5,0.215686,0.0843023,0.22093,0.381579,0.295322,0.313726,0.274336,0.609047,0.0980392,5.66771,0.273128,,0.417678,29.8323,-10.814,72.1733,0.417678,-3.7,-10.927587568759918,-2.4360376596450806,-0.196303,999,,,,,,,272.7,3.366666666,272.7,3.366666666,,,,,,,,,,,,,,,,,,,"Fenwick Trimble","sa3025202",814458
"Addison Kopack",,35,117,104,20,13,4,2,1,12,9,10,0,48,1,1,1,5,0,2,0.192308,0.0854701,0.410256,0.208333,0.267241,0.298077,0.25278,0.565318,0.105769,5.29885,0.339286,,-0.977475,8.09874,-5.72571,62.4862,-0.977475,-1.8,-6.179486870765686,0.349470853805542,-0.19822,999,,,,,,,67.8,1.937142857,67.8,1.937142857,,,,,,,,,,,,,,,,,,,"Addison Kopack","sa3023052",688551
"Maui Ahuna","SFG",61,265,239,48,30,14,1,3,35,27,19,0,91,5,1,1,1,6,1,0.200837,0.0716981,0.343396,0.208791,0.272727,0.305439,0.259263,0.578167,0.104603,6.4791,0.308219,,0.433992,19.7381,-11.5737,65.5819,0.433992,-3.3,-10.37603485584259,-0.3789241313934326,-0.198317,999,,,,,,,184.9,3.03114754,184.9,3.03114754,,,,,,,,,,,,,,,,,,,"Maui Ahuna","sa3023373",694757
"Alex Binelas","PHI",89,359,323,67,43,12,2,10,39,39,32,1,125,2,2,0,5,5,1,0.20743,0.0891365,0.348189,0.256,0.281337,0.349845,0.277626,0.631182,0.142415,5.25637,0.3,,0.0887554,32.092,-10.3266,74.1575,0.0887554,3.6,-10.906939677894115,-2.99538516998291,-0.200359,999,,,,,,,301.1,3.383146067,301.1,3.383146067,,,,,,,,,,,,,,,,,,,"Alex Binelas","sa3017044",681323
"Eric Yang",,40,126,113,22,17,4,0,1,8,10,10,0,41,3,0,0,3,0,0,0.19469,0.0793651,0.325397,0.243902,0.277778,0.256637,0.247046,0.534415,0.0619469,0.929147,0.295775,,-0.19805,8.13511,-6.75276,49.9393,-0.19805,-0.8,-7.673921316862106,1.5148147940635681,-0.201254,999,,,,,,,70.2,1.755,70.2,1.755,,,,,,,,,,,,,,,,,,,"Eric Yang","27698",687066
"Echedry Vargas","MIA",92,374,353,75,50,15,2,8,44,40,13,0,104,5,1,2,5,7,3,0.212465,0.0347594,0.278075,0.125,0.25,0.334278,0.25529,0.584278,0.121813,5.94811,0.276859,,-0.277466,26.6505,-17.5405,59.126,-0.277466,2.6,-18.39559170603752,3.9741915464401245,-0.202408,999,,,,,,,256,2.782608695,256,2.782608695,,,,,,,,,,,,,,,,,,,"Echedry Vargas","sa3018565",800448
"Colin Tuft","BAL",74,271,237,44,31,8,2,3,27,24,25,0,88,7,0,2,3,10,5,0.185654,0.0922509,0.324723,0.284091,0.282528,0.274262,0.256485,0.556789,0.0886076,6.37221,0.280822,,-0.463492,19.5738,-12.447,62.6709,-0.463492,-3.9,-12.386603981256485,1.0786890983581543,-0.202634,999,,,,,,,173.2,2.34054054,173.2,2.34054054,,,,,,,,,,,,,,,,,,,"Colin Tuft","sa3025406",702239
"Bryan De La Cruz","PHI",132,506,470,112,75,20,0,17,49,64,30,0,144,2,4,0,12,5,1,0.238298,0.0592885,0.284585,0.208333,0.284585,0.389362,0.292577,0.673947,0.151064,2.99171,0.303514,,-0.115896,51.3748,-8.41304,84.3991,-0.115896,-3.8,-9.472013719379902,-9.377601385116577,-0.206147,999,,,,,,,477.7,3.618939393,477.7,3.618939393,,,,,,,,,,,,,,,,,,,"Bryan De La Cruz","19600",650559
"Nick Lorusso","NYM",110,436,399,85,56,23,0,6,39,41,29,0,121,3,5,0,11,5,2,0.213033,0.0665138,0.277523,0.239669,0.268349,0.315789,0.258379,0.584138,0.102757,3.27984,0.285199,,-0.399982,32.1619,-19.3548,65.8841,-0.399982,-0.1,-18.029378414154053,1.5019988045096397,-0.20683,999,,,,,,,300,2.727272727,300,2.727272727,,,,,,,,,,,,,,,,,,,"Nick Lorusso","sa3022810",700681
"Caden Kendle","MIN",97,367,335,72,46,18,2,6,42,39,21,0,83,8,3,0,7,7,3,0.214925,0.0572207,0.226158,0.253012,0.275204,0.334328,0.269259,0.609533,0.119403,5.6841,0.26506,,-0.323678,30.314,-13.0499,69.2683,-0.323678,3,-13.616764515638351,-1.0454144477844238,-0.207759,999,,,,,,,280.1,2.887628865,280.1,2.887628865,,,,,,,,,,,,,,,,,,,"Caden Kendle","sa3025262",814522
"Jose Miranda","SDP",108,421,387,84,58,17,1,8,35,42,25,0,77,6,3,0,14,2,1,0.217054,0.0593824,0.182898,0.324675,0.273159,0.328165,0.265954,0.601324,0.111111,2.81905,0.24918,,-0.597066,33.6448,-16.0996,71.511,-0.597066,-2.8,-14.812287747859955,-1.2531157732009888,-0.210624,999,,,,,,,307.6,2.848148148,307.6,2.848148148,,,,,,,,,,,,,,,,,,,"Jose Miranda","20538",669304
"Keshawn Ogans","ATL",98,363,328,72,56,13,1,2,29,30,24,0,73,8,2,1,9,5,5,0.219512,0.0661157,0.201102,0.328767,0.287293,0.283537,0.258903,0.570829,0.0640244,3.57665,0.27451,,-1.62853,26.9316,-15.9597,62.4713,-1.62853,2.3,-17.774505257606506,3.633774161338806,-0.211135,999,,,,,,,228.9,2.335714285,228.9,2.335714285,,,,,,,,,,,,,,,,,,,"Keshawn Ogans","sa3019893",687248
"Rio Foster","LAA",94,375,332,71,45,17,2,7,39,43,33,0,118,9,1,0,7,5,2,0.213855,0.088,0.314667,0.279661,0.301333,0.340361,0.28731,0.641695,0.126506,4.77874,0.307692,,-0.39338,36.4708,-7.83838,81.283,-0.39338,-2.2,-8.665962368249893,-6.333597898483276,-0.214106,999,,,,,,,322,3.425531914,322,3.425531914,,,,,,,,,,,,,,,,,,,"Rio Foster","sa3022491",815306
"Nate Mondou",,114,479,418,95,70,18,3,4,44,45,46,1,99,7,4,4,7,4,3,0.227273,0.0960334,0.206681,0.464646,0.311579,0.313397,0.28139,0.624976,0.0861244,3.8672,0.285266,,-1.23396,44.2831,-12.3145,82.0853,-1.23396,-8.4,-11.404389262199402,-6.640005469322205,-0.215669,999,,,,,,,379.1,3.325438596,379.1,3.325438596,,,,,,,,,,,,,,,,,,,"Nate Mondou","19563",670148
"Robert Moore","PHI",107,440,396,79,53,19,1,6,43,40,30,1,112,7,2,5,5,7,5,0.199495,0.0681818,0.254545,0.267857,0.266667,0.29798,0.25224,0.564646,0.0984849,4.16295,0.260714,,-1.23514,30.2638,-21.7256,56.7669,-1.23514,5.4,-23.780805110931396,7.016696214675903,-0.217435,999,,,,,,,273.9,2.559813084,273.9,2.559813084,,,,,,,,,,,,,,,,,,,"Robert Moore","sa3019928",691001
"Matt Lloyd","BOS",93,379,337,79,51,19,1,8,40,42,35,2,97,2,4,1,5,5,2,0.234421,0.0923483,0.255937,0.360825,0.306878,0.367953,0.295044,0.674831,0.133531,4.0491,0.300847,,-0.386779,39.2395,-5.54225,83.5924,-0.386779,-0.5,-7.715963631868362,-7.462815761566162,-0.218357,999,,,,,,,356.3,3.831182795,356.3,3.831182795,,,,,,,,,,,,,,,,,,,"Matt Lloyd","sa1169978",651016
"Rayne Doncon","MIN",73,303,278,56,35,13,2,6,26,27,22,0,90,1,2,0,8,2,1,0.201439,0.0726073,0.29703,0.244444,0.260726,0.327338,0.259035,0.588064,0.125899,4.11982,0.271739,,-0.392414,22.5124,-13.2894,62.2251,-0.392414,0.2,-13.882603019475937,1.3133157044649124,-0.219002,999,,,,,,,211.1,2.891780821,211.1,2.891780821,,,,,,,,,,,,,,,,,,,"Rayne Doncon","sa3016720",699061
"Tomas Frick","NYY",59,214,189,38,27,8,0,3,21,23,16,0,54,6,3,0,3,1,0,0.201058,0.0747664,0.252336,0.296296,0.280374,0.291005,0.258645,0.571379,0.0899471,3.08548,0.259259,,-0.123482,15.8322,-9.45359,63.8431,-0.123482,-4.2,-9.243130028247833,-0.26848888397216797,-0.219572,999,,,,,,,143.1,2.425423728,143.1,2.425423728,,,,,,,,,,,,,,,,,,,"Tomas Frick","sa3023485",694281
"Tyler Wade","TEX",108,322,281,61,49,9,1,2,40,23,31,0,77,3,1,6,3,14,5,0.217082,0.0962733,0.23913,0.402597,0.300633,0.27758,0.265087,0.578213,0.0604982,5.93415,0.29064,,0.204474,25.5064,-12.5404,68.5579,0.204474,-2.7,-11.728267654776573,-1.516872525215149,-0.221243,999,,,,,,,225.8,2.09074074,225.8,2.09074074,,,,,,,,,,,,,,,,,,,"Tyler Wade","15730",642180
"Justin Johnson","KCR",87,346,311,62,45,13,0,4,31,30,25,0,90,5,3,2,6,5,2,0.199357,0.0722543,0.260116,0.277778,0.267442,0.279743,0.247185,0.547185,0.0803858,3.58645,0.263636,,-0.31416,22.3783,-18.5043,51.8033,-0.31416,4.6,-19.968840450048447,5.8713109493255615,-0.223939,999,,,,,,,205.4,2.36091954,205.4,2.36091954,,,,,,,,,,,,,,,,,,,"Justin Johnson","sa3022758",813386
"Randal Grichuk",,109,347,320,76,46,17,2,11,42,36,22,1,75,3,2,0,8,1,1,0.2375,0.0634006,0.216138,0.293333,0.291066,0.40625,0.300987,0.697316,0.16875,3.72546,0.275424,,-0.671635,37.6009,-3.39984,88.8661,-0.671635,0,-5.2251914739608765,-8.924897193908691,-0.225795,999,,,,,,,343.8,3.15412844,343.8,3.15412844,,,,,,,,,,,,,,,,,,,"Randal Grichuk","10243",545341
"Terrell Tatum",,106,421,370,72,52,14,2,4,47,33,42,0,144,4,1,4,5,19,4,0.194595,0.0997625,0.342043,0.291667,0.282974,0.275676,0.255785,0.558649,0.0810811,6.61547,0.304933,,1.51497,30.1688,-19.5756,60.4873,1.51497,6,-18.09115433692932,1.3593473434448242,-0.229351,999,,,,,,,285.7,2.695283018,285.7,2.695283018,,,,,,,,,,,,,,,,,,,"Terrell Tatum","sa3017338",695299
"Ryan McCrystal","CIN",89,341,312,68,46,17,2,3,34,31,15,0,84,4,1,9,4,0,1,0.217949,0.0439883,0.246334,0.178571,0.262048,0.314103,0.254264,0.576151,0.0961538,3.50415,0.287611,,-0.838626,24.015,-16.2768,54.8844,-0.838626,-0.8,-19.07235836982727,5.464697062969208,-0.231483,999,,,,,,,211.9,2.380898876,211.9,2.380898876,,,,,,,,,,,,,,,,,,,"Ryan McCrystal","sa3025334",701734
"Antonio Gomez","NYY",67,261,240,46,33,8,1,4,22,22,16,0,92,2,2,1,9,1,0,0.191667,0.0613027,0.35249,0.173913,0.246154,0.283333,0.236066,0.529487,0.0916667,3.67406,0.287671,,-0.136685,14.5247,-16.3145,48.2892,-0.136685,0,-16.043905287981033,4.794973373413086,-0.231813,999,,,,,,,140,2.089552238,140,2.089552238,,,,,,,,,,,,,,,,,,,"Antonio Gomez","sa3008746",682625
"Andy Perez","COL",131,554,523,129,93,25,4,7,59,53,17,0,110,3,3,8,12,12,4,0.246654,0.0306859,0.198556,0.154545,0.272894,0.349904,0.270849,0.622798,0.10325,5.6128,0.298288,,0.0159415,46.4751,-18.9843,57.4722,0.0159415,1.1,-27.907995296642184,7.206701874732971,-0.232206,999,,,,,,,432.1,3.298473282,432.1,3.298473282,,,,,,,,,,,,,,,,,,,"Andy Perez","sa3015857",700321
"Ryan Spikes","TBR",102,393,367,80,57,11,2,10,42,44,17,0,127,5,2,2,9,9,5,0.217984,0.043257,0.323155,0.133858,0.26087,0.340599,0.263371,0.601469,0.122616,5.42723,0.301724,,-0.769119,30.5827,-15.8533,65.0877,-0.769119,-0.3,-16.940389215946198,1.1440035700798035,-0.232246,999,,,,,,,287.4,2.817647058,287.4,2.817647058,,,,,,,,,,,,,,,,,,,"Ryan Spikes","sa3017792",691797
"Ezequiel Pagan",,90,363,338,80,59,12,2,7,35,41,16,0,73,6,2,1,6,5,4,0.236686,0.0440771,0.201102,0.219178,0.281768,0.346154,0.276003,0.627922,0.109467,4.15308,0.280769,,-1.1728,31.9713,-10.92,75.1654,-1.1728,1.5,-11.857381820678711,-2.5013227462768555,-0.233437,999,,,,,,,286.3,3.181111111,286.3,3.181111111,,,,,,,,,,,,,,,,,,,"Ezequiel Pagan","sa3007975",681868
"Garrett Martin","NYY",98,391,355,68,42,13,2,11,43,49,23,0,116,10,3,0,7,10,2,0.191549,0.0588235,0.296675,0.198276,0.258312,0.332394,0.260981,0.590706,0.140845,6.26877,0.246753,,0.68584,29.6684,-16.5313,65.4518,0.68584,3.8,-15.23532372713089,-0.5099647045135498,-0.234061,999,,,,,,,290.7,2.96632653,290.7,2.96632653,,,,,,,,,,,,,,,,,,,"Garrett Martin","sa3022806",682003
"Yohendrick Pinango","TOR",125,514,467,104,69,21,2,12,49,57,42,1,116,3,2,0,12,5,2,0.222698,0.0817121,0.225681,0.362069,0.289883,0.353319,0.283259,0.643202,0.130621,3.9099,0.269795,,-0.565024,48.2986,-12.4344,80.2741,-0.565024,-1.8,-12.51515144109726,-7.465784788131714,-0.234285,999,,,,,,,439.4,3.5152,439.4,3.5152,,,,,,,,,,,,,,,,,,,"Yohendrick Pinango","sa3009539",682818
"Jordan Dissin","PHI",71,268,240,45,35,7,0,3,26,22,23,0,100,4,1,0,7,1,2,0.1875,0.0858209,0.373134,0.23,0.268657,0.254167,0.240871,0.522823,0.0666667,2.39879,0.304348,,-1.02834,15.9596,-15.7067,48.9788,-1.02834,1.1,-17.234496116638184,6.023574471473694,-0.234756,999,,,,,,,137.8,1.94084507,137.8,1.94084507,,,,,,,,,,,,,,,,,,,"Jordan Dissin","sa3020100",805301
"Jake Thompson",,69,278,247,53,35,12,2,4,25,29,24,1,74,5,2,0,4,2,1,0.214575,0.0863309,0.266187,0.324324,0.294964,0.327935,0.277045,0.622899,0.11336,4.19318,0.28655,,-0.425423,24.72,-8.12783,74.0288,-0.425423,0.5,-8.982601314783096,-2.5643739700317383,-0.235099,999,,,,,,,221.6,3.211594202,221.6,3.211594202,,,,,,,,,,,,,,,,,,,"Jake Thompson","sa3019945",700081
"Kyler Fedko","MIN",120,489,433,95,62,20,1,12,55,52,48,0,117,4,4,0,10,14,4,0.2194,0.0981595,0.239264,0.410256,0.300613,0.353349,0.290105,0.653962,0.133949,4.83992,0.269481,,0.40934,48.6676,-9.11155,83.6286,0.40934,-11.9,-9.026233702898026,-10.103262424468994,-0.235207,999,,,,,,,446.9,3.724166666,446.9,3.724166666,,,,,,,,,,,,,,,,,,,"Kyler Fedko","sa3017561",693459
"Kai Roberts","SDP",85,353,304,59,49,5,1,4,37,27,32,0,128,5,2,10,5,16,4,0.194079,0.0906516,0.362606,0.25,0.279883,0.256579,0.247728,0.536462,0.0625,6.20323,0.316092,,0.994187,22.9868,-18.7228,59.0256,0.994187,0.8,-16.14859163761139,2.0970311760902405,-0.236052,999,,,,,,,214.4,2.522352941,214.4,2.522352941,,,,,,,,,,,,,,,,,,,"Kai Roberts","sa3025255",805956
"Jacob Stallings","BAL",73,236,212,41,27,9,0,5,18,23,17,0,65,5,1,1,9,0,0,0.193396,0.0720339,0.275424,0.261538,0.268085,0.306604,0.258068,0.574689,0.113208,1.05088,0.251748,,-0.323482,17.3492,-10.536,63.7616,-0.323482,-4.4,-10.40332555770874,-0.0643153190612793,-0.239913,999,,,,,,,156.7,2.146575342,156.7,2.146575342,,,,,,,,,,,,,,,,,,,"Jacob Stallings","13723",607732
"Zach Levenson","STL",106,441,394,84,57,16,1,10,47,46,40,1,101,5,2,0,8,4,5,0.213198,0.090703,0.229025,0.39604,0.292517,0.335025,0.279241,0.627542,0.121827,3.18473,0.259649,,-1.91436,40.0003,-12.1073,79.0219,-1.91436,0.7,-12.879092693328857,-4.1611111760139465,-0.242279,999,,,,,,,351.1,3.31226415,351.1,3.31226415,,,,,,,,,,,,,,,,,,,"Zach Levenson","sa3022435",804241
"Kyle Farmer",,103,325,297,71,49,14,1,7,31,34,19,0,68,7,2,0,9,1,2,0.239057,0.0584615,0.209231,0.279412,0.298462,0.363636,0.291709,0.662098,0.124579,2.68238,0.285714,,-1.11416,32.7686,-5.6327,71.7619,-1.11416,-2.4,-11.991241097450256,-1.2058496475219727,-0.24394,999,,,,,,,287,2.786407766,287,2.786407766,,,,,,,,,,,,,,,,,,,"Kyle Farmer","14813",571657
"Jonah Advincula","CLE",101,371,319,66,50,9,3,4,40,31,40,0,75,6,2,4,2,20,5,0.206897,0.107817,0.202156,0.533333,0.305177,0.291536,0.273253,0.596713,0.0846395,6.68911,0.256198,,1.31865,31.8476,-11.9889,73.9624,1.31865,-1,-10.066712737083435,-5.089506149291992,-0.24422,999,,,,,,,293.4,2.904950495,293.4,2.904950495,,,,,,,,,,,,,,,,,,,"Jonah Advincula","sa3023056",809945
"Carter Howell","ATL",112,471,430,98,73,18,3,4,49,44,29,0,109,7,2,3,8,6,3,0.227907,0.0615711,0.231422,0.266055,0.286325,0.311628,0.267014,0.597953,0.0837209,4.85449,0.294671,,-0.748134,38.0457,-17.6066,68.0271,-0.748134,-1.2,-18.596456348896027,0.5305995941162109,-0.245097,999,,,,,,,336.7,3.00625,336.7,3.00625,,,,,,,,,,,,,,,,,,,"Carter Howell","sa3020139",800765
"Payton Green","MIA",93,380,344,77,55,15,2,5,34,36,26,0,103,5,4,1,5,5,5,0.223837,0.0684211,0.271053,0.252427,0.28496,0.322674,0.269808,0.607635,0.0988372,4.11966,0.3,,-1.61533,31.5571,-13.3428,69.0712,-1.61533,-3.7,-15.545013308525085,0.4887125492095947,-0.246942,999,,,,,,,277.6,2.984946236,277.6,2.984946236,,,,,,,,,,,,,,,,,,,"Payton Green","sa3025195",700243
"Kristian Robinson","ARI",115,472,417,87,61,14,3,9,48,46,49,1,165,4,2,0,8,16,5,0.208633,0.103814,0.349576,0.29697,0.29661,0.321343,0.277122,0.617953,0.11271,5.81804,0.318367,,0.406424,42.0001,-13.7703,74.4383,0.406424,-6,-13.893251687288284,-4.265726089477539,-0.251221,999,,,,,,,387.9,3.373043478,387.9,3.373043478,,,,,,,,,,,,,,,,,,,"Kristian Robinson","sa3006884",677565
"Tucker Flint","LAA",124,494,435,88,55,19,2,12,55,54,47,0,186,8,2,2,6,10,3,0.202299,0.0951417,0.376518,0.252688,0.29065,0.337931,0.280925,0.628581,0.135632,5.40794,0.317992,,0.0452639,45.4829,-12.887,76.8841,0.0452639,-0.6,-13.413687113672495,-6.045326352119446,-0.251314,999,,,,,,,412.7,3.328225806,412.7,3.328225806,,,,,,,,,,,,,,,,,,,"Tucker Flint","sa3019856",687272
"John Gil","ATL",110,487,443,95,70,19,1,5,59,40,36,0,97,4,2,2,8,22,7,0.214447,0.073922,0.199179,0.371134,0.278351,0.295711,0.257957,0.574062,0.0812641,5.94437,0.262391,,0.807195,35.7571,-21.7857,61.823,0.807195,-2.8,-21.228398382663727,2.5681660175323486,-0.251446,999,,,,,,,339,3.081818181,339,3.081818181,,,,,,,,,,,,,,,,,,,"John Gil","sa3021284",808535
"Yordys Valdes",,102,387,358,71,52,12,2,5,37,32,19,0,130,3,2,5,6,9,2,0.198324,0.0490956,0.335917,0.146154,0.243455,0.284916,0.234474,0.528372,0.0865922,5.9077,0.293333,,0.492441,21.0364,-24.6906,47.2489,0.492441,3.5,-23.56862038373947,7.765872955322266,-0.254025,999,,,,,,,210.3,2.061764705,210.3,2.061764705,,,,,,,,,,,,,,,,,,,"Yordys Valdes","sa3010037",686798
"Daniel Cope",,36,136,122,28,19,6,1,2,12,14,11,0,43,2,1,0,2,0,0,0.229508,0.0808824,0.316176,0.255814,0.301471,0.344262,0.286672,0.645733,0.114754,2.70705,0.333333,,-0.211254,13.1563,-2.91315,68.312,-0.211254,-4.2,-5.318979203701019,-1.7014694213867188,-0.255341,999,,,,,,,115.7,3.213888888,115.7,3.213888888,,,,,,,,,,,,,,,,,,,"Daniel Cope","sa3010157",684543
"Nic Kent","COL",108,400,361,85,67,14,1,3,36,34,23,0,89,7,3,6,5,5,2,0.235457,0.0575,0.2225,0.258427,0.291878,0.304709,0.267272,0.596587,0.0692521,3.83531,0.301471,,-0.459397,32.3943,-14.8688,55.0218,-0.459397,4.5,-21.78278037905693,5.969723701477051,-0.256289,999,,,,,,,283.4,2.624074074,283.4,2.624074074,,,,,,,,,,,,,,,,,,,"Nic Kent","sa3017160",684715
"Travis Jankowski","NYM",76,193,170,37,31,5,0,1,24,14,19,0,39,2,1,1,3,9,1,0.217647,0.0984456,0.202073,0.487179,0.302083,0.264706,0.261638,0.566789,0.0470588,5.65262,0.274809,,1.0472,14.7475,-8.05691,68.1168,1.0472,-3.4,-6.245936155319214,-2.6908584237098694,-0.257381,999,,,,,,,138.4,1.821052631,138.4,1.821052631,,,,,,,,,,,,,,,,,,,"Travis Jankowski","13768",608671
"Jose Colmenares","PHI",101,389,352,69,40,17,3,9,39,44,27,1,124,6,2,2,7,7,5,0.196023,0.0694087,0.318766,0.217742,0.263566,0.338068,0.2642,0.601634,0.142045,5.49595,0.271493,,-1.12291,30.5334,-15.4299,67.6696,-1.12291,-1.4,-15.94581651687622,0.02930629253387451,-0.258622,999,,,,,,,283.7,2.808910891,283.7,2.808910891,,,,,,,,,,,,,,,,,,,"Jose Colmenares","sa3009309",683569
"Nate Nankil","ATH",124,531,486,115,89,22,2,2,53,48,32,1,109,10,3,0,16,5,3,0.236626,0.0602637,0.205273,0.293578,0.295669,0.302469,0.267885,0.598138,0.0658436,3.93797,0.298942,,-1.08677,43.268,-19.4738,66.2603,-1.08677,7.2,-22.202579975128174,1.346825122833252,-0.263925,999,,,,,,,379.1,3.057258064,379.1,3.057258064,,,,,,,,,,,,,,,,,,,"Nate Nankil","sa3022532",694977
"Alex De Goti",,90,338,296,59,45,12,0,2,32,24,32,0,86,4,2,4,8,3,3,0.199324,0.0946746,0.254438,0.372093,0.284431,0.260135,0.250967,0.544566,0.0608108,2.83705,0.271429,,-1.16329,22.8989,-17.0384,58.831,-1.16329,2.1,-17.563878417015076,3.3419164419174194,-0.264841,999,,,,,,,193.3,2.147777777,193.3,2.147777777,,,,,,,,,,,,,,,,,,,"Alex De Goti","19477",621008
"Keyber Rodriguez","TEX",117,482,446,94,72,17,2,3,47,36,26,1,117,4,3,3,11,8,4,0.210762,0.0539419,0.242739,0.222222,0.258873,0.278027,0.239066,0.5369,0.0672646,4.92864,0.276596,,-0.704838,27.9971,-28.9549,50.6325,-0.704838,7.8,-28.750181794166565,9.571017265319824,-0.264939,999,,,,,,,263.3,2.25042735,263.3,2.25042735,,,,,,,,,,,,,,,,,,,"Keyber Rodriguez","sa3005488",677601
"Jose Cordoba","STL",71,282,260,56,38,14,2,2,28,25,14,0,59,5,1,2,8,7,2,0.215385,0.0496454,0.20922,0.237288,0.267857,0.307692,0.255694,0.575549,0.0923077,5.92199,0.27,,0.20467,20.1872,-13.1333,62.8915,0.20467,3.3,-12.198039069771767,0.19153428077697754,-0.268498,999,,,,,,,189.1,2.663380281,189.1,2.663380281,,,,,,,,,,,,,,,,,,,"Jose Cordoba","sa3015614",692390
"Damon Keith","LAD",95,402,365,79,49,16,2,12,45,46,31,1,143,3,3,0,9,5,4,0.216438,0.0771144,0.355721,0.216783,0.281095,0.369863,0.283785,0.650958,0.153425,4.48775,0.314554,,-1.17941,37.9461,-9.55331,80.4962,-1.17941,-1.1,-10.47204053401947,-5.531216740608215,-0.268941,999,,,,,,,348.3,3.666315789,348.3,3.666315789,,,,,,,,,,,,,,,,,,,"Damon Keith","sa3017179",701618
