Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Aidan Miller","PHI",120,536,474,108,71,24,2,11,66,61,52,0,147,9,1,0,5,28,10,0.227848,0.0970149,0.274254,0.353741,0.315298,0.35654,0.299879,0.671839,0.128692,6.13355,0.305994,,0.633406,57.5987,-5.73388,89.4016,0.633406,-0.7,-6.099461853504181,5.208289444446564,1.73335,999,,,,,,,523.4,4.361666666,523.4,4.361666666,,,,,,,,,,,,,,,,,,,"Aidan Miller","sa3022609",805795
"Royce Lewis","MIN",104,404,370,93,60,19,0,14,45,54,29,1,83,2,3,0,8,9,1,0.251351,0.0717822,0.205446,0.349398,0.306931,0.416216,0.312805,0.723147,0.164865,4.11103,0.286232,,0.796332,47.6538,-0.081881,99.2658,0.796332,1.1,0.44675353169441223,2.584420919418335,1.73278,999,,,,,,,444.8,4.276923076,444.8,4.276923076,,,,,,,,,,,,,,,,,,,"Royce Lewis","20437",668904
"Denzel Clarke","ATH",93,376,337,78,49,17,4,8,48,43,30,0,127,7,1,1,5,13,3,0.231454,0.0797872,0.337766,0.23622,0.306667,0.376855,0.301222,0.683521,0.145401,7.38171,0.344828,,0.803704,40.8149,-3.61238,89.2249,0.803704,6.5,-3.9713942408561707,7.881540298461914,1.72411,999,,,,,,,374.4,4.025806451,374.4,4.025806451,,,,,,,,,,,,,,,,,,,"Denzel Clarke","29858",672016
"Ramón Laureano","SDP",119,442,397,96,58,19,2,17,59,58,34,1,120,9,2,0,8,7,3,0.241814,0.0769231,0.271493,0.283333,0.31448,0.428212,0.3222,0.742691,0.186398,4.91374,0.301527,,-0.488719,55.5076,3.28192,110.041,-0.488719,2.2,4.771615594625473,-2.6721341609954834,1.71935,999,,,,,,,500.8,4.208403361,500.8,4.208403361,,,,,,,,,,,,,,,,,,,"Ramon Laureano","17128",657656
"Samad Taylor","SDP",139,605,528,128,93,20,5,10,84,60,54,0,141,4,5,14,9,30,9,0.242424,0.0892562,0.233058,0.382979,0.314721,0.356061,0.297171,0.670781,0.113636,7.23865,0.308901,,1.31749,63.6831,-7.80227,92.8955,1.31749,-1.9,-3.7767635583877563,0.3229571580886841,1.70603,999,,,,,,,575.1,4.137410071,575.1,4.137410071,,,,,,,,,,,,,,,,,,,"Samad Taylor","22274",669392
"Joey Loperfido","TOR",126,483,436,107,68,22,2,15,60,65,32,1,131,9,2,4,9,10,4,0.245413,0.0662526,0.271222,0.244275,0.308977,0.408257,0.31216,0.717234,0.162844,5.1409,0.315068,,-0.35105,56.7191,-0.351083,100.183,-0.35105,-1.5,-0.24705059826374054,0.2746913433074951,1.70368,999,,,,,,,510.2,4.049206349,510.2,4.049206349,,,,,,,,,,,,,,,,,,,"Joey Loperfido","29630",694388
"Adolis García","PHI",132,544,497,122,71,25,1,25,70,85,35,1,144,6,6,0,9,12,4,0.245473,0.0643382,0.264706,0.243056,0.299632,0.450704,0.321017,0.750337,0.205231,4.68679,0.290419,,0.0291449,67.7946,3.51676,103.882,0.0291449,2,2.532006634399295,-3.9964728355407715,1.70192,999,,,,,,,634,4.803030303,634,4.803030303,,,,,,,,,,,,,,,,,,,"Adolis Garcia","19287",666969
"Cole Young","SEA",136,543,478,110,75,22,4,9,60,57,51,1,91,8,3,3,8,6,4,0.230126,0.0939227,0.167587,0.56044,0.312963,0.349372,0.294527,0.662335,0.119247,4.64576,0.265092,,-1.31609,55.9912,-8.16848,93.9637,-1.31609,1,-5.179236888885498,2.9951499700546265,1.68868,999,,,,,,,486.4,3.576470588,486.4,3.576470588,,,,,,,,,,,,,,,,,,,"Cole Young","31680",702284
"RJ Schreck","TOR",104,422,360,78,46,13,2,17,54,61,48,1,100,11,0,3,7,4,1,0.216667,0.113744,0.236967,0.48,0.326969,0.405556,0.323243,0.732525,0.188889,4.64885,0.251029,,-0.296091,53.3532,3.49065,107.818,-0.296091,3,3.5921705961227417,-1.6516757011413574,1.68458,999,,,,,,,467.5,4.495192307,467.5,4.495192307,,,,,,,,,,,,,,,,,,,"RJ Schreck","sa3022602",702302
"Zach McKinstry","DET",133,451,403,98,64,18,6,10,56,43,39,1,97,5,3,1,4,15,3,0.243176,0.0864745,0.215078,0.402062,0.315556,0.39206,0.309081,0.707615,0.148883,7.09067,0.294314,,1.06507,51.8339,-1.45523,97.2073,1.06507,-0.3,-0.4194103479385376,1.3571134209632874,1.6841,999,,,,,,,478.3,3.596240601,478.3,3.596240601,,,,,,,,,,,,,,,,,,,"Zach McKinstry","19392",656716
"Nolan Arenado","ARI",119,490,447,112,76,22,1,13,51,64,34,3,66,4,5,0,13,3,1,0.250559,0.0693878,0.134694,0.515152,0.306122,0.391499,0.30185,0.697621,0.14094,3.14622,0.265416,,-0.542303,53.4395,-4.45776,91.3779,-0.542303,3.9,-5.54961884021759,5.700411677360535,1.68337,999,,,,,,,488.8,4.107563025,488.8,4.107563025,,,,,,,,,,,,,,,,,,,"Nolan Arenado","9777",571448
"Trey Sweeney","DET",125,474,426,97,65,17,2,13,59,55,41,1,126,4,3,0,5,10,3,0.2277,0.0864979,0.265823,0.325397,0.299578,0.368545,0.293537,0.668123,0.140845,5.26355,0.289655,,0.0518656,48.4953,-7.5115,86.4995,0.0518656,2.4,-7.490378402173519,7.624867916107178,1.68292,999,,,,,,,445.7,3.5656,445.7,3.5656,,,,,,,,,,,,,,,,,,,"Trey Sweeney","29575",700242
"Jesús Sánchez","HOU",136,490,444,108,67,21,2,18,61,61,41,1,121,3,2,0,12,10,2,0.243243,0.0836735,0.246939,0.338843,0.310204,0.421171,0.317137,0.731375,0.177928,5.13064,0.29316,,0.454781,59.5212,1.62393,103.583,0.454781,2.4,2.524020344018936,-3.001234531402588,1.67668,999,,,,,,,547.7,4.027205882,547.7,4.027205882,,,,,,,,,,,,,,,,,,,"Jesus Sanchez","19913",660821
"Josue Briceño","DET",105,464,409,91,60,13,3,15,56,64,47,3,106,5,3,0,4,0,1,0.222494,0.101293,0.228448,0.443396,0.30819,0.378973,0.300587,0.687163,0.156479,3.0536,0.261168,,-1.1291,50.1283,-4.69692,91.3564,-1.1291,-2.3,-5.8561110496521,6.224397897720337,1.67162,999,,,,,,,449.6,4.281904761,449.6,4.281904761,,,,,,,,,,,,,,,,,,,"Josue Briceno","sa3018584",800522
"Jake Rogers","DET",84,274,246,53,31,12,1,9,34,36,23,0,81,2,2,1,5,0,0,0.215447,0.0839416,0.29562,0.283951,0.285714,0.382114,0.291749,0.667828,0.166667,2.84995,0.278481,,-0.369694,27.6354,-4.73979,85.268,-0.369694,7,-5.127254962921143,12.033803462982178,1.6715,999,,,,,,,250.9,2.986904761,250.9,2.986904761,,,,,,,,,,,,,,,,,,,"Jake Rogers","19452",668670
"Ben Rice","NYY",128,503,439,106,59,21,2,24,70,73,52,0,104,8,4,0,11,4,2,0.241458,0.10338,0.206759,0.5,0.33002,0.462415,0.342256,0.792434,0.220957,4.09556,0.260317,,-0.804634,71.3584,11.9251,121.439,-0.804634,0,11.905388057231903,-12.93724250793457,1.66571,999,,,,,,,634.5,4.95703125,634.5,4.95703125,,,,,,,,,,,,,,,,,,,"Ben Rice","29576",700250
"Pedro Pagés","STL",105,384,351,79,53,15,1,10,35,42,24,1,100,3,4,2,12,1,0,0.225071,0.0625,0.260417,0.24,0.277487,0.358974,0.277102,0.636461,0.133903,2.87634,0.281633,,-0.321532,34.1634,-11.2092,77.5568,-0.321532,6.9,-10.535856276750565,13.954673767089844,1.65691,999,,,,,,,317.5,3.023809523,317.5,3.023809523,,,,,,,,,,,,,,,,,,,"Pedro Pages","25782",686780
"Carlos Narváez","BOS",108,418,370,83,52,21,0,10,43,46,41,1,109,4,2,1,10,2,1,0.224324,0.0980861,0.260766,0.376147,0.306954,0.362162,0.295909,0.669117,0.137838,2.42193,0.288538,,-0.643278,43.5709,-5.81899,84.1883,-0.643278,2.5,-8.433086335659027,10.179306507110596,1.65062,999,,,,,,,385.7,3.571296296,385.7,3.571296296,,,,,,,,,,,,,,,,,,,"Carlos Narvaez","19722",665966
"Nate Eaton","BOS",124,459,415,102,67,22,3,10,59,54,31,0,110,7,3,3,6,18,5,0.245783,0.0675381,0.239651,0.281818,0.307018,0.385542,0.303252,0.69256,0.139759,6.42376,0.308725,,0.859238,50.5811,-3.65328,89.2466,0.859238,3.6,-4.958169937133789,5.286507844924927,1.64993,999,,,,,,,465.3,3.752419354,465.3,3.752419354,,,,,,,,,,,,,,,,,,,"Nate Eaton","25055",681987
"Victor Caratini","MIN",98,328,290,72,54,11,0,7,29,34,25,0,55,9,4,0,9,1,0,0.248276,0.0762195,0.167683,0.454545,0.323171,0.358621,0.303264,0.681791,0.110345,2.0394,0.280172,,-0.380947,36.1484,-2.60735,92.6933,-0.380947,2,-3.205634593963623,8.025866985321045,1.6482,999,,,,,,,314.8,3.212244897,314.8,3.212244897,,,,,,,,,,,,,,,,,,,"Victor Caratini","14968",605170
"Miguel Vargas","CHW",135,551,480,113,68,27,2,16,76,60,60,0,100,6,5,0,8,7,2,0.235417,0.108893,0.181488,0.6,0.324864,0.4,0.318323,0.724864,0.164583,4.62194,0.262873,,-0.303659,67.4615,2.35656,103.567,-0.303659,-6.9,2.012989491224289,-4.875455617904663,1.64744,999,,,,,,,598.6,4.434074074,598.6,4.434074074,,,,,,,,,,,,,,,,,,,"Miguel Vargas","20178",678246
"Otto Kemp","PHI",129,532,468,112,69,24,3,16,73,77,37,1,149,22,5,0,8,10,5,0.239316,0.0695489,0.280075,0.248322,0.321429,0.405983,0.318395,0.727411,0.166667,5.63197,0.311688,,-0.885999,65.1664,2.30645,102.085,-0.885999,-4,0.4289149045944214,-2.0452674627304077,1.64553,999,,,,,,,578.3,4.482945736,578.3,4.482945736,,,,,,,,,,,,,,,,,,,"Otto Kemp","31792",805249
"Pedro Ramirez","CHC",130,570,523,127,98,18,4,7,61,55,36,1,114,6,5,0,14,14,6,0.24283,0.0631579,0.2,0.315789,0.296491,0.332696,0.277936,0.629187,0.0898662,5.32958,0.29484,,-0.574737,51.0975,-16.2524,77.7728,-0.574737,10.6,-15.590730667114258,12.694356679916382,1.64392,999,,,,,,,464.8,3.575384615,464.8,3.575384615,,,,,,,,,,,,,,,,,,,"Pedro Ramirez","sa3015834",699393
"Ke'Bryan Hayes","CIN",128,507,467,112,84,17,2,9,51,50,34,1,101,4,2,0,12,11,3,0.239829,0.0670611,0.199211,0.336634,0.295858,0.342612,0.281855,0.63847,0.102784,4.66942,0.286908,,0.172645,47.0628,-12.8432,73.7847,0.172645,12.9,-15.580155476927757,14.762874364852905,1.64219,999,,,,,,,432,3.375,432,3.375,,,,,,,,,,,,,,,,,,,"Ke'Bryan Hayes","18577",663647
"Luis Arraez",,149,641,591,177,140,27,3,7,71,60,35,2,26,4,4,7,14,8,3,0.299492,0.0546022,0.0405616,1.34615,0.340694,0.390863,0.319718,0.731557,0.0913706,4.00355,0.302491,,-0.797048,79.2069,3.46776,108.341,-0.797048,0.9,5.539867162704468,-10.876161217689514,1.63597,999,,,,,,,685.2,4.598657718,685.2,4.598657718,,,,,,,,,,,,,,,,,,,"Luis Arraez","18568",650333
"Edmundo Sosa","PHI",99,284,262,67,42,14,2,9,35,37,10,0,65,8,2,2,9,3,1,0.255725,0.0352113,0.228873,0.153846,0.301418,0.427481,0.314846,0.728899,0.171756,5.27712,0.305263,,-0.205618,33.9697,0.412884,99.6541,-0.205618,5.8,-0.32204876095056534,6.843504071235657,1.63395,999,,,,,,,306.7,3.097979797,306.7,3.097979797,,,,,,,,,,,,,,,,,,,"Edmundo Sosa","17022",624641
"Ryan Vilade","TBR",120,480,429,108,74,20,3,11,57,57,40,0,112,6,4,1,11,8,4,0.251748,0.0833333,0.233333,0.357143,0.321503,0.389277,0.312097,0.710781,0.137529,4.83681,0.312903,,-0.83027,56.3423,-0.373356,98.6536,-0.83027,6.3,-1.5919955372810364,1.0089950561523438,1.63064,999,,,,,,,496.3,4.135833333,496.3,4.135833333,,,,,,,,,,,,,,,,,,,"Ryan Vilade","22165",668723
"Braxton Fulford","COL",87,332,294,73,46,16,2,9,42,43,25,0,88,9,3,1,5,4,2,0.248299,0.0753012,0.26506,0.284091,0.323263,0.408163,0.319984,0.731426,0.159864,4.84694,0.32,,-0.547169,41.096,1.86768,91.1315,-0.547169,2.8,-4.036826729774475,8.899353265762329,1.62761,999,,,,,,,361.2,4.151724137,361.2,4.151724137,,,,,,,,,,,,,,,,,,,"Braxton Fulford","29704",690924
"Joshua Kuroda-Grauer","ATH",120,532,491,125,99,23,1,2,50,49,28,0,61,10,1,2,10,12,4,0.254582,0.0526316,0.114662,0.459016,0.307547,0.317719,0.279993,0.625266,0.0631365,4.43022,0.286713,,-0.142499,48.5791,-14.2808,74.6008,-0.142499,7.8,-16.068406730890274,13.66419792175293,1.62742,999,,,,,,,425.8,3.548333333,425.8,3.548333333,,,,,,,,,,,,,,,,,,,"Joshua Kuroda-Grauer","sa3025386",811965
"Akil Baddoo","MIL",121,469,414,97,60,18,5,14,61,57,51,1,120,2,2,0,4,17,5,0.2343,0.108742,0.255864,0.425,0.319829,0.403382,0.316119,0.723211,0.169082,6.67805,0.294326,,0.613026,56.5828,1.16687,102.892,0.613026,-3.7,2.2204500436782837,-1.976749062538147,1.62139,999,,,,,,,518.8,4.287603305,518.8,4.287603305,,,,,,,,,,,,,,,,,,,"Akil Baddoo","22168",668731
"Zach Ehrhard","LAD",122,529,468,107,67,24,1,15,70,70,46,0,116,9,5,1,4,18,3,0.228632,0.0869565,0.219282,0.396552,0.306818,0.380342,0.302314,0.68716,0.151709,5.70455,0.269006,,1.56604,57.8922,-4.61327,93.1891,1.56604,6.7,-2.7042016983032227,0.8688712120056152,1.61292,999,,,,,,,538.3,4.412295081,538.3,4.412295081,,,,,,,,,,,,,,,,,,,"Zach Ehrhard","sa3025247",701394
"Brandon Lockridge","MIL",104,356,319,79,57,16,3,3,43,34,28,0,92,3,2,4,5,21,3,0.247649,0.0786517,0.258427,0.304348,0.3125,0.344828,0.291824,0.657328,0.0971787,7.47229,0.336283,,2.3905,35.9275,-6.13665,86.2485,2.3905,6,-3.4117391109466553,7.308054089546204,1.61045,999,,,,,,,339.6,3.265384615,339.6,3.265384615,,,,,,,,,,,,,,,,,,,"Brandon Lockridge","21496",663604
"Jeremiah Jackson","BAL",128,514,483,117,72,25,1,19,55,68,24,0,119,4,3,0,17,8,5,0.242236,0.0466926,0.231518,0.201681,0.282101,0.416149,0.300799,0.69825,0.173913,3.81558,0.281609,,-1.10775,55.6186,-5.1145,93.1977,-1.10775,-2.4,-5.228650808334351,3.265784740447998,1.60919,999,,,,,,,514.2,4.0171875,514.2,4.0171875,,,,,,,,,,,,,,,,,,,"Jeremiah Jackson","22239",669236
"Bo Davidson","SFG",117,528,478,118,87,14,6,11,64,56,46,1,134,2,1,1,3,10,4,0.246862,0.0871212,0.253788,0.343284,0.314991,0.370293,0.301856,0.685283,0.123431,5.83368,0.320359,,-0.522694,57.5862,-4.80107,94.7593,-0.522694,-0.1,-3.8022778034210205,1.8400352224707603,1.59653,999,,,,,,,512.8,4.382905982,512.8,4.382905982,,,,,,,,,,,,,,,,,,,"Bo Davidson","sa3022706",815589
"Alec Burleson","STL",138,530,486,133,91,23,1,18,58,68,36,0,73,3,4,1,13,5,1,0.273663,0.0679245,0.137736,0.493151,0.325142,0.436214,0.3297,0.761356,0.162551,3.44644,0.288221,,-0.267735,69.7859,7.16231,113.588,-0.267735,-0.6,8.267694026231766,-10.33691942691803,1.59239,999,,,,,,,624.1,4.522463768,624.1,4.522463768,,,,,,,,,,,,,,,,,,,"Alec Burleson","27615",676475
"J.C. Escarra","NYY",93,335,295,69,46,14,2,7,38,36,32,0,57,4,4,0,8,2,1,0.233898,0.0955224,0.170149,0.561404,0.313433,0.366102,0.300194,0.679535,0.132203,4.04642,0.26383,,-0.550855,36.0849,-3.49798,92.4647,-0.550855,1.4,-3.5260764956474304,7.554468035697937,1.59183,999,,,,,,,318.2,3.421505376,318.2,3.421505376,,,,,,,,,,,,,,,,,,,"J.C. Escarra","20084",641555
"Emmanuel Rodriguez","MIN",76,331,277,62,39,13,3,7,47,34,50,0,114,3,1,0,2,7,2,0.223827,0.151057,0.344411,0.438596,0.347432,0.368231,0.321588,0.715663,0.144404,6.50631,0.350318,,-0.0263887,41.4032,2.29301,105.315,-0.0263887,0.9,2.047290302813053,2.1161962747573853,1.59157,999,,,,,,,357.5,4.703947368,357.5,4.703947368,,,,,,,,,,,,,,,,,,,"Emmanuel Rodriguez","sa3014693",691181
"David Hamilton","BOS",109,374,337,77,53,13,2,9,51,39,32,0,87,2,1,2,2,34,7,0.228487,0.0855615,0.23262,0.367816,0.298387,0.35905,0.290646,0.657438,0.130564,7.68405,0.280992,,3.35903,37.3864,-6.80463,80.5627,3.35903,6.5,-5.208960056304932,7.874191641807556,1.5897,999,,,,,,,374.9,3.439449541,374.9,3.439449541,,,,,,,,,,,,,,,,,,,"David Hamilton","27531",666152
"José Tena","WSN",121,498,457,118,83,24,3,8,55,53,34,0,128,2,2,3,7,14,5,0.258206,0.0682731,0.257028,0.265625,0.311111,0.376368,0.301603,0.687479,0.118162,5.4274,0.340557,,-0.0331858,54.2121,-4.63043,92.213,-0.0331858,1.7,-4.629359573125839,3.5298060178756714,1.58268,999,,,,,,,486.3,4.019008264,486.3,4.019008264,,,,,,,,,,,,,,,,,,,"Jose Tena","23691",677588
"Will Wagner","SDP",97,383,338,84,60,17,2,5,42,36,38,0,66,4,2,1,8,3,2,0.248521,0.0992167,0.172324,0.575758,0.329843,0.35503,0.305625,0.684873,0.106509,3.75369,0.29368,,-0.892405,42.9439,-2.3105,98.6867,-0.892405,2.8,-1.4885802268981934,4.207260370254517,1.58187,999,,,,,,,366.2,3.775257731,366.2,3.775257731,,,,,,,,,,,,,,,,,,,"Will Wagner","29634",695238
"Spencer Jones","NYY",120,525,475,109,62,22,3,22,74,76,43,1,200,4,3,0,5,17,5,0.229474,0.0819048,0.380952,0.215,0.297143,0.427368,0.312518,0.724511,0.197895,6.49867,0.339844,,0.639433,61.8037,-0.229123,100.954,0.639433,-5.8,1.2295494079589844,-3.870987892150879,1.5785,999,,,,,,,582.4,4.853333333,582.4,4.853333333,,,,,,,,,,,,,,,,,,,"Spencer Jones","sa3019969",682987
"Josh Lowe","LAA",120,467,424,109,68,25,2,14,59,54,37,2,125,2,3,1,5,21,3,0.257075,0.0792291,0.267666,0.296,0.317597,0.424528,0.320346,0.742125,0.167453,6.17518,0.329861,,2.27827,57.9442,2.76453,104.04,2.27827,0,4.502075672149658,-5.147707462310791,1.57845,999,,,,,,,550.4,4.586666666,550.4,4.586666666,,,,,,,,,,,,,,,,,,,"Josh Lowe","19953",666139
"Edouard Julien","COL",133,520,443,106,73,20,2,11,55,50,69,1,151,5,2,1,7,5,3,0.239278,0.132692,0.290385,0.456954,0.346821,0.367946,0.319821,0.714767,0.128668,3.60095,0.335689,,-1.1924,64.2985,2.85648,104.099,-1.1924,-5.7,1.3195242881774902,-3.789358973503113,1.57845,999,,,,,,,546.5,4.109022556,546.5,4.109022556,,,,,,,,,,,,,,,,,,,"Edouard Julien","27534",666397
"Brett Harris","ATH",101,403,354,84,59,15,1,9,47,49,36,0,78,8,3,2,10,5,2,0.237288,0.08933,0.193548,0.461538,0.319202,0.361582,0.302827,0.680784,0.124294,3.98153,0.277778,,-0.499007,44.2711,-3.3465,90.3308,-0.499007,5.1,-5.091717600822449,6.580746531486511,1.57148,999,,,,,,,386.1,3.822772277,386.1,3.822772277,,,,,,,,,,,,,,,,,,,"Brett Harris","29788",695391
"Brayan Rocchio","CLE",147,560,500,118,80,26,2,10,64,57,43,0,103,8,5,4,12,12,6,0.236,0.0767857,0.183929,0.417476,0.303957,0.356,0.291722,0.659957,0.12,4.74264,0.27551,,-0.921923,56.469,-9.69932,86.6849,-0.921923,-0.4,-9.710212290287018,5.77283963561058,1.56916,999,,,,,,,500.6,3.405442176,500.6,3.405442176,,,,,,,,,,,,,,,,,,,"Brayan Rocchio","23690",677587
"Jack Suwinski","PIT",130,468,402,92,51,21,2,18,56,57,55,2,144,6,4,1,3,12,1,0.228856,0.117521,0.307692,0.381944,0.327623,0.425373,0.327135,0.752996,0.196517,5.60088,0.303279,,1.2643,60.6478,5.35001,107.8,1.2643,-7.6,5.590620636940002,-5.880423188209534,1.5634,999,,,,,,,557.7,4.29,557.7,4.29,,,,,,,,,,,,,,,,,,,"Jack Suwinski","22244",669261
"Kristian Campbell","BOS",134,559,491,121,84,23,3,11,65,65,55,0,142,12,1,0,10,7,3,0.246436,0.09839,0.254025,0.387324,0.336315,0.372709,0.316244,0.709024,0.126273,4.59268,0.324484,,-0.825405,67.4975,1.44735,98.1964,-0.825405,-4,-2.013669013977051,-1.946061134338379,1.56335,999,,,,,,,579.7,4.326119402,579.7,4.326119402,,,,,,,,,,,,,,,,,,,"Kristian Campbell","33644",692225
"Casey Schmitt","SFG",115,431,392,100,66,19,1,14,49,55,29,1,96,5,4,1,9,3,1,0.255102,0.0672854,0.222738,0.302083,0.311628,0.415816,0.314933,0.727444,0.160714,3.36492,0.300699,,-0.463083,51.5832,0.657222,103.718,-0.463083,-2.1,1.4361127018928528,-0.5163726806640625,1.56121,999,,,,,,,465.3,4.046086956,465.3,4.046086956,,,,,,,,,,,,,,,,,,,"Casey Schmitt","27577",669477
"Alan Roden","MIN",112,438,385,100,70,21,2,7,57,47,38,1,68,12,3,0,6,7,2,0.25974,0.086758,0.155251,0.558824,0.342466,0.379221,0.319776,0.721687,0.119481,5.04803,0.297125,,-0.204634,54.143,2.38995,104.067,-0.204634,3.1,1.895085409283638,-1.7280426025390625,1.55948,999,,,,,,,470.8,4.203571428,470.8,4.203571428,,,,,,,,,,,,,,,,,,,"Alan Roden","31564",702176
"Jacob Young","WSN",132,486,434,108,86,16,3,3,61,42,33,0,86,8,2,9,8,23,8,0.248848,0.0679012,0.176955,0.383721,0.312369,0.320276,0.283817,0.632645,0.0714286,6.54207,0.302594,,0.485449,45.8877,-11.537,80.029,0.485449,8.3,-11.01808163523674,10.08571445941925,1.55893,999,,,,,,,406.8,3.081818181,406.8,3.081818181,,,,,,,,,,,,,,,,,,,"Jacob Young","29931",696285
"Michael Arroyo","SEA",128,594,517,108,70,23,2,13,70,78,48,0,151,26,3,0,10,8,4,0.208897,0.0808081,0.254209,0.317881,0.306397,0.336557,0.28988,0.642954,0.12766,4.65269,0.266854,,-0.98871,59.0089,-11.1767,90.7627,-0.98871,0,-7.455737113952637,2.182539701461792,1.55222,999,,,,,,,514.1,4.01640625,514.1,4.01640625,,,,,,,,,,,,,,,,,,,"Michael Arroyo","sa3018429",703197
"Tatem Levins","TBR",89,355,309,67,45,14,1,7,37,37,38,1,100,5,2,1,5,1,0,0.216828,0.107042,0.28169,0.38,0.310734,0.33657,0.289739,0.647304,0.119741,3.12882,0.294118,,-0.374346,35.2258,-6.72019,83.2522,-0.374346,3.7,-7.381771475076675,10.221898794174194,1.54069,999,,,,,,,309.2,3.474157303,309.2,3.474157303,,,,,,,,,,,,,,,,,,,"Tatem Levins","sa3020278",694420
"Nacho Alvarez Jr.","ATL",106,437,389,92,69,17,0,6,44,41,36,0,92,10,1,1,12,5,2,0.236504,0.0823799,0.210526,0.391304,0.316514,0.326478,0.29016,0.642992,0.0899743,3.21328,0.294521,,-0.578227,43.5115,-8.1234,83.8828,-0.578227,7.8,-8.925873875617981,9.405673265457153,1.53662,999,,,,,,,373.8,3.526415094,373.8,3.526415094,,,,,,,,,,,,,,,,,,,"Nacho Alvarez Jr.","31765",805373
"Kyle Karros","COL",120,492,440,114,80,26,2,6,61,50,43,2,113,6,3,0,13,5,1,0.259091,0.0873984,0.229675,0.380531,0.331301,0.368182,0.308613,0.699483,0.109091,4.61746,0.333333,,-0.24793,56.3592,-1.77437,83.3422,-0.24793,6.8,-9.961483389139175,8.607760310173035,1.53625,999,,,,,,,495.3,4.1275,495.3,4.1275,,,,,,,,,,,,,,,,,,,"Kyle Karros","33252",691720
"Andrew Stevenson",,93,368,338,88,63,15,3,7,43,43,24,0,88,5,1,0,2,19,5,0.260355,0.0652174,0.23913,0.272727,0.317935,0.384615,0.308676,0.70255,0.12426,6.57651,0.331967,,1.14506,42.1736,-1.30846,96.2968,1.14506,6.8,-0.46115243434906006,2.743562698364258,1.52941,999,,,,,,,390.3,4.196774193,390.3,4.196774193,,,,,,,,,,,,,,,,,,,"Andrew Stevenson","17932",664057
"Evan Carter","TEX",106,417,364,86,58,16,3,9,54,43,43,1,95,8,2,0,3,18,4,0.236264,0.103118,0.227818,0.452632,0.328537,0.370879,0.310387,0.699416,0.134615,6.62372,0.293893,,1.24895,48.3686,-0.903189,99.7635,1.24895,-2.2,1.1326998248696327,-0.6678130626678467,1.516,999,,,,,,,441.7,4.166981132,441.7,4.166981132,,,,,,,,,,,,,,,,,,,"Evan Carter","27790",694497
"Miguel Rojas","LAD",102,313,283,72,51,15,0,6,35,30,22,0,42,3,2,3,9,5,1,0.254417,0.0702875,0.134185,0.52381,0.312903,0.371025,0.301243,0.683928,0.116608,3.85952,0.278481,,0.0887554,33.9817,-3.00165,92.4558,0.0887554,5.9,-2.7099298760294914,7.050058841705322,1.50949,999,,,,,,,301.8,2.958823529,301.8,2.958823529,,,,,,,,,,,,,,,,,,,"Miguel Rojas","7802",500743
"Mickey Moniak","COL",126,443,415,114,67,21,6,20,60,65,22,1,108,4,2,0,4,8,4,0.274699,0.0496614,0.243792,0.203704,0.316027,0.498795,0.346327,0.814822,0.224096,6.06653,0.32526,,-0.645423,64.3109,11.967,109.177,-0.645423,0.7,4.17307436466217,-4.183156788349152,1.50692,999,,,,,,,588.5,4.67063492,588.5,4.67063492,,,,,,,,,,,,,,,,,,,"Mickey Moniak","19956",666160
"Daniel Susac","SFG",99,409,377,90,62,16,1,11,36,54,23,0,119,6,3,0,8,4,2,0.238727,0.0562347,0.290954,0.193277,0.290954,0.374005,0.290889,0.664959,0.135279,3.41171,0.316,,-0.619787,40.9659,-7.36065,87.2469,-0.619787,0.4,-6.801855802536011,7.91396227478981,1.506,999,,,,,,,371.5,3.752525252,371.5,3.752525252,,,,,,,,,,,,,,,,,,,"Daniel Susac","sa3019997",691740
"Brett Wisely","TBR",116,433,386,94,65,19,1,9,53,49,37,1,94,3,3,4,5,8,3,0.243523,0.0854503,0.21709,0.393617,0.312354,0.367876,0.299356,0.68023,0.124352,4.46827,0.297203,,-0.315126,46.3463,-4.81598,89.8767,-0.315126,3.7,-5.48144257068634,5.29097592830658,1.50529,999,,,,,,,412.6,3.556896551,412.6,3.556896551,,,,,,,,,,,,,,,,,,,"Brett Wisely","27735",689172
"Johan Rojas","PHI",122,429,393,97,73,15,4,5,54,41,22,0,93,4,2,8,8,24,4,0.246819,0.0512821,0.216783,0.236559,0.292162,0.343511,0.27986,0.635673,0.0966921,7.71108,0.309764,,2.50836,39.1276,-11.562,75.6879,2.50836,8.7,-9.85323691368103,10.276278495788574,1.50358,999,,,,,,,375.9,3.08114754,375.9,3.08114754,,,,,,,,,,,,,,,,,,,"Johan Rojas","24336",679032
