Name,Age,Level,Team,Pos,Avg Rank,BaGS,FScore,PG+,PL,STS
Juan Rojas,17,DSL,HOU,SS,877,,1205,,,549
Ramiro Dominguez,18,CPX,MIN,SS,878.5,,1588,,,169
Javier Rivas,22,AA,PIT,SS,879.2,832,823,170,566,2005
Colin Tuft,22,A+,BAL,LF,880,997,791,870,563,1179
Anderson Araujo,17,DSL,PHI,C,881,,1392,,,370
Daniel Flames,18,A,TEX,SS,882,,1521,,,243
Adonys Guzman,21,A,BOS,C,882,,,,,882
Yordani Soto,16,DSL,CHW,SS,883,,1208,,,558
Angel Arredondo,18,A,TEX,SS,883.3333333333334,,1593,617,,440
Jonathan Martinez,18,CPX,CLE,SS,885.5,,1325,,,446
Jacob Cozart,22,AA,CLE,C,886.2,588,1862,516,366,1099
Juan Ortega,19,CPX,BAL,C,887,,1251,,,523
Anyelo Encarnacion,21,A+,STL,SS,888.8,922,1084,624,614,1200
Nolan Schubart,21,A,CLE,1B,889.6666666666666,237,,1190,,1242
Billy Amick,22,A+,MIN,3B,889.8,300,1973,751,585,840
Willie MacIver,28,MLB,ATH,C,891.25,1243,357,892,,1073
DJ Gladney,23,AA,NYY,RF,891.5,722,,962,1053,829
Ashly Andujar,17,CPX,COL,SS,891.5,,1125,,,658
Ben Gobbel,25,AAA,LAA,SS,892.8,1166,607,747,656,1288
Yunior Amparo,18,DSL,NYM,1B,893,,1398,,,388
Noah Miller,22,AAA,LAD,SS,893.4,516,1476,445,331,1699
Yaxson Lucena,17,DSL,STL,RF,893.5,,1572,,,215
Rodny Rosario,17,DSL,CLE,3B,893.5,,1232,,,555
Josmir Reyes,18,DSL,NYM,C,893.5,,1556,,,231
E.J. Exposito,24,AA,ATL,SS,894.6,786,814,967,750,1156
Matt Gorski,27,MLB,FA,CF,894.6666666666666,901,,1543,,240
Juan Macero,17,DSL,LAD,2B,895,,,,,895
Jamesson Val,19,DSL,MIN,1B,896,,,,,896
Sebastian Dos Santos,17,DSL,STL,2B,900,,1581,,,219
Luke Davis,22,A+,PHI,C,900.5,1164,,1009,515,914
Francisco Espinoza,18,CPX,LAD,C,901,,1531,,,271
Dixon Williams,21,A,ATL,2B,901.5,475,798,1099,,1234
Angel Salio,17,DSL,CIN,SS,903.5,,1420,,,387
Quinn McDaniel,22,A+,SFG,2B,904,811,708,708,887,1406
Christian Knapczyk,23,AA,CLE,2B,907,870,1021,640,574,1430
Jose Rodriguez,24,AAA,FA,SS,907,818,,1418,883,509
Rayne Doncon,21,A+,MIN,SS,907.4,959,750,1266,815,747
Jud Fabian,24,AAA,BAL,CF,907.8,800,1783,627,661,668
Roy Rivero,17,DSL,KCR,2B,908,,,,,908
Reyli Mariano,18,DSL,LAD,2B,908.5,,1621,,,196
Cris Rodriguez,17,DSL,DET,CF,909,,1379,,,439
Hector Salas,21,A+,HOU,2B,909.2,1143,809,722,588,1284
Browm Martinez,18,DSL,WSN,CF,909.5,,1552,,,267
Carlos Renzullo,18,CPX,COL,2B,909.5,,1426,,,393
Trevor Hauver,26,AAA,TEX,LF,909.5,808,944,1050,,836
Nick Goodwin,23,A+,TOR,SS,910.4,807,978,664,721,1382
Gustavo Baptista,17,DSL,CLE,C,910.5,,1193,,,628
Jace Bohrofen,23,AA,TOR,RF,910.8,585,1671,802,701,795
Tanner Smith,22,A+,ATL,C,911,,,,,911
Eriel Dihigo,18,DSL,COL,SS,911,,1561,,,261
Yirer Garcia,19,A,TBR,C,912.2,704,2090,760,435,572
Darison Garcia,18,CPX,KCR,SS,913,,,,,913
Ramon Mendoza,24,AAA,STL,2B,915,718,1710,693,612,842
Damian Bravo,21,A+,SFG,OF,915,757,804,1149,,950
Ivan Torres,17,DSL,TBR,C,915.5,,1239,,,592
Liberts Aponte,17,DSL,CIN,SS,916.5,,1493,,,340
Walker Martin,21,A,SFG,SS,917.2,640,891,541,872,1642
Isaac Garcia,17,DSL,CIN,CF,918,,,,,918
Aiva Arquette,21,A+,MIA,SS,920,347,1695,971,,667
Paxton Kling,22,A+,TEX,OF,920.6666666666666,937,,972,,853
Robert Moore,23,AAA,PHI,SS,920.8,983,880,740,456,1545
Tanner Thach,21,A,COL,1B,922,549,707,1230,,1202
Kyle Nevin,23,AA,LAD,1B,923,373,1739,686,335,1482
Kleyver Salazar,19,A,BOS,C,923.2,726,1891,788,551,660
Garrett Spain,24,AAA,MIN,CF,924.6,1025,744,574,728,1552
Jorge Ruiz,21,A+,LAA,LF,924.6,860,617,741,796,1609
Brent Iredale,21,A,PIT,3B,925.6666666666666,529,,1301,,947
Austin Murr,26,AAA,PHI,RF,927.25,1321,571,1032,,785
Yael Romero,19,CPX,CIN,1B,928,,1119,,,737
Matt King,22,A+,PIT,2B,928,,,,,928
Shane Sasaki,24,AAA,MIA,CF,928.4,1049,859,968,678,1088
Ronny Hernandez,20,A,BOS,C,930.8,840,1775,791,692,556
Caleb Lomavita,22,AA,WSN,C,931.2,693,1943,555,453,1012
Korbyn Dickerson,21,A,SEA,OF,932,,,,,932
Miguel Ugueto,22,AA,STL,LF,934.2,859,771,823,608,1610
Billy Cook,26,MLB,PIT,RF,934.25,1135,559,1278,,765
Juan Martinez,18,DSL,MIL,SS,934.5,,1575,,,294
Yeuni Munoz,21,A,TOR,RF,935.75,592,652,1153,,1346
Jose Alpuria,20,A,ARI,CF,935.8,744,740,902,820,1473
Steward Berroa,26,MLB,MIL,RF,936.2,1123,262,1325,927,1044
Adrian Garcia,18,CPX,PHI,3B,937,,,,,937
Sam Kulasingam,23,A+,KCR,1B,937.4,852,697,808,884,1446
Josueth Quinonez,18,DSL,DET,CF,938,,1244,,,632
Nate Baez,24,AA,BOS,C,938,882,1722,915,467,704
Anthony Martinez,21,A,CLE,1B,940,,,,,940
Jake Casey,22,A,TOR,OF,942,897,,1129,,800
Aidan Longwell,23,A+,COL,1B,942.4,923,679,491,886,1733
Justin Riemer,23,AA,ATH,SS,942.6,926,1741,987,252,807
Manolfi Jimenez,20,A,PHI,RF,942.75,1003,1076,688,,1004
Gabriel Martinez,22,AA,TOR,LF,943,760,1691,858,543,863
Israfell Bautista,18,DSL,TBR,3B,944,,,,,944
Jack Penney,22,A+,DET,SS,944.8,381,1856,836,628,1023
Jose Pirela,19,A,CLE,CF,946.2,662,642,1107,732,1588
Diego Contreras,17,DSL,SEA,2B,947,,1439,,,455
Edgleen Perez,19,A,PIT,C,948.2,404,2163,1033,329,812
Gavin Kilen,21,A,SFG,2B,949,,,,,949
Cam Clayton,22,AA,MIA,SS,949.4,1021,1977,623,188,938
Leo Balcazar,21,AA,CIN,SS,949.8,280,3841,127,127,374
Sammy Siani,24,AAA,SEA,CF,950.4,826,948,833,680,1465
Jim Jarvis,24,AAA,ATL,SS,950.6,1067,828,849,512,1497
Lorenzo Meola,21,A,SFG,2B,950.6666666666666,586,,1242,,1024
Kenly Hunter,17,DSL,STL,CF,951,,1488,,,414
Caden Kendle,23,A+,MIN,RF,953.4,1154,579,871,791,1372
Alberto Mendez,20,A,CLE,2B,954.5,814,,1073,760,1171
Harold Gonzalez,18,DSL,LAD,2B,955.5,,1266,,,645
Yordani Martinez,18,DSL,MIA,2B,956,,,,,956
Pascanel Ferreras,23,AA,HOU,2B,956.6,752,916,810,801,1504
Jack Winnay,22,A,BOS,3B,957.6666666666666,985,,978,,910
Mason White,21,A+,BOS,2B,958,606,838,1310,,1078
Juan Cabada,17,DSL,CHC,SS,958,,1381,,,535
Ryan Jackson,23,AA,SDP,3B,959.4,929,1711,604,409,1144
Alex Binelas,25,AAA,PHI,1B,959.8,906,1706,1245,591,351
Javier Herrera,20,CPX,LAD,2B,960.3333333333334,,1245,85,,1551
Christian Gonzalez,18,DSL,CHW,CF,960.5,,1596,,,325
Alirio Ferrebus,19,A,PHI,C,961.2,817,1840,748,724,677
Marcos Castanon,26,AAA,SDP,3B,962,1054,1062,837,921,936
Yeiferth Castillo,18,CPX,CLE,RF,963,,1559,,,367
Jeron Williams,24,AA,HOU,SS,964.2,1039,292,1396,763,1331
Trace Willhoite,24,A+,NYM,3B,965.6,1466,555,855,930,1022
Elio Campos,21,A,ATL,SS,966.3333333333334,1333,,564,,1002
Bennett Thompson,22,A+,CLE,C,966.6,747,1700,660,498,1228
Jeremy Rivas,22,AA,STL,SS,966.8,753,999,457,643,1982
Jose Verdugo,17,DSL,SDP,SS,968.5,,1410,,,527
T.J. White,21,A+,WSN,LF,968.8,527,1983,716,779,839
Josh Hogue,21,A,MIA,OF,969,,,,,969
Jay Harry,22,AA,TOR,SS,969.8,1008,907,838,742,1354
Cameron Decker,21,A+,LAD,SS,970,855,613,1329,784,1269
Ryan Cermak,24,A+,TBR,LF,970.5,1196,245,1403,,1038
Manuel Dos Passos,18,CPX,ATL,C,971,,,,,971
Corey Rosier,25,AAA,BOS,LF,973.4,982,1015,1052,603,1215
Franklin Primera,18,DSL,BOS,C,973.5,,1384,,,563
Ethan Petry,21,A,WSN,1B,973.6666666666666,688,,1139,,1094
Ryan Nicholson,24,AA,LAA,DH,980,874,1904,673,747,702
Ramon Rodriguez,26,AAA,MIL,C,980.3333333333334,797,,1386,,758
Brandon Valenzuela,24,AAA,TOR,C,980.4,647,1906,498,626,1225
Peyton Graham,24,AA,DET,SS,981.8,928,741,1056,843,1341
Caden Bodine,21,A,TBR,C,982,,,,,982
Dashyll Tejeda,19,CPX,WSN,CF,983,,1341,,,625
Johnfrank Salazar,21,A+,STL,SS,984,896,1829,613,630,952
Aneudis Mordan,21,A+,BAL,C,984,952,,1323,762,899
Alexey Lumpuy,21,A,CHC,CF,985.2,941,235,703,1044,2003
Carlos Silva,19,CPX,MIN,C,986,,,,,986
Jose Ortiz,20,A,SFG,CF,986.5,399,1189,1170,,1188
Julio Henriquez,20,A,MIA,RF,987.75,1293,377,1610,,671
Reiner Herrera,19,CPX,CLE,C,988.5,,1343,,,634
Rafael Flores,18,DSL,TOR,3B,989,,1215,,,763
Raylin Ramos,20,A,BAL,CF,989.8,680,977,762,853,1677
Ramcell Medina,17,DSL,KCR,SS,991,,1368,,,614
Braylon Whitaker,19,CPX,BAL,CF,991,,,,,991
Alexander Vargas,23,AA,CIN,SS,991.25,1114,,603,613,1635
Yimy Tovar,19,A,SDP,SS,991.3333333333334,,1350,573,,1051
Kervin Pichardo,23,AAA,PIT,2B,991.5,1036,,1102,865,963
Cade Fergus,24,AAA,PHI,CF,992.4,1506,815,916,898,827
Ben Ross,24,AA,MIN,SS,992.4,1075,757,754,761,1615
Jadyn Fielder,20,CPX,MIL,2B,995,,,,,995
Axel Sanchez,22,AA,SEA,SS,995.4,320,1750,1048,483,1376
Paulino Santana,18,A,TEX,CF,996,553,1876,556,,999
Tyler Howard,21,A,CLE,C,996,,,,,996
Austin Smith,22,A,TOR,OF,996.3333333333334,942,,1093,,954
Manuel Beltre,21,A,TOR,2B,996.6,1132,616,626,808,1801
Justin Capellan,18,DSL,NYY,C,998,,1202,,,794
Casey Saucke,21,A+,CHW,RF,999,,840,,,1158
Kade Snell,22,A+,CHC,OF,999.25,1310,157,1680,,850
Thomas Gavello,24,AAA,SFG,2B,999.6,965,1863,576,420,1174
Gabriel Rodriguez,18,CPX,CLE,SS,1000,,1539,,,461
Jordan Sprinkle,24,AA,CHW,SS,1000,1605,366,554,242,2233
Tanner Murray,25,AAA,CHW,2B,1000.8,1118,935,864,1058,1029
David Mershon,22,AAA,LAA,2B,1003,1035,1730,572,276,1402
Ezequiel Pena,18,DSL,CHC,2B,1003,,1154,,,852
Manuel Campos,17,DSL,ATL,SS,1003.5,,1229,,,778
Javier Sanchez,17,CPX,TEX,C,1005.5,,1651,,,360
Will King,21,CPX,ATL,C,1006,,,,,1006
Antonio Pimentel,19,DSL,PIT,2B,1007,,1282,,,732
Luis Sanchez,21,AAA,ATL,SS,1007.6,1105,1718,651,87,1477
Griffin Burkholder,19,A,PHI,RF,1008,339,1843,1293,,557
Roderick Flores,18,CPX,MIL,SS,1010,,1256,,,764
Douglas Hodo III,24,AA,BAL,CF,1010.8,1304,480,909,936,1425
Ruben Santana,20,A+,ARI,3B,1011.2,746,1787,415,450,1658
Mike Antico,27,AAA,STL,CF,1011.25,1369,268,1118,,1290
Sammy Hernandez,21,A+,STL,C,1011.4,917,1865,694,373,1208
Kevin Made,22,AA,WSN,SS,1012.4,626,1945,732,479,1280
Bryan Lavastida,26,MLB,HOU,C,1013.3333333333334,1011,,934,,1095
Yosweld Vasquez,20,A,HOU,1B,1015,,1346,807,,892
Francisco Urbaez,27,AAA,CIN,2B,1016,1081,844,1047,,1092
Haritzon Castillo,17,DSL,MIN,SS,1016.5,,1503,,,530
Josue Demey,18,DSL,LAA,C,1018,,,,,1018
CJ Alexander,28,MLB,LAD,3B,1018.3333333333334,1354,,930,,771
Julio Zayas,19,CPX,NYM,C,1019.5,,1248,,,791
Jemone Nuel,18,DSL,BAL,SS,1020,,1530,,,510
Brody Donay,21,A,TBR,C,1020,,,,,1020
Abrahan Ramirez,20,A,MIA,3B,1020.6,448,2100,854,667,1034
Austin Shenton,27,MLB,SEA,1B,1020.75,1442,1086,1133,,422
Angel De Los Santos,17,DSL,DET,2B,1021,,,,,1021
Noah Myers,25,AA,TBR,RF,1023.4,1220,865,1315,627,1090
Hector Campusano,18,DSL,BAL,2B,1024,,1637,,,411
Christopher Suero,21,AA,NYM,C,1025.6,113,4784,76,72,83
Leni Done,18,DSL,NYY,3B,1027.5,,1453,,,602
Jefrey De Los Santos,22,AA,NYM,2B,1027.5,913,,1179,464,1554
Jack Lines,19,A,TBR,SS,1028,695,,1567,,822
Yeider Mindiola,18,DSL,NYM,C,1028.5,,1315,,,742
Eliomar Garces,17,DSL,TBR,SS,1031,,1497,,,565
Adolfo Sanchez,18,DSL,CIN,CF,1031,,1309,,,753
Matt Fraizer,27,AAA,BOS,LF,1031,1190,424,1249,,1261
Elias Medina,19,CPX,LAD,SS,1032,,1283,,,781
Robert Hipwell,22,A,SFG,3B,1033.2,849,951,850,951,1565
Bryce Arnold,23,AAA,TOR,2B,1033.25,1268,,832,793,1240
Starlin Mieses,17,DSL,BAL,OF,1034.5,,1318,,,751
Jose Marcano,18,DSL,TEX,C,1035,,1522,,,548
Braylin Tavera,20,A,BAL,CF,1035.2,608,1745,631,705,1487
Jeury Ramirez,17,DSL,CHC,1B,1036,,,,,1036
Turner Hill,26,AAA,SFG,CF,1036.6,1453,304,1503,548,1375
Caleb Cali,24,AA,SEA,3B,1037.4,873,894,1006,1085,1329
Jeferson Morales,26,AAA,MIN,LF,1039,1194,,1383,851,728
Justice Bigbie,26,AAA,DET,RF,1039.4,1288,1025,879,723,1282
Yoiber Ruiz,19,DSL,BOS,C,1040,,,,,1040
Christian Cairo,24,AAA,PHI,SS,1040.2,798,1687,921,431,1364
Anthony Millan,17,DSL,HOU,CF,1041,,,,,1041
Gabriel Terrero,19,CPX,NYY,2B,1041,,1289,,,793
Givian Sirvania,17,DSL,BOS,CF,1042,,,,,1042
Cooper Bowman,25,AAA,ATH,2B,1042,1301,641,1285,766,1217
Santiago Camacho,18,CPX,SFG,C,1042.5,,1541,,,544
Cody Schrier,22,A+,MIA,SS,1042.75,1270,,705,810,1386
Breyson Guedez,17,DSL,ATH,CF,1044.5,,1504,,,585
Zach DeLoach,26,MLB,CHW,RF,1045,1446,565,1593,,576
Isais Chavez,17,DSL,MIL,C,1046,,,,,1046
Avinson Pinto,18,CPX,BOS,SS,1046,,1553,,,539
Santiago Martinez,17,DSL,HOU,3B,1046.5,,1401,,,692
Henry Ramos,20,A,KCR,CF,1046.6,1157,583,912,781,1800
Jake Holton,27,AA,SFG,1B,1047,1375,1057,1071,,685
Yeison Morrobel,21,A+,TEX,RF,1047.25,1004,,1067,704,1414
Darrien Miller,24,AA,MIL,C,1047.4,834,1842,1374,463,724
Cam Devanney,28,MLB,PIT,SS,1048,1144,1220,699,,1129
Dylan Fien,19,A,ATH,C,1048.6,578,2019,861,595,1190
Aaron Sabato,26,AAA,MIN,1B,1048.8,920,1839,758,919,808
Jose Suarez,20,A,STL,RF,1049.4,675,1659,933,970,1010
Leandro Romero,18,DSL,SEA,SS,1049.5,,1194,,,905
Kendry Chirinos,20,A,TOR,3B,1049.6,707,2085,806,813,837
Hunter Feduccia,28,MLB,TBR,C,1050.5,1335,941,1042,,884
Mario Baez,18,CPX,ATL,2B,1051.5,,1257,,,846
Coby Morales,23,AA,NYY,CF,1051.6,1085,769,745,683,1976
Tristin English,28,MLB,ATL,RF,1052,1359,949,709,,1191
Luis De La Cruz,18,CPX,CLE,2B,1052,,1554,,,550
Jose Gonzalez,20,DSL,LAD,1B,1052,,1130,,,974
Jose Ramos,22,AAA,SFG,SS,1052.25,1015,1717,288,,1189
Austin Charles,21,A+,KCR,3B,1053.8,1046,693,1233,984,1313
Carlos Done,18,DSL,MIL,RF,1054,,,,,1054
Alfredo Guanchez,19,DSL,ARI,1B,1054,,1304,,,804
Jake Munroe,21,A,LAA,3B,1055.3333333333333,875,,1391,,900
Roniel Paulino,17,DSL,MIL,C,1057,,,,,1057
Garret Guillemette,23,AA,HOU,C,1058.4,779,1877,530,625,1481
Cade McGee,22,A,STL,3B,1058.8,936,1027,795,903,1633
Devin Taylor,21,A,ATH,OF,1059.25,371,1845,859,,1162
Deinys Gonzalez,18,DSL,TBR,C,1060,,1534,,,586
Bryce Eblin,23,A,CHW,SS,1060,,,,,1060
Ronald Rosario,22,AA,BOS,C,1060.6,739,1969,616,668,1311
John Spikerman,22,A+,PHI,RF,1061.8,805,1332,845,513,1814
Darwin Almanzar,17,DSL,MIN,3B,1062,,1598,,,526
Alex Rodriguez,17,DSL,TEX,CF,1063,,,,,1063
Kayson Cunningham,19,A,ARI,SS,1063.3333333333333,631,,1658,,901
Felix Morrobel,19,CPX,LAA,SS,1063.5,,1152,,,975
Carlos Garces,18,DSL,CLE,SS,1064,,1599,,,529
Raynerd Ortega,19,A,LAD,SS,1064.75,617,1414,700,,1528
Dayson Croes,25,AAA,SFG,3B,1065,1176,958,1316,455,1420
Franyer Noria,20,CPX,BOS,3B,1065,,,,,1065
Eli Lovich,19,A,CHC,CF,1065.8,611,1778,789,730,1421
Diomar Hidalgo,18,DSL,BOS,SS,1066,,,,,1066
Carlos Rodriguez,22,A,SDP,C,1067,725,877,927,659,2147
Ricardo Chirinos,17,DSL,BAL,C,1068,,,,,1068
Victor Santana,17,DSL,ARI,3B,1068,,1568,,,568
Juan Guerrero,23,AA,COL,LF,1069.75,809,,918,832,1720
Willy Vasquez,23,AA,BAL,3B,1070.6,759,1041,1340,878,1335
Casey Cook,22,A+,TEX,2B,1071,977,960,674,895,1849
Moises Polanco,18,DSL,MIL,2B,1071,,1576,,,566
Jermaine Maricuto,19,CPX,WSN,C,1071,,,,,1071
Kyle Henley,20,A,CIN,CF,1071.6,765,904,507,769,2413
Cannon Peebles,21,A,CLE,C,1074,,,,,1074
Nerwilian Cedeno,23,AA,SDP,2B,1074.4,914,715,1188,783,1772
Jhon Diaz,22,A+,TBR,CF,1075,1053,,866,959,1422
Spencer Packard,27,AAA,SEA,LF,1075.5,1240,1063,954,,1045
Antonio Anderson,20,A+,BOS,3B,1075.8,394,2130,881,448,1526
Brett Squires,25,AA,KCR,1B,1076.6,1076,532,1429,1048,1298
Bryan Rodriguez,17,DSL,COL,C,1077,,,,,1077
Jayson Bass,19,A,MIN,RF,1077,,1104,1031,,1096
Jose Meza,22,A,LAD,CF,1077.6,1063,868,737,998,1722
Hayden Friese,20,A,ATL,1B,1078,769,,1385,,1080
Larry Martinez,19,A,TBR,SS,1078.2,848,1956,1022,819,746
Ricardo Gonzalez,20,A,TBR,SS,1078.25,924,,876,827,1686
Rodolfo Duran,27,AAA,SDP,C,1079,1464,673,766,,1413
Omar Urbina,19,CPX,BAL,C,1079,,,,,1079
Kleiver Chauran,19,DSL,TBR,2B,1079,,1284,,,874
Jakey Josepha,21,A,ARI,1B,1080,700,1042,662,642,2354
Ire Garcia,17,DSL,HOU,C,1081,,,,,1081
Christopher Sargent,24,AA,SDP,C,1082,,,,,1082
Peyton Wilson,25,AAA,KCR,LF,1082,476,1692,1205,823,1214
Connor Rasmussen,21,A,KCR,2B,1083,,,,,1083
Harold Rivas,17,DSL,BOS,CF,1083.5,,1456,,,711
Tsung-Che Cheng,23,MLB,WSN,SS,1084,762,1908,943,758,1049
Paul McIntosh,27,AAA,PHI,C,1084,1502,,1055,,695
Matthew Miura,21,A,STL,OF,1085,962,,1438,,855
Hector Ramos,17,DSL,BOS,SS,1085.5,,1177,,,994
Victor Acosta,21,A+,CIN,2B,1085.6,823,1603,946,508,1548
Maikol Escotto,23,AA,PIT,SS,1085.75,1099,,692,562,1990
Nazzan Zanetello,20,A+,BOS,SS,1086.2,386,1816,825,376,2028
Ambioris Tavarez,21,AA,ATL,SS,1087,510,2018,719,485,1703
Collin Price,25,AAA,HOU,C,1087.4,837,1928,961,863,848
Jose Devers,25,MLB,ATL,SS,1088.6666666666667,791,,1341,,1134
Will Turner,22,A+,BOS,LF,1090,803,2033,1145,492,977
Caleb Ketchup,23,AAA,LAA,2B,1091.6,1371,833,975,676,1603
Eybert Sanchez,17,DSL,ARI,SS,1092,,1642,,,542
Ivan Johnson,26,AAA,CIN,LF,1092.75,1377,732,1502,,760
Enyervert Perez,19,A,ARI,2B,1093,555,1882,546,,1389
Stiven Martinez,17,A,BAL,CF,1094.5,511,2066,1039,,762
JP Smith II,20,A,MIN,1B,1095,831,,1327,,1127
Will Verdung,22,A+,ATL,1B,1095,474,1971,929,475,1626
Waner Luciano,20,A,HOU,3B,1095.25,1111,,991,842,1437
Brayan Cortesia,17,DSL,WSN,SS,1095.5,,1479,,,712
Bryan Andrade,20,A,ATH,3B,1096,995,1073,874,,1442
Keshawn Ogans,23,AA,ATL,SS,1096.2,1080,1156,1353,775,1117
Nicandro Aybar,20,A,TBR,SS,1097.3333333333333,,1415,744,,1133
Alejandro Blasco,18,DSL,CLE,2B,1098.5,,1570,,,627
Chase Davis,23,AA,STL,CF,1099.8,683,1935,730,671,1480
Robbie Burnett,22,A+,NYY,OF,1100,,,,,1100
Elijah Green,21,A+,WSN,CF,1100.8,990,1051,630,920,1913
Noah Cardenas,25,AAA,MIN,C,1100.8,857,2021,1165,497,964
Andres Nolaya,20,A,BAL,C,1102,1161,676,1389,718,1566
Trevor Austin,23,AA,HOU,SS,1104.25,1169,,1011,677,1560
Luis Vazquez,25,MLB,BAL,SS,1104.4,933,1669,1529,666,725
Hyun Seung Lee,17,DSL,PIT,SS,1106,,1566,,,646
Michael Carico,22,A,CHC,C,1106,,,,,1106
Yorber Semprun,17,DSL,NYM,SS,1107,,1162,,,1052
Tony Bullard,25,AAA,MIA,3B,1107.6,984,827,1592,665,1470
Alvaro Rios,18,CPX,CHW,C,1108,,,,,1108
Harold Coll,23,A,LAA,SS,1108.2,1247,609,824,1125,1736
Ethan Murray,25,AAA,MIL,2B,1110,1071,912,1143,487,1937
Victor Marquez,17,DSL,PIT,C,1111,,1160,,,1062
Devonte Brown,25,AAA,TOR,3B,1112.25,1392,,1447,657,953
Fraymi De Leon,20,AA,BOS,2B,1114,1185,,1090,607,1574
Jonathan Rangel,18,DSL,MIL,SS,1115,,1560,,,670
Sir Jamison Jones,19,CPX,WSN,C,1115,,,,,1115
Riley Tirotta,26,AAA,TOR,1B,1116.25,934,1785,974,,772
Eric Snow,21,A,TOR,2B,1116.75,1388,403,1377,,1299
Anderdson Rojas,21,A+,ARI,SS,1117.4,668,1444,726,620,2129
Carter Dorighi,22,A+,SEA,SS,1118.4,1089,1068,742,541,2152
Edgardo De Leon,18,CPX,MIA,3B,1119,,1547,,,691
Francisco Acuna,25,AAA,SDP,SS,1119.4,865,1738,1030,594,1370
Jhostin Genao,17,DSL,TEX,CF,1121,,,,,1121
Justin Thomas,21,A,HOU,OF,1121.6666666666667,879,,1613,,873
Blake Rambusch,25,AA,SEA,3B,1122.4,1061,860,1588,767,1336
Dylan Grego,21,A,SDP,2B,1122.75,885,966,1334,,1306
Duke Ellis,27,MLB,NYY,LF,1123.6666666666667,1414,,901,,1056
Yunior Severino,25,AAA,MIN,1B,1123.6666666666667,1120,,1993,,258
Sergio Tapia,22,AAA,DET,C,1124,1349,1017,1328,,802
Javier Acevedo,18,DSL,PIT,C,1124.5,,1219,,,1030
Cesar Lugo,18,CPX,CHC,CF,1125,,,,,1125
Jorel Ortega,24,AA,MIN,SS,1125.6,1257,937,1280,902,1252
Jairo Pomares,24,AA,SFG,RF,1128,1207,,1361,1116,828
Josnaider Orellana,20,A,ATL,C,1128,,,,,1128
DaShawn Keirsey Jr.,28,MLB,ATL,OF,1129,1327,247,1638,,1304
Jean Joseph,20,A,TOR,CF,1129.4,951,1704,792,839,1361
Luis Santos,17,DSL,CHC,2B,1131,,,,,1131
Travis Honeyman,23,A+,STL,DH,1131.4,776,1864,979,696,1342
Johan Rodriguez,17,CPX,CLE,SS,1132,,1624,,,640
Sterling Bazil,17,DSL,DET,SS,1132,,,,,1132
Cody Morissette,25,AAA,MIA,2B,1132.8,969,805,1177,636,2077
Luis Steven King,17,DSL,KCR,SS,1133.5,,1448,,,819
Luca Tresh,25,AAA,KCR,C,1134,972,1766,1267,717,948
Jackson Appel,23,A+,CHW,C,1134.8,890,1933,1193,739,919
Anthony Baptist,19,DSL,NYM,CF,1135,,,,,1135
Jeremy Almonte,19,CPX,MIA,C,1135.5,,1286,,,985
Nick Hollifield,21,A,WSN,C,1136.3333333333333,1014,,1337,,1058
Jaeden Calderon,19,CPX,PHI,LF,1137,,,,,1137
Alex Lodise,21,A+,ATL,SS,1137,414,626,1696,,1812
D'Angelo Ortiz,20,A,BOS,3B,1138,1159,878,834,,1681
Josh Moylan,22,A+,NYY,1B,1138.4,706,2003,851,885,1247
Blake Wright,23,A+,COL,3B,1139,1315,724,655,910,2091
Misael Urbina,23,A+,MIN,CF,1139,1070,1052,1109,632,1832
Darling Fernandez,19,CPX,ATH,LF,1139,,1319,,,959
Franklin Rojas,18,DSL,TOR,DH,1139,,1131,,,1147
Enry Torres,17,DSL,CIN,C,1139,,,,,1139
Yensi De La Cruz,18,DSL,HOU,OF,1140,,1429,,,851
Cristian Jauregui,19,CPX,PIT,CF,1140,,,,,1140
David Leon,21,AAA,CLE,C,1140.3333333333333,,1571,1169,,681
Charlie Pagliarini,24,A+,SEA,3B,1140.6,1251,1020,830,1052,1550
Landyn Vidourek,21,A,LAD,OF,1140.6666666666667,433,,1215,,1774
Yilber Herrera,20,A,MIN,SS,1141,,1366,1087,,970
Cal Stevenson,28,MLB,FA,CF,1141.6666666666667,1549,,1154,,722
Steven Cruz,18,DSL,CLE,2B,1146,,,,,1146
Tyler Wilson,22,A+,NYY,LF,1146.6,966,1715,605,834,1613
Yahil Melendez,19,A,CHC,SS,1147.8,360,2119,1355,596,1309
Garrett Martin,25,AA,NYY,RF,1148.2,1259,777,1351,969,1385
Ezequiel Pagan,24,AA,LAD,RF,1148.5,971,,1295,1043,1285
Kevin Villavicencio,21,AA,NYM,SS,1149,1350,,601,633,2012
Romano Donato,16,DSL,MIL,2B,1149,,,,,1149
Connor Caskenette,23,AA,MIA,C,1149.6,919,1859,1125,382,1463
Albert Jimenez,18,DSL,SFG,SS,1150,,,,,1150
Carlos Sanchez,20,A,MIA,C,1150.8,661,1728,1004,610,1751
Liordanys Menendez,17,DSL,LAA,2B,1151,,,,,1151
Wanderly De La Cruz,17,DSL,CIN,OF,1153,,,,,1153
Eddson Martinez,17,DSL,SDP,OF,1153.5,,1537,,,770
Brady Marget,22,A,TBR,1B,1154,,,,,1154
Jorge Rodriguez,19,CPX,BOS,C,1154,,1632,,,676
Kaeden Kent,21,A+,NYY,SS,1154.5,1125,970,1702,,821
