Name,Age,Level,Team,Avg Rank,DIGS,FScore,PG+,PL,STS
Pat Gallagher,25,AA,TOR,832.125,1794,337.5,,533,664
Zack Short,30,MLB,HOU,834,,,,,834
Kai Peterson,22,AA,TOR,834,,288,,1038,1176
Roman Angelo,25,AAA,ARI,834.9,295,1541.5,368,768,1202
Ethan Flanagan,23,A,CHC,834.9,623,915.5,722,572,1342
Michael Morales,22,AA,SEA,835.6,833,1973,289,521,562
Noah Beal,23,A+,TBR,835.6666666666666,,538,,439,1530
D.J. McCarty,22,A+,TEX,835.7,726,1325.5,620,729,778
Angelo Smith,21,A+,LAA,836,,,,,836
Peyton Olejnik,22,A,LAA,838.5,336,1130.5,202,680,1844
Antonio Jimenez,24,AAA,SFG,841.5,,667.5,,1099,758
Stefan Raeth,24,AA,SEA,841.6666666666666,,266,,620,1639
Michael Arias,23,AAA,NYY,841.875,,582.5,971,684,1130
Oddanier Mosqueda,26,AAA,STL,842.5,,573.5,,1278,676
Luis Aguilar,21,A+,HOU,843,,,431,553,1545
Sebastian  Rivero,26,AAA,LAA,844,,,,,844
Keythel Key,21,AA,LAA,844.7,795,1643.5,196,502,1087
Hoss Brewer,24,A+,NYM,844.8333333333334,,253.5,,664,1617
Joan Ogando,21,A,HOU,844.9,618,644.5,207,778,1977
Alika Williams,26,AAA,PIT,845,,,,,845
Sem Robberse,23,AAA,STL,846.75,,1386.5,,,307
Curtis Taylor,29,AAA,STL,846.8333333333334,867,1159.5,,,514
Yordin Chalas,21,AA,ARI,846.9,661,1452.5,581,728,812
Seth Johnson,26,MLB,PHI,847.25,,1071.5,,,623
Blake Adams,24,AA,COL,849.125,891,1246.5,,634,625
Grant Rogers,24,AA,TOR,849.3,1642,1444.5,95,356,709
Jake Clemente,21,A,MIA,850,,,,,850
Dahian Santos,21,AA,TOR,850.25,,1130.5,,,570
Nick Dunn,28,AAA,SEA,852,,,,,852
Brooks Fowler,22,A+,TEX,852,466,1348,792,411,1243
Kodi Whitley,30,MLB,TBR,852.6666666666666,,1425,757,,376
Jakson Reetz,29,AAA,NYM,853,,,,,853
Peyton Alford,27,AA,SEA,853.5,,482,,,1225
Nate Payne,19,A,MIA,853.6666666666666,,,241,925,1395
Austin Roberts,26,AAA,TEX,854.75,,817.5,,,892
Eiberson Castellano,24,AA,COL,855.125,,1130.5,1120,903,267
Darien Smith,25,A+,SFG,857.3,940,677.5,584,704,1381
Brayan Mendoza,21,A+,MIA,859.7,797,1325.5,516,687,973
Zane Barnhart,23,AA,BAL,860,,277,,573,1730
Charlie McDaniel,23,A+,SFG,860.8,1184,1143,442,425,1110
Ricky Vanasco,26,MLB,DET,862.625,,629.5,1010,1151,660
Cory Wall,25,AA,ATL,862.6666666666666,,277,,737,1574
Gilberto Batista,20,A,TOR,863.5,328,1706.5,439,342,1502
Tristin English,28,AAA,ATL,864,,,,,864
Trent Buchanan,23,A+,ATL,864.25,,605,865,658,1329
Logan Mercado,23,AAA,ARI,864.5,855,582.5,685,544,1656
Jacob Odle,21,A,STL,864.8,565,1314,625,812,1008
James Hicks,24,AA,HOU,865.5,652,1921.5,1178,354,222
Jace Beck,25,A+,CHC,865.6666666666666,,258,,952,1387
Clark Candiotti,24,A+,SDP,866.9,947,1203.5,829,760,595
Adrian Heredia,20,A,BAL,867,,,590,,1144
Luis Vargas,23,AA,ATL,867.125,,1325.5,916,512,715
Yuhi Sako,25,A,NYM,867.5,,,898,,837
Amilcar Chirinos,23,AA,HOU,868.1666666666666,,521.5,,678,1405
Seamus Barrett,23,A,LAD,869,,,,,869
Jose Chirinos,20,A,NYM,869.5,388,1203.5,321,881,1554
Blake Townsend,24,AAA,PIT,869.625,624,732.5,,498,1624
Darius Hill,27,AAA,CHC,870,,,,,870
Lael Lockhart,27,AAA,DET,871,920,1723,595,,246
John Michael Bertrand,27,AAA,SFG,871.125,1087,978.5,354,,1065
Yenfri Sosa,21,A,KCR,872.6666666666666,,,332,807,1479
Evan Aschenbeck,24,A+,CHC,873.1,677,1681.5,362,398,1247
Aidan Curry,22,A+,TEX,874.4,521,2540,269,577,465
Yenrri Rojas,21,AA,CHC,874.7,578,1376.5,126,231,2062
Luis Flores,21,A+,CLE,875,,387,,792,1446
Jack Cushing,28,AAA,OAK,875.3333333333334,527,1636,,,463
Paxton Schultz,27,MLB,WSN,875.625,876,1159.5,837,,630
Vinny Nittoli,34,MLB,MIL,875.75,,1032.5,,,719
Grant Shepardson,19,A,MIA,876,,,420,,1332
Alfred Morillo,23,AAA,ARI,876.5,,598.5,,996,1035
Tanner Kohlhepp,26,AA,DET,877.125,,667.5,1005,899,937
Austin Strickland,23,A+,SFG,878.1666666666666,,644.5,,1001,989
Patrick Monteverde,27,MLB,MIA,878.6666666666666,980,,768,,888
Brandon Downer,22,A,BAL,880,566,,856,507,1591
Will Bednar,25,AAA,SFG,880,,755,,669,1216
Carlos Castillo,19,A+,PIT,880.1,341,1714.5,184,318,1843
Estibenzon Jimenez,23,AA,PHI,880.5,1262,1459.5,160,212,1309
Hiro Wyatt,20,A,KCR,880.6,284,1860,666,611,982
Garrett Gainey,25,AAA,TBR,880.75,950,615,,472,1486
Anthony Flores,20,A+,MIL,880.875,464,1650.5,,585,824
Jason Savacool,23,A+,STL,882.7,1064,978.5,349,490,1532
Jesus Liranzo,30,AAA,MIL,883,,848,,,918
Matt Jachec,23,AA,CLE,883.375,,1151.5,1146,782,454
Luis Rodriguez,21,A+,HOU,884,805,,195,537,1999
Erick Leal,30,AAA,NYY,884.1666666666666,,1911.5,528,,213
Rodolfo Castro,26,AAA,PHI,885,,,,,885
Taylor Floyd,27,AA,MIN,885.25,,573.5,,,1197
Nick Robertson,26,MLB,HOU,887,,932,,,842
Hunter Hoopes,25,AA,MIN,888.1666666666666,,314.5,,870,1480
Chad Dallas,24,AAA,TOR,888.5,,1518,,,259
Stevie Emanuels,26,AAA,ATH,889,,812,,,966
Wikelman Gonzalez,23,MLB,CHW,889.125,,747.5,783,1301,725
Danyony Pulido,22,A,PHI,891.125,,264.5,546,1083,1671
Max Rajcic,23,AAA,STL,891.8,1238,1487,258,637,839
Ryan Jennings,26,AAA,TOR,893.1666666666666,,683.5,,1130,866
Jimmy Joyce,26,AA,SEA,893.25,,1159.5,,,627
Ty Cummings,23,AAA,TBR,895.5,784,1576,,391,831
Daniel Duarte,27,MLB,MIN,897.5,,1221,,,574
Mathias LaCombe,23,A,CHW,898.3333333333334,,,618,1216,861
Ricky Castro,25,AA,MIN,899.3,568,1548.5,574,757,1049
Alex McFarlane,24,AA,PHI,899.9,839,1246.5,540,732,1142
Isaac Gallegos,22,AA,ATL,900.1666666666666,,690.5,,689,1321
Chandler Murphy,24,A+,TBR,900.25,,732.5,,,1068
Jayden Dubanewicz,19,A,MIL,900.8,210,2094,263,326,1611
T.J. Fondtain,24,AA,TBR,902.1666666666666,,959.5,,606,1141
Roki Sasaki,23,MLB,LAD,903.1666666666666,,1616.5,,1063,30
Garrett Acton,27,MLB,COL,904.25,,690.5,,,1118
Gabriel Yanez,25,AAA,MIN,905.3333333333334,,772,,750,1194
Maikel Miralles,20,AAA,SDP,906.5,579,1706.5,172,307,1768
Alex Santos II,23,AA,HOU,906.8,427,1832,947,670,658
David Lorduy,21,A,CIN,906.8,332,1228,414,773,1787
Jose Guevara,20,A+,NYM,907,,,220,1141,1360
Tyler Vogel,24,AAA,SFG,907.5,,747.5,,789,1186
Jakob Hernandez,29,AAA,BAL,908.75,,1079.5,,,738
Noah Dean,24,AA,BOS,909,1035,861,624,796,1229
Alix Hernandez,20,A,SFG,910,,,,,910
Matt Keating,24,A+,NYY,910.3333333333334,,302,,947,1482
Yeferson Vargas,20,A+,LAA,911,1126,1626,105,593,1105
Juan Salas,22,A+,STL,911.9,735,1497.5,484,576,1267
Humberto Cruz,18,A,SDP,912.6666666666666,,,905,423,1410
Kyle Amendt,25,AAA,ARI,913,,269,1261,1019,1103
Chazz Martinez,25,AAA,KCR,913.1666666666666,,452.5,,1039,1248
Tyler Bryant,26,AA,MIL,914,,841,,,987
Jose Davila,22,A+,STL,914.1,761,1541.5,417,814,1037
Emmett Olson,23,A+,MIA,914.2,942,1365,1115,453,696
Trace Bright,24,AA,BAL,914.6,481,1723,497,939,933
Lane Ramsey,28,MLB,MIA,915.25,,940.5,,,890
Tyson Guerrero,26,AAA,KCR,915.75,,1507.5,,,324
Alan Reyes,21,A,STL,916,,,524,511,1713
Christian MacLeod,25,AAA,MIN,916.2,1094,1534,481,821,651
Ty Adcock,28,MLB,NYM,917,,1066,,,768
Wil Jensen,27,AAA,CHC,919,,1167,,,671
Aaron Wilkerson,36,AAA,STL,919.6666666666666,,1860,403,,496
Tyler Morgan,24,A+,SDP,920.375,,663.5,841,600,1577
Cy Nielson,24,AA,PIT,922.1666666666666,,940.5,,943,883
Matthew Linskey,23,A+,HOU,922.5,,241,,,1604
Andres Galan,21,A+,TBR,923.3,370,1893.5,158,179,2016
Rafael Lantigua,27,AAA,PHI,925,,,,,925
Blas Castano,26,MLB,SEA,927.1,859,1598.5,547,1181,450
Will Cannon,21,AA,CIN,928.5,,791.5,,692,1302
Bridger Holmes,22,AAA,LAA,928.6666666666666,,778,,944,1064
Grant Hartwig,27,MLB,MIN,929.1666666666666,,915.5,1317,,555
Jose Pena Jr.,21,A+,PHI,930.1666666666666,,337.5,,574,1879
Dale Stanavich,26,AAA,MIA,932.6666666666666,,399,,1370,1029
Brandon Beckel,23,AA,PHI,932.9,742,989.5,475,607,1851
Wilmy Sanchez,21,AA,HOU,933,,1179,,951,669
Eurys Martich,22,A,HOU,933.6666666666666,,,641,367,1793
Carson Pierce,22,A+,TOR,934.5,,639,,,1230
Michael Perez,22,A,MIA,935.4,697,834,598,930,1618
Daniel Missaki,29,AAA,TEX,935.8333333333334,1095,978.5,,,734
Carson Coleman,27,AA,TEX,936,,,,,936
Anthony Simonelli,26,AAA,KCR,936.75,,915.5,,,958
Hunter Parsons,28,AAA,NYM,937.3333333333334,,812,899,,1101
Logan Martin,23,A+,SFG,938.3,485,1466.5,491,702,1547
Daniel Guerra,21,A,TOR,939.6,327,968,396,718,2289
John McMillon,27,MLB,PHI,940.75,,663.5,,,1218
Matt Cronin,27,AAA,SEA,941.3333333333334,,899,1013,,912
Geury Rodriguez,20,A,TEX,941.5,,,850,,1033
Thomas Pannone,30,MLB,MIL,942.25,,1706.5,,,178
Javi Rivera,24,A+,CIN,942.5,,1314,,,571
Joseph Menefee,25,A+,CIN,943,,538,,1050,1241
Larson Kindreich,26,AA,TEX,943.6666666666666,,515,,892,1424
Justin Lange,23,A+,NYY,943.75,,765.5,,,1122
Dariel Francia,18,A,PIT,944.5,,,667,,1222
Camden Minacci,23,AA,LAA,945.6666666666666,,1167,,823,847
Johan Moreno,22,AA,SDP,946.125,733,644.5,,444,1963
Ethan Bagwell,19,A,ATL,946.5,461,2200.5,479,519,1073
Roberto Perez,21,A,SEA,947,,,554,,1340
Enmanuel Pinales,24,AA,SDP,947.2,1662,1474,248,401,951
Inmer Lobo,21,A+,PIT,948.125,386,690.5,,591,2125
Gabriel Sosa,24,AAA,SEA,948.1666666666666,,452.5,,1213,1179
Elison Joseph,24,AA,ATL,948.5,,582.5,,1207,1056
Orlando Ribalta,27,MLB,WSN,949.25,,806.5,,,1092
Terrin Vavra,28,AAA,BAL,950,,,,,950
Ryan Jensen,27,AAA,MIN,950,,1051,1189,,610
Blake Burkhalter,24,AAA,ATL,950.125,691,1130.5,,707,1272
Austin Bergner,28,AAA,DET,950.875,966,1396.5,512,,929
Jace Hampson,19,A,NYM,951,,,640,,1262
Antonio Santos,28,MLB,CHC,951.75,972,1481,451,,903
Parker Smith,22,A,HOU,953.5,678,1325.5,623,652,1489
Luis Torres,20,A,TOR,954,,,,,954
Rayner Castillo,21,A+,DET,956.3,886,1616.5,378,595,1306
Cade Denton,23,A+,COL,956.6666666666666,,861,,937,1072
Thaddeus Ward,28,MLB,BAL,957,923,,,,991
Noelberth Romero,23,AAA,BAL,957,,,,,957
Brandon Decker,22,A+,NYY,957.7,1200,1079.5,429,627,1453
Steven Zobac,24,AA,KCR,958.4,895,1588,1130,685,494
Xavier Cardenas III,22,A,MIA,959,,,,,959
Avery Short,24,AAA,ARI,959.5,239,2200.5,302,771,1285
Carlos Rey,23,AA,ARI,960.8333333333334,,365.5,,919,1598
Gustavo Rodriguez,24,AAA,ATH,960.8333333333334,,989.5,,905,988
Doug Nikhazy,25,MLB,CLE,961.8,723,1487,646,825,1128
Fernando Sanchez,24,AAA,SDP,962,1052,742,,950,1104
Hung-Leng Chang,23,A+,PIT,962.7,480,1734.5,462,440,1697
Ryan Loutos,26,MLB,WSN,963,,755,,,1171
Nazier Mule,20,A+,CHC,963.25,732,,543,731,1847
JeanPierre Ortiz,21,A,CIN,963.8,356,1116,404,762,2181
Aaron Davenport,24,AAA,CLE,963.9,1368,1681.5,111,683,976
Ismael Munguia,26,AAA,NYY,964,,,,,964
Trystan Vrieling,24,AA,SFG,964.3,879,2030.5,706,550,656
Joshua Loeschorn,25,AA,PIT,965,,462,793,1004,1601
Will Brian,26,AA,NYY,966.1666666666666,,876.5,,914,1108
Janser Lara,28,AA,TEX,967,,,,,967
Abraham Parra,19,A,SDP,967.1,424,1995.5,274,480,1662
Tanner Witt,22,A,NYM,968,,,,,968
Derrick Edington,25,AA,TBR,969.5,,765.5,,945,1198
Jesus Tillero,19,A,LAD,970.3333333333334,,,352,859,1700
Davis Chastain,21,A,LAD,971,,,,,971
Titan Hayes,23,A+,PHI,971.6666666666666,,891,,832,1192
Connor Housley,23,A+,CHW,971.75,,290.5,,,1653
Jimmy Endersby,27,AAA,ARI,971.875,117,2030.5,1087,,653
Kevin Graham,25,AAA,ARI,972,,,,,972
Tyler Stuart,25,AAA,WSN,972.75,,1698,1275,735,183
Chih-Jung Liu,25,AA,BOS,973.75,,1772.5,,,175
Zach DeLoach,26,AAA,CHW,975,,,,,975
Kevin Abel,26,AAA,CIN,976.75,763,1348,385,,1411
Brenden Dixon,24,AAA,PIT,977,,,,,977
Braian Salazar,20,A+,SDP,978.3333333333334,,704,,803,1428
Wilking Rodriguez,35,AAA,NYY,978.6666666666666,,1051,1339,,546
Tyler Davis,26,AAA,CHW,978.8333333333334,,320.5,,933,1683
Jadon Bercovich,23,A,TBR,979,,,746,365,1826
Pierce Coppola,22,A,CHC,979,,,,,979
Ty Floyd,23,A,CIN,979.25,376,,742,927,1872
Nestor Lorant,23,A+,CIN,979.3,714,1459.5,563,624,1536
Nathan Blasick,24,A,COL,979.3333333333334,,144,,1317,1477
Victor Lizarraga,21,AAA,SDP,980.2,806,1973,183,578,1361
Javier Gonzalez,19,A,BAL,980.5,,,741,,1220
Kyle Robinson,21,AA,ATH,981.4,768,2406,138,415,1180
Jack Ralston,27,AAA,MIA,982.25,,825.5,,,1139
Tyler Switalski,22,A+,SFG,982.9,734,1106.5,298,720,2056
Joseph King,24,A+,STL,983.25,,1355.5,,,611
Yerlin Rodriguez,23,A+,MIL,983.6666666666666,,639,,1274,1038
Sean Sullivan,24,AAA,PIT,984.875,646,1554.5,,855,884
Carter Rustad,24,AA,BAL,985.6666666666666,,559,,758,1640
Jean Pinto,24,AA,HOU,986,621,1806,593,949,961
Sam Bachman,25,MLB,LAA,986.75,,907,1153,1431,456
Kevin Davis,26,A,CHW,986.8333333333334,,382.5,,1192,1386
Trey Pooser,23,A,TBR,988,436,,1094,293,2129
Travis Smith,22,A+,MIL,988,730,1608,250,598,1754
Griffin Tobias,19,A,MIL,989,,,580,563,1824
Travis MacGregor,27,AAA,LAA,989.25,,1130.5,,,848
Anders Tolhurst,25,AAA,TOR,991.2,878,1698,678,804,898
Grant Kipp,25,AA,CHC,991.9,852,1814.5,432,697,1164
Eric Pardinho,24,AAA,TOR,992.75,,848,1431,788,904
Merritt Beeker,23,A,WSN,993.5,,230.5,,839,1911
Zach Humphreys,27,AAA,LAA,994,,,,,994
Walter Ford,20,A,SEA,994.4,508,2090,121,369,1884
Keagan Gillies,27,AAA,BAL,996.25,,422.5,,,1570
Jerming Rosario,23,AAA,LAD,996.6666666666666,,1066,,923,1001
Bryce Warrecker,23,A+,NYY,998.5,,521.5,,565,1909
Jose Mejia,19,A+,BAL,999,,,,,999
Ethan Small,28,MLB,SFG,1000.25,,989.5,,,1011
Tanner Gillis,24,A+,MIL,1000.3,1150,1452.5,399,543,1457
Michael Fowler,22,AAA,MIL,1002,,,,,1002
Jose M. Rodriguez,21,A,NYY,1002.5,713,,468,797,2032
Dawson Netz,24,AA,CHC,1003.3333333333334,,,699,314,1997
CD Pelham,30,AAA,ATH,1003.5,,848,,,1159
Sam Garcia,23,A+,MIL,1004.1,1254,1616.5,360,470,1320
Victor Garcia,21,A,LAA,1006.3333333333334,,332,,785,1902
Will Childers,24,AAA,MIL,1006.8333333333334,,649.5,,981,1390
Tristan Gray,29,AAA,TBR,1007,,,,,1007
Owen White,25,MLB,CHW,1007.6,371,1832,575,1024,1236
Andrew Moore,25,AAA,SDP,1009,,,,1227,791
Trenton Wallace,26,AAA,TOR,1010.75,762,1799,998,,484
Michael Sansone,25,AA,BOS,1011.4,1051,1221,445,491,1849
Abdiel Mendoza,26,AAA,MIL,1012,857,1026,,,1153
Carlson Reed,22,A+,PIT,1013.7,553,1203.5,538,921,1853
Matt Turner,25,AAA,NYM,1013.8333333333334,,1213.5,,1318,510
Joey Gerber,28,MLB,TBR,1015.25,,1396.5,,,634
Keyner Benitez,19,A,MIA,1015.4,591,1983,487,811,1205
Ryan Hendrix,30,MLB,ARI,1017,,1723,,,311
Chia-Shi Shen,21,A,SEA,1017.3,930,2358.5,326,555,917
Brandon Komar,26,AAA,CIN,1018.6,943,1780,806,817,747
Juan Arnaud,22,A+,NYM,1020.1666666666666,,189.5,,761,2110
Michael Plassmeyer,28,MLB,TEX,1020.25,896,1947,572,,666
Kevin Rivas,22,A+,CLE,1021,,,,,1021
Nico Tellache,27,AAA,SEA,1021.625,722,2038.5,687,,639
Antonio Florido,20,A,DET,1022.5,,,729,,1316
Kleiber Olmedo,20,A,SDP,1024.75,569,1026,,715,1789
Brandon Leibrandt,32,MLB,NYY,1025,,1882,836,,357
Stephen Ridings,29,MLB,NYM,1025,,,,,1025
Brady Smith,20,A,LAD,1025.5,,,682,,1369
Alaska Abney,25,AA,CLE,1026.25,,1043,831,703,1528
Evan McKendry,27,AAA,MIL,1026.375,768,1921.5,732,,684
Luke Gabrysh,22,A+,PHI,1026.8,739,1474,427,638,1856
Ryan Hawks,24,A+,SEA,1027.5,426,2125.5,380,693,1513
Brandon McPherson,25,A+,HOU,1029,,1098,765,915,1338
Chase Chaney,25,AA,NYY,1029.1,807,1965.5,395,589,1389
Ben Bowden,30,MLB,ATH,1029.25,,683.5,,,1375
Casey Hintz,21,A+,SEA,1031,,,,,1031
Joel Garcia,20,A,MIN,1031,,,597,,1465
Brady Kirtner,23,A+,NYY,1031.6666666666667,,552,,956,1587
Anthony Cruz,22,A+,HOU,1031.7,780,1548.5,290,592,1948
Josh Hansell,23,A+,KCR,1032.5,938,1297.5,784,614,1529
Zach Messinger,25,AAA,NYY,1033,825,1228,,1190,889
Lebarron Johnson Jr.,23,A+,COL,1033.1,1164,1643.5,616,712,1030
Joangel Gonzalez,20,A+,ARI,1034.5,,989.5,,784,1330
Cody Laweryson,27,MLB,LAA,1035,,1066,,,1004
Dalton Fowler,25,A+,TBR,1035.375,,474.5,904,1088,1675
Jackson Humphries,20,A+,CLE,1036.8,497,2222,211,1005,1249
Jesus Flores,20,A,MIL,1037.3,274,1459.5,1296,541,1616
Adam Laskey,27,AAA,COL,1039,1740,1098,709,,609
Nick Margevicius,29,MLB,SFG,1039.875,916,2200.5,813,,230
Jeremy Pilon,19,A,TBR,1041.5,,,795,,1288
Ben Thompson,23,A+,LAA,1041.5,,,,833,1250
Leomar Rosario,22,A,HOU,1041.7,838,806.5,612,977,1975
Trevor Austin,23,AA,HOU,1042,,,,,1042
Samuel Strickland,26,A+,ATL,1042,,605,996,,1525
Stu Flesland III,24,A+,COL,1042.125,524,978.5,,857,1809
Sandy Gaston,23,AAA,WSN,1042.6666666666667,,742,,765,1621
Tzu-Chen Sha,21,A+,ATH,1042.7,510,2107.5,252,524,1820
Ben Leeper,28,AAA,CHC,1043,,,,,1043
Justin Sinibaldi,23,A,CHW,1043.1,382,1386.5,535,739,2173
Ivran Romero,23,A+,MIN,1046.1666666666667,,521.5,,995,1622
Jeff Criswell,25,MLB,COL,1047.25,,1893.5,,,201
Elwis Mijares,19,A,NYM,1048,,,,,1048
Chase Allsup,22,A+,BAL,1048,872,1534,319,753,1762
Jason Doktorczyk,22,A,MIN,1048.6,667,1689,522,630,1735
Alex Williams,25,AAA,MIA,1048.9,890,1931.5,615,794,1014
Cohen Achen,23,AA,BAL,1049.2,974,1661,494,657,1460
Jeter Martinez,19,A,PIT,1049.6,519,1626,710,894,1499
Landon Marceaux,25,AA,NYM,1050,,,,,1050
Logan Cerny,25,AA,HOU,1051,,,,,1051
Mason Dinesen,26,A,CHW,1052,,,,,1052
Wes Clarke,25,AA,HOU,1054,,,,,1054
Ricardo Velez,26,AA,TEX,1054.6666666666667,752,907,,,1505
Tucker Biven,21,A,WSN,1055,,,,,1055
Ryan Bruno,23,A,ARI,1055.875,,408.5,714,1351,1750
Brendan Hardy,25,AAA,COL,1058.25,,658.5,,,1458
Jervis Alfaro,21,A,CLE,1058.5,622,1772.5,340,495,2063
Chris Clarke,27,AAA,CHC,1060.5,,1893.5,846,,442
Max Alba,25,AA,DET,1063,1992,1116,424,562,1221
Zach Harris,21,A,COL,1063,,,,,1063
Chayce McDermott,26,MLB,BAL,1063.6,721,1608,1083,1409,497
Nelson L. Alvarez,27,AAA,PHI,1065.1666666666667,,940.5,1067,,1188
Justin Meis,25,AA,PIT,1066.5,,924.5,,777,1498
Tyler Baum,27,AAA,WSN,1067,,1179,,,955
Houston Roth,27,AAA,BAL,1067.25,,1018.5,,,1116
Bryan Rivera,20,A,MIL,1070.1,358,1616.5,511,786,2079
Ryan Och,26,AA,SDP,1070.25,,940.5,,,1200
Ryan Ammons,24,A+,NYM,1071,,213,,1064,1936
Nick Maldonado,25,A+,MIA,1071,,1026,1031,912,1315
Jake Eder,26,MLB,WSN,1071.5,681,1958,870,,777
Domingo Robles,27,AAA,ATH,1071.625,1020,1931.5,934,,401
Preston Johnson,25,AAA,BAL,1072.7,594,1151.5,869,1140,1609
Grant Burleson,22,A,HOU,1075,,,,,1075
Drew Pestka,21,A,CIN,1076.8333333333333,,598.5,,1035,1597
Ben Peoples,24,AAA,CHW,1077,,1004,,1195,1032
Yacksel Rios,32,MLB,NYM,1077.5,,1236,,,919
Pedro Da Costa Lemos,22,A+,SEA,1078.625,924,726.5,,746,1918
Austin Vernon,26,AAA,TBR,1079.25,,491.5,,,1667
Nick Brink,23,A+,MIA,1079.6,983,1832,355,649,1579
Luis Peralta,24,MLB,COL,1081.1666666666667,,883.5,,1350,1010
Taylor Rashi,29,MLB,ARI,1081.25,,989.5,,,1173
Osvaldo Berrios,25,AAA,BOS,1081.8333333333333,,1246.5,,980,1019
Jayden Murray,28,MLB,HOU,1082.5,,1487,,,678
Chase Watkins,25,AAA,CHC,1082.75,1668,742,,608,1313
Ryan McDonagh,19,CPX,KCR,1083,,,,,1083
Alessandro Ercolani,21,AA,PIT,1083.9,649,2119.5,165,690,1796
Jonathan Clark,25,A+,CHW,1084.3333333333333,,218,,935,2100
Zack Morris,24,A,COL,1084.8,982,1518,796,846,1282
Chandler Champlain,25,AAA,KCR,1086,686,2161,663,1118,802
Bjorn Johnson,20,A,MIL,1087,260,1179,,831,2078
Sam Benschoter,27,AAA,CIN,1087.3333333333333,711,1745,,,806
Isaac Stebens,23,A+,BOS,1087.8333333333333,,573.5,,1139,1551
Erubiel Armenta,25,AA,PHI,1089,,,901,1221,1145
Andrew Morones,24,A+,KCR,1089,,1089,,1051,1127
Kyle Ayers,22,A+,ARI,1090,,,1059,886,1325
Joseph Montalvo,23,AA,DET,1090.2,809,2155,1012,612,863
Jhoster Baez,20,A,HOU,1090.5,,,686,,1495
Nate Wohlgemuth,24,A+,HOU,1091,,,965,,1217
Steven Jennings,26,AAA,TEX,1091.5,,950,,,1233
Evan Shaw,24,A+,LAD,1091.6666666666667,,552,,1276,1447
Max Roberts,27,AAA,CHW,1093.75,,1246.5,,,941
Johnfrank Salazar,21,A+,STL,1096,,,,,1096
Jacob Watters,24,AAA,TBR,1097.25,,1973,1135,528,753
Oscar Rayo,23,AA,KCR,1097.25,650,1338,,999,1402
Emaarion Boyd,21,A+,MIA,1098,,,,,1098
Nate Ackenhausen,23,AAA,KCR,1099.3333333333333,,1348,,906,1044
Gage Miller,22,A+,MIA,1102,,,,,1102
Emiliano Teodo,24,AAA,TEX,1102.125,,1325.5,1310,1566,207
Alexander Meckley,21,A+,WSN,1104.3,546,2053.5,301,610,2011
Caleb Kilian,28,MLB,FA,1105,,1882,,,328
Richard Gallardo,22,AA,TOR,1105.75,,1822.5,,,389
Sam Rochard,24,A,MIN,1106,,,978,,1234
Mason Vinyard,26,AAA,NYY,1108,,635,,1168,1521
Yeri Perez,20,A,KCR,1109.9,495,1497.5,674,1327,1556
Danny Hilario,20,A,TBR,1111,,,261,1133,1939
Juan Nunez,20,A,HOU,1111,,,,,1111
Yovanny Cruz,25,AA,BOS,1111.6666666666667,,672,,1122,1541
Caleb Bolden,26,AA,BOS,1112.375,889,1497.5,970,,1093
Luke Holman,22,A,CIN,1113,,,,,1113
Domingo Gonzalez,25,AAA,SEA,1114.5,,978.5,,1420,945
Eli Ankeney,24,A+,NYM,1115.5,,482,,,1749
Owen Kellington,22,A,PIT,1115.8,639,1221,1117,588,2014
Isaac Coffey,25,AAA,BOS,1116.7,964,1995.5,1021,1342,261
Manuel Urias,24,AA,HOU,1116.7,931,2200.5,369,676,1407
Shohei Tomioka,29,AAA,ATH,1117.25,,940.5,,,1294
Tyler Cleveland,25,AA,SEA,1119.3333333333333,,622,,1143,1593
Rafael Sanchez,25,AA,TOR,1119.8,1039,1947,622,891,1100
Jacob Nottingham,30,AAA,SEA,1120,,,,,1120
Blake Beers,26,AAA,ATH,1120.8,1280,1799,995,991,539
Xavier Kolhosser,21,A,MIN,1121,,,754,,1488
Brandon White,25,A+,MIA,1122,1032,,562,826,2068
Ryan Boyer,28,AAA,TOR,1123.25,,924.5,,,1322
Maicol Reyes,20,A,TEX,1126,,,691,,1561
Nick Biddison,24,AA,LAD,1126,,,,,1126
Nicolas Carreno,19,A,NYM,1126,,,825,,1427
Alberto Mota,22,A,TEX,1126.3333333333333,,245,,1571,1563
Mark McLaughlin,24,AA,CHW,1126.3333333333333,,565,,653,2161
Kannon Kemp,20,A,SDP,1126.8,637,2172,536,694,1595
Francis Pena,24,AAA,SDP,1127.3333333333333,,755,,1478,1149
Bernard Mack,19,A,STL,1127.5,,,596,,1659
Joshua Quezada,21,A,MIL,1128,,,745,,1511
Railin Perez,23,AA,HOU,1128.1666666666667,,649.5,,1062,1673
Hueston Morrill,25,AA,NYY,1128.6666666666667,,417,,1016,1953
Jackson Lancaster,26,AA,TBR,1128.75,,817.5,,,1440
Seth Lonsway,26,AAA,SFG,1129.25,1820,1563,449,,685
Cooper Adams,25,AA,BOS,1129.625,1720,726.5,,429,1643
Luke Taggart,27,A+,DET,1130,,,986,,1274
Jake Bloss,24,MLB,TOR,1130.25,,1860,1473,625,563
Jack Mahoney,23,AA,COL,1130.5,977,2613.5,545,696,821
Jake Garland,24,AAA,ATH,1130.7,471,2064.5,800,918,1400
Nick Payero,25,AAA,SEA,1131.1,613,2047.5,555,827,1613
Yadiel Batista,21,A,STL,1131.25,1005,,358,961,2201
