Name,Age,Level,Team,Avg Rank,DIGS,FScore,PG+,PL,STS
Marlin Willis,27,AA,KCR,2070.6666666666665,,2563,1144,,2505
Jake Madden,23,A+,COL,2070.75,,2011.5,,,2130
Colby White,26,AAA,NYY,2072.75,,2165.5,,,1980
Jackson Fristoe,24,A+,NYY,2073.3333333333335,,1806,,1580,2834
Yoel Roque,18,CPX,MIN,2075,,,,,2075
Jack Noble,25,AA,PIT,2075.6666666666665,,2217,,1550,2460
Josh Hejka,28,AAA,PHI,2075.8333333333335,,2352.5,1308,,2567
Jake Walkinshaw,28,AAA,OAK,2076.5,,2498,,,1655
Jacob Meador,24,AA,LAD,2076.625,,2749.5,1433,1627,2497
Matthew Bollenbacher,25,AAA,WSN,2079.3333333333335,,1983,,1444,2811
Jaycob Deese,25,AA,PIT,2079.6666666666665,,2440,,1356,2443
Yehizon Sanchez,24,A+,OAK,2079.8333333333335,,2321.5,,1429,2489
Nicolas De La Cruz,19,A,BOS,2082,,2256,,1345,2645
Jeferson Figueroa,24,A+,MIL,2082.5,,2602,1133,1689,2906
Jose Meneses,20,A,MIL,2083.5,,,1474,,2693
Tristan Smith,22,A,CIN,2087,,,,,2087
Jhon Medina,19,CPX,COL,2089,,,,,2089
Jose Martinez,20,CPX,NYY,2090,,,,,2090
Josh Timmerman,22,A+,MIL,2090.25,,1893.5,,,2287
J.C. Flowers,27,AAA,PIT,2091,,2587,1386,,2300
Bryan Caceres,25,A+,WSN,2091.875,,2687.5,1268,1623,2789
Jake Smith,25,AA,MIA,2092.6666666666665,,1979,,1563,2736
Tyler Naquin,34,A+,FA,2095.5,,,1177,,3014
Adrian Belen,20,CPX,KCR,2097,,,,,2097
Eli Trop,23,A,PHI,2099.25,,2659,1359,1684,2695
Edwin Nunez,23,AA,STL,2103,,2261,,1622,2426
Fineas Del Bonta-Smith,28,AAA,PIT,2103.8333333333335,,2711.5,1421,,2179
Alejandro Chiquillo,22,CPX,TEX,2104,,,,,2104
Samuel Colmenares,20,A,TOR,2107,,,,,2107
Dwayne Matos,24,AA,CLE,2107.5,,2568,1436,1658,2768
Josh Tiedemann,21,A,NYY,2108,,,,,2108
Grant Magill,24,CPX,CHW,2112,,,,,2112
Santiago Rojas,18,CPX,MIN,2114,,,,,2114
Juan Mendez,26,A+,MIN,2114.25,,1893.5,,,2335
David Rodriguez,21,CPX,KCR,2117,,,,,2117
Drew Ehrhard,26,AA,BOS,2120,,,,,2120
Angel Cuenca,23,A+,STL,2121.75,,2548,1369,1675,2895
Michael Valverde,22,A,TEX,2122,,,,,2122
Pitterson Rosa,20,A,PIT,2124,,,1378,,2870
Kyle Roche,23,A+,LAA,2124.6666666666665,,2222,,1436,2716
Jake Christianson,25,A+,OAK,2127,,2277,,1570,2534
Blaze Pontes,25,A+,ATH,2129.1666666666665,,2181.5,,1533,2673
Joel Cesar,29,AA,MIN,2129.6666666666665,,2714,1213,,2462
Jhon Reyes,21,CPX,KCR,2133,,,,,2133
Riley Unroe,29,AAA,HOU,2134,,,,,2134
Darvin Garcia,26,AA,BOS,2134.25,,2659,1312,1686,2880
Josh Harlow,24,A+,CLE,2134.6666666666665,,2113,,1572,2719
Andy Luis,22,A,WSN,2138.5,,,1357,,2920
Nick Richmond,27,AAA,BAL,2145.75,,2369.5,,,1922
Jared Kollar,26,AAA,SDP,2146.6666666666665,2162,2568,,,1710
Adam Leverett,25,AAA,TBR,2148.75,,2323.5,,,1974
D.J. Carpenter,25,A+,STL,2149.1666666666665,,2481.5,,1583,2383
Drew Garrett,25,A+,PHI,2149.6666666666665,,1873,,1683,2893
Isaias Uribe,22,A,PIT,2154,,,,,2154
Richard Fernandez,22,A,ATH,2155,,,,,2155
Miguel Cordero,18,CPX,MIN,2158,,,,,2158
Bobby Milacki,28,AAA,TOR,2158.6666666666665,2212,2285,,,1979
Jacob Wosinski,26,AA,MIN,2162.5,,2113,,,2212
Matt Mikulski,26,A+,MIN,2164.25,,2670,1342,1685,2960
Seth Keller,21,A,ATL,2164.375,,2679.5,1327,1673,2978
Allan Saathoff,25,AA,SEA,2164.625,,2734.5,1361,1678,2885
Modeifi Marte,22,A+,ARI,2165,,,,,2165
Owen Holt,25,AA,CIN,2166.25,,1921.5,,,2411
Trey Braithwaite,27,AA,CIN,2172.5,,2653.5,1254,,2610
Nathan Karaffa,23,A+,PHI,2174,,,,,2174
Dionys Rodriguez,24,A+,STL,2175.625,,2738.5,1331,1679,2954
Adan Moreno,20,A,SDP,2180,,,,,2180
Vince Vannelle,27,AA,CHW,2180.6666666666665,,2694,1220,,2628
Jorge Gonzalez,22,A+,LAD,2187.1666666666665,,2514.5,,1671,2376
Alvin Guzman,23,A,ARI,2187.5,,,,1588,2787
Elian Serrata,23,A,MIA,2189.5,,,1444,,2935
Ryan Middendorf,27,AAA,MIL,2190.25,,2514.5,,,1866
Euri Montero,23,A+,WSN,2190.3333333333335,,2277,,1313,2981
Dailoui Abad,23,A,LAD,2191,,,,,2191
Jimmy Romano,22,A+,CIN,2200.6666666666665,,2548,,1412,2642
Ruben Ramirez,20,CPX,SEA,2204,,,,,2204
Tyler Stasiowski,23,A,MIN,2206,,2396,,1483,2739
Koen Moreno,23,A+,CHC,2206.5,,2132,,,2281
Jesse Wainscott,25,A+,SEA,2207.625,,2705.5,1408,1699,3018
Jean Munoz,22,A,SEA,2210.1666666666665,,2147.5,,1628,2855
Jimmy Reyes,19,A,SDP,2211,,,1479,,2943
Joseilyn Gonzalez,23,A+,LAD,2211.3333333333335,,2251,,1577,2806
Carlton Perkins,22,A,CHW,2211.8333333333335,,2321.5,,1646,2668
Yanzel Correa,20,A,COL,2214.5,,2787,1463,1657,2951
Eli Saul,23,AA,ARI,2219.1666666666665,,2514.5,,1579,2564
Todd Peterson,27,AAA,WSN,2222.5,,2560.5,1447,,2660
Angel Nieblas,19,CPX,ATL,2223,,,,,2223
Carson Rudd,26,AAA,CIN,2223.6666666666665,,2709,1274,,2688
Kevin Velasco,19,CPX,BAL,2224,,,,,2224
Jovi Galvez,20,A,STL,2226,,,1476,,2976
Tyler Kennedy,23,A,PIT,2226.5,,,1390,,3063
Luis Escudero,19,CPX,NYY,2227,,,,,2227
Ayendy Bravo,18,CPX,MIL,2228,,,,,2228
Yereny Teus,21,CPX,TBR,2232,,,,,2232
Kelvin Bautista,25,AA,LAD,2232,,2520,,1667,2509
Liam Simon,24,A+,SFG,2234.1666666666665,,2542.5,,1701,2459
Shane Marshall,24,A,CHC,2234.75,,1681.5,,,2788
Myles Emmerson,27,AA,LAA,2237,,,,,2237
Jared Triolo,27,MLB,PIT,2238,,,,,2238
Kobe Kato,26,AA,ATL,2239,,,,,2239
Angelo Hernandez,19,CPX,CHW,2245,,,,,2245
Jhonly Taveras,20,A,ATL,2245.5,,,1470,,3021
Mitch Mueller,23,CPX,MIN,2247,,,,,2247
Andres Silvera,20,CPX,PIT,2257,,,,,2257
Koyo Aoyagi,31,AAA,PHI,2261,,2789,1425,,2569
Peyton Glavine,26,A+,WSN,2261.8333333333335,,2616.5,1230,,2939
Peter Burns,25,A+,LAA,2263,,,,,2263
Luke Jewett,22,A,COL,2264,,2411,,1557,2824
Caden Vire,21,A,BOS,2267,,,,,2267
Bryson Horne,26,A+,ATL,2268,,,,,2268
Anderson Bido,26,AAA,HOU,2269,,2565,,1618,2624
Alexander Fuentes,20,CPX,SFG,2270,,,,,2270
German Fajardo,24,A,SEA,2270.5,,1903,,,2638
Ronny Oliver,21,CPX,STL,2273,,,,,2273
Jay Allmer,23,A+,BOS,2274.5,,2301.5,,1595,2927
Carlos Franco,22,A,OAK,2280,,,,,2280
Yensy Bello,22,A,SEA,2282.1666666666665,,2323.5,,1589,2934
Chase Plymell,27,AAA,CHW,2282.25,,2193.5,,,2371
Wander Arias,25,A+,WSN,2283,,2553,,1598,2698
Justin Loer,22,A,COL,2283.5,,2369.5,,1558,2923
Sebastian Pulido,19,CPX,MIN,2290,,,,,2290
Kelvin Rosario,18,CPX,ARI,2291,,,,,2291
Keduar Trujillo,21,A,HOU,2292,,,,,2292
Caswell Smith,24,A,ARI,2298,,,,,2298
Alexis Liebano,22,A+,ARI,2299,,2587,,1537,2773
Gabriel Terrero,19,CPX,NYY,2299,,,,,2299
Milkar Perez,23,A+,SEA,2302,,,,,2302
Noah Takacs,23,A,PIT,2302,,2318,,1593,2995
Manuel Osorio,19,CPX,CLE,2304,,,,,2304
Liam Rocha,23,A,MIN,2307,,,,,2307
Colton Johnson,26,AA,ATH,2308.75,,2358.5,,,2259
Joel Sierra,23,A,CHC,2311,,,,,2311
Darrel Lunar,19,CPX,WSN,2312,,,,,2312
Alan Perdomo,23,A+,COL,2312.1666666666665,,2425.5,,1645,2866
Juan Mercedes,23,A+,MIN,2316.5,,2490,,,2143
Gavin Adams,22,A,PIT,2317,,,,,2317
Noah Ruen,22,A+,LAD,2317,,2363,,,2271
Daurys Mora,21,CPX,MIL,2322,,,,,2322
Montana Semmel,23,A+,LAA,2329.75,,2165.5,,,2494
Augie Mojica,20,CPX,ARI,2331,,,,,2331
Mailon Felix,25,A+,TEX,2333.8333333333335,,2509.5,,1647,2845
Gary Sánchez,32,MLB,BAL,2334,,,,,2334
Jake Rice,27,AAA,ARI,2340,,2396,,,2284
Gil Luna,25,AA,CHW,2340.8333333333335,,2514.5,,1705,2803
Thomas Mangus,22,A,CHC,2341,,,,,2341
Jeffrey Amparo,20,CPX,ARI,2342,,,,,2342
Jonathan Hughes,28,AA,ATL,2344.25,,2181.5,,,2507
Livan Reinoso,26,AA,LAD,2346.75,,2030.5,,,2663
Karl Kauffmann,27,MLB,COL,2347.75,,2705.5,,,1990
Aiden Taggart,18,CPX,TOR,2348,,,,,2348
Melvin Cuevas,20,A,MIA,2349,,,,,2349
Dylan Hecht,31,AA,SFG,2351.5,,2363,,,2340
Jonalbert Rumbol,26,A+,TBR,2352.5,,1958,,,2747
Marco Corcho,20,A,LAD,2353.6666666666665,,2670,,1610,2781
Jesus Colina,20,CPX,CIN,2356,,,,,2356
Sam Gerth,20,CPX,COL,2357,,,,,2357
Natanael Garabitos,24,AA,KCR,2358.6666666666665,,2553,,1682,2841
Luis Carrasco,22,A+,OAK,2362.5,,2380,,,2345
Aneuris Rodriguez,21,A+,BAL,2368,,,,,2368
Jeison Calvo,19,CPX,ARI,2369,,,,,2369
Ross Dunn,23,A+,MIN,2373.75,,2452.5,,,2295
Madison Jeffrey,25,A+,CHW,2375.1666666666665,,2571.5,,1706,2848
Daniel Blair,26,A+,SFG,2380.25,,2337.5,,,2423
Jezler Baules,19,CPX,KCR,2381,,,,,2381
Sean Heppner,22,A,CLE,2383.1666666666665,,2571.5,,1676,2902
Tyler Burch,26,AA,NYM,2388.25,,2727.5,,,2049
Kevin Dowdell,25,A,WSN,2396,,2623,,1688,2877
Ismael Michel,23,A,KCR,2397.75,,2210.5,,,2585
Brailyn Paulino,19,CPX,STL,2398,,,,,2398
Omari Daniel,21,CPX,DET,2400,,,,,2400
Walvin Mena,19,CPX,ARI,2402,,,,,2402
Wyatt Hoffman,26,AA,SDP,2404,,,,,2404
Garvin Alston,28,AAA,WSN,2406.25,,2509.5,,,2303
Dan Hammer,27,AA,TBR,2411,,2526,,,2296
Hayden Robinson,19,CPX,MIL,2412,,,,,2412
Eudry Alcantara,20,A,CLE,2414,,2659,,1590,2993
Fran Oschell III,22,A+,LAA,2415,,,,,2415
Javier Bartolozzi,20,CPX,LAD,2416,,,,,2416
Grant Smith,24,CPX,CHW,2420,,,,,2420
Hayden Nierman,25,A+,BAL,2426.25,,2653.5,,,2199
Dylan Lesko,21,A+,TBR,2427.75,,2613.5,,,2242
Jacob Remily,19,CPX,CLE,2429,,,,,2429
Jank Pichardo,20,CPX,HOU,2434,,,,,2434
Denison Sanchez,19,CPX,BOS,2436,,,,,2436
Zach Barnes,26,AAA,ARI,2437,,2555,,,2319
Anthony Huezo,19,CPX,HOU,2441,,,,,2441
Jermayne Verdu,18,CPX,NYM,2442,,,,,2442
Derek Corro,20,A,OAK,2445.25,,2531.5,,,2359
Felix Cabrera,23,A,LAD,2446,,2719,,1694,2925
Andres Cova,20,CPX,LAA,2450,,,,,2450
Raimundo De Los Santos,20,CPX,TOR,2452,,,,,2452
Wanmer Ramirez,21,CPX,DET,2454,,,,,2454
Anthony Garcia,23,A,ATL,2454.75,,2665.5,,,2244
Junior Flores,23,A+,PIT,2455.5,,2155,,,2756
Tom Reisinger,24,A+,OAK,2458.6666666666665,,2776,,1652,2948
Ernie Day,23,A,STL,2460.8333333333335,,2696.5,,1704,2982
Elijah Pleasants,25,A+,SFG,2463.6666666666665,,2722,,1712,2957
Hunter Breault,26,AAA,OAK,2464.5,,2777.5,,1674,2942
Javi Torres,20,CPX,CLE,2465,,,,,2465
Caleb Pendleton,23,A+,LAA,2466,,,,,2466
Bryce Jenkins,24,A,NYM,2469,,,,,2469
Marc Davis,25,A+,WSN,2469.1666666666665,,2770.5,,1709,2928
Austin Marozas,26,A+,TOR,2472,,,,,2472
Andrews Sosa,20,CPX,HOU,2476,,,,,2476
Cesar De Jesus,21,A,TBR,2478,,,,,2478
Octavio Becerra,24,A,LAD,2479,,,,,2479
Juan Sanchez,22,A,NYY,2480,,,,,2480
Mathew Peters,24,A,CHC,2485.8333333333335,,2734.5,,1696,3027
Erigaldi Perez,19,CPX,CLE,2487,,,,,2487
Roinny Aguiar,20,CPX,PIT,2488,,,,,2488
Angel Anazco,23,A,TEX,2492,,,,,2492
Jan Caraballo,21,CPX,SFG,2495,,,,,2495
Franyer Noria,20,CPX,BOS,2499,,,,,2499
Wuilliams Rodriguez,21,CPX,SEA,2503,,,,,2503
Ronaldo Gallo,24,CPX,PIT,2506,,,,,2506
Omar Urbina,19,CPX,BAL,2510,,,,,2510
Alex Rao,24,A+,PHI,2510.5,,2380,,,2641
Ethan Wagner,19,CPX,HOU,2513,,,,,2513
Brandon Herbold,20,CPX,KCR,2514,,,,,2514
Miguel Flores,20,CPX,CLE,2515,,,,,2515
Josue Lopez,23,CPX,CIN,2518,,,,,2518
Pedro Rodriguez,22,CPX,NYY,2520,,,,,2520
Angel Bello,18,CPX,CHW,2521,,,,,2521
Heribert Silva,19,CPX,CLE,2523,,,,,2523
Gabriel Agostini,20,A,WSN,2524,,,,,2524
Reylin Perez,20,CPX,HOU,2525,,,,,2525
Chris Lopez,20,CPX,STL,2532,,,,,2532
Mario Zabala,23,A,SDP,2535,,,,,2535
Eduar Gonzalez,19,CPX,TOR,2540,,,,,2540
Biembenido  Brito,22,CPX,COL,2542,,,,,2542
Jeury Espinal,18,CPX,ARI,2547,,,,,2547
Garrett Apker,25,A+,HOU,2550,,2267,,,2833
Carlos Avila,21,CPX,LAD,2551,,,,,2551
Wuillians Herrera,21,CPX,LAD,2556,,,,,2556
Eider Machuca,20,CPX,MIN,2559,,,,,2559
Gunner Gouldsmith,23,CPX,OAK,2560,,,,,2560
Deivi Villafana,22,CPX,CIN,2561,,,,,2561
Jhoniel Serrano,21,A,MIA,2564.25,,2744.5,,,2384
Jesus Lopez,19,A,SDP,2566,,,,,2566
Ismael Javier,19,CPX,SDP,2571,,,,,2571
Hector Salas,21,CPX,HOU,2572,,,,,2572
Juan Cazarez,19,CPX,SEA,2573,,,,,2573
Dan Kubiuk,29,AA,ARI,2575,,,,,2575
Roiner Quintana,20,CPX,HOU,2576,,,,,2576
Grabiel Salazar,24,A+,BAL,2577,,2406,,,2748
Yoelvin Chirino,20,CPX,BOS,2580,,,,,2580
Porfirio Ramos,21,CPX,HOU,2581,,,,,2581
Jose Vasquez,20,CPX,LAD,2583,,,,,2583
Juan Severino,21,CPX,STL,2584,,,,,2584
Carlos Caro,20,CPX,PIT,2589,,,,,2589
Marlon Franco,22,CPX,SFG,2590,,,,,2590
Maximo Martinez,21,CPX,CHW,2591,,,,,2591
José Caballero,28,MLB,NYY,2592,,,,,2592
Juan Fraide,19,CPX,HOU,2595,,,,,2595
Victor Brea,22,CPX,ARI,2598,,,,,2598
Gabriel Gomes,21,CPX,CIN,2601,,,,,2601
Gabriel Colmenarez,19,CPX,MIL,2602,,,,,2602
Alan Trejo,29,MLB,FA,2605,,,,,2605
Irwin Ramirez,18,CPX,PIT,2606,,,,,2606
Dane Lais,20,CPX,SDP,2609,,,,,2609
Jean Reyes,22,A,MIA,2615,,,,,2615
Mason Auer,24,AA,TBR,2616,,,,,2616
Miguel Toscano,19,CPX,TBR,2620,,,,,2620
Jorge Herrera,22,CPX,KCR,2622,,,,,2622
Jun-Seok Shim,21,CPX,MIA,2623,,,,,2623
John Cristino,25,CPX,NYY,2625,,,,,2625
Gilbel Galvan,18,CPX,BOS,2627,,,,,2627
Wilfredo Henriquez,22,A,MIA,2629,,,,,2629
Jordan Jackson,26,A+,SEA,2635,,2722,,,2548
Samuel Escudero,21,CPX,PIT,2635,,,,,2635
Diego Viloria,22,A,BOS,2643,,,,,2643
Owen Stevenson,22,A,TBR,2648,,,,,2648
Ali Sánchez,28,MLB,BOS,2650,,,,,2650
Jose Ortega,20,CPX,SDP,2651,,,,,2651
Gijs Van Den Brink,19,CPX,KCR,2652,,,,,2652
Jared Young,29,MLB,NYM,2653,,,,,2653
Hunter Hollan,23,A,CIN,2656,,,,,2656
Dioris Martinez,19,CPX,PIT,2657,,,,,2657
Bryan Sanchez,22,A,WSN,2658.75,,2729.5,,,2588
Leonardo Rondon,18,CPX,MIN,2662,,,,,2662
Juan Cota,20,CPX,MIN,2664,,,,,2664
Aldrin Gonzalez,19,CPX,MIL,2666,,,,,2666
Jack Snyder,26,AA,TBR,2666.5,,2619,,,2714
Johan Rodriguez,22,CPX,SFG,2667,,,,,2667
Joseph Herrera,19,CPX,SDP,2669,,,,,2669
Shay Timmer,22,A,DET,2671,,,,,2671
Miles Mastrobuoni,29,MLB,SEA,2675,,,,,2675
Jose Rengel,19,CPX,SFG,2678,,,,,2678
Melvin Rodriguez,19,CPX,MIN,2679,,,,,2679
Merlin Bido,19,CPX,BOS,2681,,,,,2681
Dioris De La Rosa,18,CPX,LAA,2683,,,,,2683
Styven Paez,20,CPX,ATL,2686,,,,,2686
Fermin Magallanes,23,CPX,BAL,2689,,,,,2689
Wilson Lopez,22,A,NYM,2693.25,,2504.5,,,2882
Endrys Briceno,33,AAA,LAA,2695,,2772,,,2618
Leuris Portorreal,19,CPX,WSN,2697,,,,,2697
Leandro Hernandez,23,A,MIA,2699,,,,,2699
Moises Morales,21,CPX,TEX,2702,,,,,2702
Franly Urena,21,A,TOR,2703,,,,,2703
Gant Starling,24,CPX,COL,2706,,,,,2706
Cayman Goode,19,CPX,ATL,2707,,,,,2707
Manuel Perez,19,CPX,OAK,2708,,,,,2708
Omar Gonzalez,19,CPX,NYY,2709,,,,,2709
Joneiker Arellano,20,CPX,CIN,2711,,,,,2711
Alistair Tanner,18,CPX,DET,2718,,,,,2718
Bryce Alewine,20,CPX,DET,2720,,,,,2720
Roberto Urdaneta,19,CPX,OAK,2721,,,,,2721
Anthony Crespo,21,CPX,NYM,2722,,,,,2722
Luis Amoroso,24,A+,COL,2723.5,,2663,,,2784
David Fletcher,31,AAA,ATL,2723.5,,2793,,,2654
Sean Barnett,22,A+,SDP,2724,,,,,2724
Nate Eaton,28,MLB,BOS,2726,,,,,2726
Yohemy Nolasco,21,A,CHW,2727,,,,,2727
Jordy Arias,19,CPX,TEX,2728,,,,,2728
Marwys Cabrera,19,CPX,KCR,2730,,,,,2730
Johnathan Rogers,20,CPX,DET,2731,,,,,2731
Harlin Naut,20,CPX,BAL,2732,,,,,2732
Accimias Morales,20,CPX,LAD,2734,,,,,2734
Josiah Romeo,19,CPX,OAK,2735,,,,,2735
Miguel Mejias,20,CPX,NYM,2737,,,,,2737
Curtis Washington Jr.,25,A+,SEA,2738,,,,,2738
Reudis Diaz,19,CPX,CHW,2740,,,,,2740
Lisnerkin Lantigua,20,CPX,CIN,2741,,,,,2741
Hansel Rosario,22,CPX,NYY,2742,,,,,2742
Anderson Guevara,20,CPX,SEA,2743,,,,,2743
Rowell Arroyo,20,CPX,CHC,2750,,,,,2750
Jhon Cabral,19,CPX,MIA,2751,,,,,2751
Mason Pelio,24,A+,CIN,2751.75,,2705.5,,,2798
Randy Beriguete,22,A,BAL,2753.5,,2623,,,2884
Engel Silvestre,19,CPX,COL,2754,,,,,2754
Manuel Davila,17,CPX,SDP,2757,,,,,2757
Dariel Polanco,19,CPX,SDP,2759,,,,,2759
Yeimison Arias,20,CPX,TEX,2760,,,,,2760
Jaiker Garcia,20,CPX,PIT,2761,,,,,2761
Rob Griswold,26,A+,ATL,2763,,2700,,,2826
Kendal Meza,19,CPX,SEA,2764,,,,,2764
Andy Basora,20,CPX,KCR,2765,,,,,2765
Dawel Serda,20,CPX,ARI,2767,,,,,2767
Jordan Henriquez,21,CPX,CHC,2769,,,,,2769
John Valle,20,CPX,NYM,2772,,,,,2772
Diovel Mariano,21,CPX,CLE,2774,,,,,2774
Denny Lima,20,CPX,CHW,2777,,,,,2777
Jose Ledesma,22,CPX,NYY,2780,,,,,2780
Enderjer Sifontes,22,A,LAA,2782,,,,,2782
Luke Anderson,26,A+,OAK,2782.5,,2786,,,2779
Yarison Ruiz,25,CPX,NYY,2783,,,,,2783
Carlos Mateo,19,CPX,PIT,2785,,,,,2785
Nick Bitsko,23,A,TBR,2786,,,,,2786
Pedro Reyes,22,A,PHI,2790,,,,,2790
Dylan Wilson,19,CPX,SEA,2791,,,,,2791
Jackson Grounds,20,CPX,PIT,2792,,,,,2792
Andrew Huffman,25,CPX,MIN,2795,,,,,2795
Teague Conrad,24,CPX,MIN,2799,,,,,2799
Abraham Gaitan,21,CPX,CIN,2800,,,,,2800
Mason McGwire,20,A,CHC,2800,,2779,,,2821
Fernando Ramos,22,CPX,PHI,2801,,,,,2801
Alejandro Loaiza,21,CPX,STL,2804,,,,,2804
Cam Brown,23,A+,PHI,2805,,,,,2805
Tyler Wade,30,MLB,SDP,2808,,,,,2808
Eligio Arias,22,CPX,PHI,2812,,,,,2812
Roberto Medina,20,CPX,TBR,2813,,,,,2813
Emmanuel Rivera,29,MLB,BAL,2814,,,,,2814
Eris Albino,21,CPX,NYM,2816,,,,,2816
Samir Chires,21,CPX,SFG,2817,,,,,2817
Jorge Mercedes,24,AA,MIA,2819,,,,,2819
Cooper Hummel,30,MLB,FA,2822,,,,,2822
Luis Cesar,21,CPX,MIA,2825,,,,,2825
Angel Camacho,21,CPX,PIT,2828,,,,,2828
Jacob Stallings,35,MLB,FA,2830,,,,,2830
Miguel Valdez,21,A,SDP,2831,,,,,2831
Jhonny Pereda,29,MLB,MIN,2832,,,,,2832
Reilin Ramirez,21,CPX,WSN,2835,,,,,2835
Kody Clemens,29,MLB,MIN,2837,,,,,2837
Bladimir Pichardo,19,CPX,PIT,2838,,,,,2838
Mike Yastrzemski,34,MLB,KCR,2839,,,,,2839
Daury Zapata,22,CPX,ATL,2842,,,,,2842
Anthony Seigler,26,MLB,MIL,2843,,,,,2843
Peter Bonilla,20,CPX,LAD,2844,,,,,2844
Weskendry Espinoza,23,CPX,KCR,2846,,,,,2846
Andrew Bolivar,19,CPX,STL,2847,,,,,2847
Rudit Pina,19,CPX,ATL,2850,,,,,2850
Jordany Chirinos,19,CPX,CHW,2852,,,,,2852
Enrique Hernández,33,MLB,LAD,2853,,,,,2853
Aiberson Ventura,19,CPX,MIN,2854,,,,,2854
Jesus Escobar,19,CPX,ARI,2856,,,,,2856
Eric Yang,27,AAA,CIN,2858,,,,,2858
Nicholas Judice,24,A,BOS,2860,,,,,2860
Bjay Cooke,22,CPX,OAK,2861,,,,,2861
Jesus Delgado,21,CPX,TEX,2862,,,,,2862
Noah Manning,23,CPX,SEA,2863,,,,,2863
Yoryi Simarra,20,CPX,LAD,2864,,,,,2864
Jeison Payano,19,CPX,BOS,2865,,,,,2865
Mauricio Colmenares,21,CPX,CIN,2867,,,,,2867
Efrain Cubilla,20,CPX,COL,2868,,,,,2868
Cesar Espinal,19,CPX,MIL,2874,,,,,2874
William Maynard,22,A,LAD,2875,,,,,2875
Joe Perez,25,CPX,FA,2876,,,,,2876
Joel Heredia,21,CPX,PHI,2878,,,,,2878
Clarence Martina,20,CPX,WSN,2879,,,,,2879
Jeyderson Mora,20,CPX,BAL,2881,,,,,2881
Luis Morellis,21,CPX,CIN,2883,,,,,2883
Deivy Paulino,20,CPX,NYM,2886,,,,,2886
Johan Contreras,20,CPX,NYY,2887,,,,,2887
Jesus Anton,19,CPX,NYM,2889,,,,,2889
Leodarlyn Colon,20,CPX,WSN,2890,,,,,2890
Samuel Perez,20,CPX,CIN,2891,,,,,2891
Austin Hedges,32,MLB,CLE,2892,,,,,2892
Sthiven Benitez,20,CPX,KCR,2894,,,,,2894
Mendry Solano,21,CPX,CIN,2896,,,,,2896
Santiago Peraza,20,CPX,CLE,2897,,,,,2897
Albert Feliz,23,A+,BOS,2900,,,,,2900
Onias Jimenez,21,CPX,ARI,2903,,,,,2903
Alexis Paulino,22,CPX,NYY,2904,,,,,2904
Ismael Yanez,19,CPX,MIL,2907,,,,,2907
Erick Batista,19,CPX,SDP,2909,,,,,2909
Juan Rasquin,19,CPX,BAL,2910,,,,,2910
Amed Rosario,29,MLB,NYY,2912,,,,,2912
Eduardo Castillo,21,CPX,CHC,2913,,,,,2913
Dawson Price,20,CPX,DET,2915,,,,,2915
Tejahari Wilson,18,CPX,BOS,2916,,,,,2916
Angel Bolivar,19,CPX,BAL,2917,,,,,2917
Nate Knowles,21,CPX,TBR,2921,,,,,2921
Whilmer Guerra,19,CPX,ATL,2922,,,,,2922
Chas McCormick,30,MLB,CHC,2924,,,,,2924
Jeremy Gonzalez,20,CPX,CHW,2929,,,,,2929
Jake Rogers,30,MLB,DET,2933,,,,,2933
Marcelo Valladares,20,CPX,CHW,2936,,,,,2936
Pedro Tucent,22,CPX,TOR,2937,,,,,2937
Jesus Castro,20,CPX,SDP,2938,,,,,2938
Doimil Perez,21,CPX,WSN,2940,,,,,2940
Christian Mracna,25,A,TOR,2941,,,,,2941
Dalvinson Reyes,18,CPX,BOS,2944,,,,,2944
Christian Koss,27,MLB,SFG,2945,,,,,2945
Paul Chacon,19,CPX,OAK,2946,,,,,2946
Abis Prado,18,CPX,BOS,2947,,,,,2947
Alison Zacarias,19,CPX,COL,2949,,,,,2949
Joelvis Perez,20,CPX,CLE,2952,,,,,2952
Tommy Sheehan,26,CPX,CHW,2953,,,,,2953
Gray Thomas,22,CPX,CHW,2955,,,,,2955
David Lee,25,CPX,COL,2956,,,,,2956
Argenis Aparicio,19,CPX,MIL,2959,,,,,2959
Stanly Alcantara,21,CPX,NYY,2961,,,,,2961
Marco Vega,20,CPX,LAA,2962,,,,,2962
Chance Nolan,25,CPX,NYY,2963,,,,,2963
Edward Cedano,19,CPX,ATL,2964,,,,,2964
Fred Fajardo,20,CPX,CHC,2966,,,,,2966
Nelfri Payano,20,A,CIN,2967,,,,,2967
Jose Regalado,23,CPX,PIT,2968,,,,,2968
Yorvi Pirela,20,CPX,ATL,2969,,,,,2969
Madinson Frias,20,CPX,BOS,2970,,,,,2970
Jecsua Liborius,20,CPX,LAD,2971,,,,,2971
Pablo Reyes,31,MLB,FA,2972,,,,,2972
Michael Stefanic,29,MLB,TOR,2973,,,,,2973
Josue Arias,20,CPX,MIA,2974,,,,,2974
Abraham Toro,28,MLB,BOS,2977,,,,,2977
Yatner Crisostomo,22,CPX,CLE,2979,,,,,2979
Tomás Nido,31,MLB,DET,2980,,,,,2980
Haminton Mendez,21,A+,LAA,2983,,,,,2983
Joaquin Tejada,21,A,PIT,2984,,,,,2984
Jan Hechavarria,21,CPX,LAA,2986,,,,,2986
Santiago Gomez,21,CPX,NYY,2987,,,,,2987
